t_s,x,dx_dt
0.214304,0.868778,56.594237
0.214554,0.882904,56.378077
0.214804,0.896974,56.158437
0.215054,0.91099,55.935332
0.215304,0.924949,55.708774
0.215554,0.938851,55.478778
0.215804,0.952695,55.245359
0.216054,0.96648,55.00853
0.216304,0.980206,54.768306
0.216554,0.993871,54.524701
0.216804,1.007474,54.277732
0.217054,1.021016,54.027414
0.217304,1.034495,53.77376
0.217554,1.047909,53.516789
0.217804,1.061259,53.256514
0.218055,1.074544,52.992952
0.218305,1.087762,52.726121
0.218555,1.100913,52.456035
0.218805,1.113997,52.182711
0.219055,1.127011,51.906167
0.219305,1.139956,51.62642
0.219555,1.15283,51.343487
0.219805,1.165634,51.057385
0.220055,1.178365,50.768132
0.220305,1.191024,50.475746
0.220555,1.203609,50.180244
0.220805,1.21612,49.881646
0.221055,1.228556,49.579969
0.221305,1.240916,49.275232
0.221555,1.253199,48.967455
0.221805,1.265406,48.656655
0.222056,1.277534,48.342852
0.222306,1.289583,48.026066
0.222556,1.301552,47.706316
0.222806,1.313442,47.383622
0.223056,1.32525,47.058003
0.223306,1.336976,46.72948
0.223556,1.34862,46.398074
0.223806,1.360181,46.063803
0.224056,1.371658,45.72669
0.224306,1.38305,45.386755
0.224556,1.394356,45.044019
0.224806,1.405577,44.698503
0.225056,1.416711,44.350228
0.225306,1.427758,43.999216
0.225556,1.438716,43.645489
0.225806,1.449586,43.289068
0.226057,1.460366,42.929976
0.226307,1.471056,42.568234
0.226557,1.481655,42.203865
0.226807,1.492163,41.836891
0.227057,1.502578,41.467335
0.227307,1.512901,41.095221
0.227557,1.523131,40.72057
0.227807,1.533267,40.343405
0.228057,1.543307,39.963751
0.228307,1.553253,39.581631
0.228557,1.563103,39.197068
0.228807,1.572856,38.810086
0.229057,1.582513,38.420708
0.229307,1.592071,38.02896
0.229557,1.601532,37.634864
0.229807,1.610893,37.238446
0.230058,1.620155,36.83973
0.230308,1.629318,36.43874
0.230558,1.638379,36.035501
0.230808,1.64734,35.630038
0.231058,1.656198,35.222376
0.231308,1.664955,34.812541
0.231558,1.673609,34.400557
0.231808,1.682159,33.98645
0.232058,1.690606,33.570245
0.232308,1.698949,33.151969
0.232558,1.707186,32.731647
0.232808,1.715318,32.309305
0.233058,1.723345,31.884968
0.233308,1.731265,31.458664
0.233558,1.739078,31.030419
0.233808,1.746784,30.600258
0.234059,1.754382,30.168209
0.234309,1.761871,29.734298
0.234559,1.769252,29.298552
0.234809,1.776524,28.860997
0.235059,1.783686,28.421662
0.235309,1.790738,27.980572
0.235559,1.79768,27.537756
0.235809,1.804511,27.09324
0.236059,1.81123,26.647052
0.236309,1.817837,26.19922
0.236559,1.824333,25.74977
0.236809,1.830715,25.298732
0.237059,1.836985,24.846132
0.237309,1.843141,24.391999
0.237559,1.849184,23.93636
0.237809,1.855112,23.479244
0.23806,1.860926,23.020679
0.23831,1.866625,22.560694
0.23856,1.872209,22.099316
0.23881,1.877678,21.636574
0.23906,1.88303,21.172497
0.23931,1.888267,20.707113
0.23956,1.893386,20.240451
0.23981,1.898389,19.77254
0.24006,1.903275,19.303409
0.24031,1.908043,18.833087
0.24056,1.912694,18.361602
0.24081,1.917226,17.888984
0.24106,1.92164,17.415262
0.24131,1.925936,16.940465
0.24156,1.930113,16.464623
0.24181,1.93417,15.987764
0.242061,1.938108,15.509919
0.242311,1.941927,15.031117
0.242561,1.945626,14.551387
0.242811,1.949204,14.070759
0.243061,1.952663,13.589262
0.243311,1.956001,13.106927
0.243561,1.959218,12.623783
0.243811,1.962314,12.13986
0.244061,1.965289,11.655188
0.244311,1.968143,11.169796
0.244561,1.970875,10.683715
0.244811,1.973486,10.196975
0.245061,1.975975,9.709605
0.245311,1.978342,9.221636
0.245561,1.980587,8.733098
0.245811,1.98271,8.244021
0.246062,1.98471,7.754436
0.246312,1.986588,7.264371
0.246562,1.988343,6.773859
0.246812,1.989976,6.282928
0.247062,1.991485,5.79161
0.247312,1.992872,5.299934
0.247562,1.994136,4.807931
0.247812,1.995277,4.315631
0.248062,1.996294,3.823065
0.248312,1.997189,3.330263
0.248562,1.99796,2.837256
0.248812,1.998608,2.344073
0.249062,1.999132,1.850746
0.249312,1.999533,1.357304
0.249562,1.999811,0.863779
0.249812,1.999965,0.370201
0.250063,1.999996,-0.123401
0.250313,1.999904,-0.616995
0.250563,1.999688,-1.11055
0.250813,1.999348,-1.604037
0.251063,1.998885,-2.097426
0.251313,1.998299,-2.590684
0.251563,1.99759,-3.083783
0.251813,1.996757,-3.576692
0.252063,1.995801,-4.06938
0.252313,1.994722,-4.561816
0.252563,1.993519,-5.053971
0.252813,1.992194,-5.545815
0.253063,1.990746,-6.037315
0.253313,1.989175,-6.528444
0.253563,1.987481,-7.019169
0.253813,1.985664,-7.509461
0.254064,1.983725,-7.99929
0.254314,1.981664,-8.488625
0.254564,1.97948,-8.977437
0.254814,1.977174,-9.465694
0.255064,1.974746,-9.953367
0.255314,1.972196,-10.440426
0.255564,1.969524,-10.92684
0.255814,1.966731,-11.41258
0.256064,1.963817,-11.897616
0.256314,1.960781,-12.381917
0.256564,1.957624,-12.865454
0.256814,1.954347,-13.348198
0.257064,1.950949,-13.830117
0.257314,1.94743,-14.311183
0.257564,1.943791,-14.791366
0.257814,1.940033,-15.270636
0.258065,1.936154,-15.748963
0.258315,1.932156,-16.226319
0.258565,1.928039,-16.702673
0.258815,1.923803,-17.177996
0.259065,1.919448,-17.652259
0.259315,1.914975,-18.125433
0.259565,1.910383,-18.597488
0.259815,1.905674,-19.068395
0.260065,1.900847,-19.538125
0.260315,1.895902,-20.00665
0.260565,1.890841,-20.47394
0.260815,1.885663,-20.939967
0.261065,1.880368,-21.404701
0.261315,1.874958,-21.868114
0.261565,1.869432,-22.330177
0.261815,1.86379,-22.790862
0.262066,1.858034,-23.250141
0.262316,1.852162,-23.707985
0.262566,1.846177,-24.164366
0.262816,1.840077,-24.619255
0.263066,1.833864,-25.072625
0.263316,1.827538,-25.524448
0.263566,1.821099,-25.974695
0.263816,1.814548,-26.42334
0.264066,1.807884,-26.870354
0.264316,1.801109,-27.315709
0.264566,1.794223,-27.759378
0.264816,1.787226,-28.201335
0.265066,1.780119,-28.641551
0.265316,1.772902,-29.079999
0.265566,1.765575,-29.516652
0.265816,1.75814,-29.951484
0.266067,1.750596,-30.384468
0.266317,1.742944,-30.815576
0.266567,1.735185,-31.244782
0.266817,1.727318,-31.672061
0.267067,1.719345,-32.097384
0.267317,1.711265,-32.520727
0.267567,1.703081,-32.942062
0.267817,1.69479,-33.361365
0.268067,1.686396,-33.778608
0.268317,1.677897,-34.193767
0.268567,1.669295,-34.606816
0.268817,1.66059,-35.017729
0.269067,1.651782,-35.426481
0.269317,1.642872,-35.833046
0.269567,1.633861,-36.2374
0.269817,1.624749,-36.639517
0.270068,1.615537,-37.039374
0.270318,1.606225,-37.436944
0.270568,1.596814,-37.832204
0.270818,1.587304,-38.225129
0.271068,1.577697,-38.615695
0.271318,1.567992,-39.003878
0.271568,1.55819,-39.389653
0.271818,1.548292,-39.772998
0.272068,1.538299,-40.153888
0.272318,1.528211,-40.5323
0.272568,1.518028,-40.908211
0.272818,1.507751,-41.281597
0.273068,1.497382,-41.652435
0.273318,1.48692,-42.020702
0.273568,1.476367,-42.386376
0.273818,1.465722,-42.749435
0.274069,1.454987,-43.109855
0.274319,1.444162,-43.467614
0.274569,1.433248,-43.822691
0.274819,1.422245,-44.175063
0.275069,1.411155,-44.524709
0.275319,1.399978,-44.871607
0.275569,1.388714,-45.215736
0.275819,1.377364,-45.557074
0.276069,1.36593,-45.895601
0.276319,1.354411,-46.231295
0.276569,1.342809,-46.564136
0.276819,1.331123,-46.894104
0.277069,1.319356,-47.221177
0.277319,1.307507,-47.545336
0.277569,1.295578,-47.86656
0.277819,1.283568,-48.184831
0.27807,1.271479,-48.500128
0.27832,1.259312,-48.812431
0.27857,1.247067,-49.121722
0.27882,1.234745,-49.427982
0.27907,1.222347,-49.731191
0.27932,1.209874,-50.031331
0.27957,1.197326,-50.328383
0.27982,1.184704,-50.622329
0.28007,1.172009,-50.913151
0.28032,1.159241,-51.200831
0.28057,1.146402,-51.485351
0.28082,1.133492,-51.766693
0.28107,1.120512,-52.044841
0.28132,1.107464,-52.319777
0.28157,1.094346,-52.591483
0.28182,1.081161,-52.859944
0.282071,1.06791,-53.125143
0.282321,1.054593,-53.387063
0.282571,1.04121,-53.645688
0.282821,1.027763,-53.901003
0.283071,1.014253,-54.152991
0.283321,1.00068,-54.401637
0.283571,0.987046,-54.646925
0.283821,0.97335,-54.888841
0.284071,0.959595,-55.127369
0.284321,0.94578,-55.362496
0.284571,0.931907,-55.594205
0.284821,0.917976,-55.822483
0.285071,0.903989,-56.047317
0.285321,0.889946,-56.268691
0.285571,0.875848,-56.486593
0.285821,0.861696,-56.701008
0.286072,0.847491,-56.911924
0.286322,0.833233,-57.119328
0.286572,0.818924,-57.323207
0.286822,0.804564,-57.523548
0.287072,0.790155,-57.720339
0.287322,0.775697,-57.913567
0.287572,0.761192,-58.103222
0.287822,0.746639,-58.289291
0.288072,0.73204,-58.471762
0.288322,0.717396,-58.650624
0.288572,0.702708,-58.825867
0.288822,0.687976,-58.99748
0.289072,0.673202,-59.165451
0.289322,0.658386,-59.329771
0.289572,0.64353,-59.49043
0.289822,0.628634,-59.647417
0.290073,0.613699,-59.800722
0.290323,0.598726,-59.950338
0.290573,0.583717,-60.096253
0.290823,0.568671,-60.238459
0.291073,0.55359,-60.376948
0.291323,0.538475,-60.511711
0.291573,0.523327,-60.642739
0.291823,0.508147,-60.770024
0.292073,0.492935,-60.893559
0.292323,0.477692,-61.013336
0.292573,0.462421,-61.129347
0.292823,0.44712,-61.241586
0.293073,0.431793,-61.350045
0.293323,0.416438,-61.454718
0.293573,0.401058,-61.555599
0.293823,0.385653,-61.65268
0.294074,0.370224,-61.745956
0.294324,0.354773,-61.835422
0.294574,0.339299,-61.921071
0.294824,0.323805,-62.002899
0.295074,0.30829,-62.080901
0.295324,0.292757,-62.155071
0.295574,0.277205,-62.225405
0.295824,0.261637,-62.291899
0.296074,0.246052,-62.354549
0.296324,0.230452,-62.41335
0.296574,0.214838,-62.468299
0.296824,0.19921,-62.519393
0.297074,0.18357,-62.566629
0.297324,0.167919,-62.610003
0.297574,0.152258,-62.649514
0.297824,0.136587,-62.685158
0.298075,0.120908,-62.716933
0.298325,0.105221,-62.744838
0.298575,0.089528,-62.76887
0.298825,0.073829,-62.789028
0.299075,0.058126,-62.805312
0.299325,0.042419,-62.817719
0.299575,0.026709,-62.82625
0.299825,0.010998,-62.830903
0.300075,-0.004714,-62.831679
0.300325,-0.020425,-62.828576
0.300575,-0.036135,-62.821597
0.300825,-0.051843,-62.81074
0.301075,-0.067548,-62.796007
0.301325,-0.083249,-62.777398
0.301575,-0.098945,-62.754915
0.301825,-0.114634,-62.728559
0.302076,-0.130316,-62.698332
0.302326,-0.145991,-62.664236
0.302576,-0.161656,-62.626271
0.302826,-0.177311,-62.584442
0.303076,-0.192956,-62.538751
0.303326,-0.208588,-62.4892
0.303576,-0.224208,-62.435792
0.303826,-0.239814,-62.378531
0.304076,-0.255404,-62.31742
0.304326,-0.27098,-62.252464
0.304576,-0.286538,-62.183665
0.304826,-0.302079,-62.111029
0.305076,-0.317601,-62.03456
0.305326,-0.333104,-61.954262
0.305576,-0.348586,-61.87014
0.305826,-0.364046,-61.7822
0.306077,-0.379484,-61.690447
0.306327,-0.394899,-61.594887
0.306577,-0.410289,-61.495526
0.306827,-0.425654,-61.392369
0.307077,-0.440993,-61.285424
0.307327,-0.456304,-61.174696
0.307577,-0.471587,-61.060193
0.307827,-0.486841,-60.941921
0.308077,-0.502066,-60.819888
0.308327,-0.517259,-60.694102
0.308577,-0.53242,-60.56457
0.308827,-0.547548,-60.431301
0.309077,-0.562643,-60.294301
0.309327,-0.577703,-60.153581
0.309577,-0.592727,-60.009148
0.309827,-0.607714,-59.861012
0.310078,-0.622664,-59.709181
0.310328,-0.637576,-59.553666
0.310578,-0.652448,-59.394475
0.310828,-0.66728,-59.231618
0.311078,-0.682071,-59.065106
0.311328,-0.69682,-58.894949
0.311578,-0.711526,-58.721157
0.311828,-0.726188,-58.54374
0.312078,-0.740805,-58.362711
0.312328,-0.755376,-58.17808
0.312578,-0.769901,-57.989859
0.312828,-0.784378,-57.798058
0.313078,-0.798807,-57.602691
0.313328,-0.813186,-57.403769
0.313578,-0.827515,-57.201303
0.313828,-0.841794,-56.995308
0.314079,-0.85602,-56.785795
0.314329,-0.870193,-56.572778
0.314579,-0.884313,-56.356269
0.314829,-0.898378,-56.136282
0.315079,-0.912388,-55.912831
0.315329,-0.926341,-55.685929
0.315579,-0.940238,-55.45559
0.315829,-0.954076,-55.221829
0.316079,-0.967855,-54.98466
0.316329,-0.981575,-54.744097
0.316579,-0.995234,-54.500156
0.316829,-1.008831,-54.252851
0.317079,-1.022367,-54.002198
0.317329,-1.035839,-53.748212
0.317579,-1.049247,-53.490909
0.317829,-1.062591,-53.230305
0.31808,-1.075869,-52.966416
0.31833,-1.08908,-52.699258
0.31858,-1.102225,-52.428848
0.31883,-1.115301,-52.155202
0.31908,-1.128309,-51.878337
0.31933,-1.141247,-51.59827
0.31958,-1.154114,-51.315019
0.31983,-1.16691,-51.028601
0.32008,-1.179634,-50.739034
0.32033,-1.192286,-50.446335
0.32058,-1.204864,-50.150523
0.32083,-1.217367,-49.851616
0.32108,-1.229795,-49.549633
0.32133,-1.242148,-49.244591
0.32158,-1.254424,-48.93651
0.32183,-1.266622,-48.62541
0.322081,-1.278742,-48.311308
0.322331,-1.290783,-47.994224
0.322581,-1.302745,-47.674179
0.322831,-1.314626,-47.351191
0.323081,-1.326426,-47.025281
0.323331,-1.338144,-46.696469
0.323581,-1.34978,-46.364775
0.323831,-1.361332,-46.03022
0.324081,-1.372801,-45.692823
0.324331,-1.384184,-45.352607
0.324581,-1.395482,-45.009592
0.324831,-1.406694,-44.663799
0.325081,-1.41782,-44.31525
0.325331,-1.428857,-43.963965
0.325581,-1.439807,-43.609968
0.325831,-1.450668,-43.253279
0.326082,-1.461439,-42.89392
0.326332,-1.47212,-42.531915
0.326582,-1.48271,-42.167284
0.326832,-1.493208,-41.800051
0.327082,-1.503615,-41.430239
0.327332,-1.513929,-41.057869
0.327582,-1.524149,-40.682966
0.327832,-1.534275,-40.305552
0.328082,-1.544306,-39.92565
0.328332,-1.554242,-39.543284
0.328582,-1.564083,-39.158478
0.328832,-1.573826,-38.771255
0.329082,-1.583473,-38.38164
0.329332,-1.593022,-37.989655
0.329582,-1.602472,-37.595327
0.329832,-1.611824,-37.198677
0.330083,-1.621076,-36.799733
0.330333,-1.630228,-36.398517
0.330583,-1.63928,-35.995054
0.330833,-1.64823,-35.58937
0.331083,-1.657079,-35.18149
0.331333,-1.665825,-34.771439
0.331583,-1.674469,-34.359241
0.331833,-1.683009,-33.944923
0.332083,-1.691445,-33.528511
0.332333,-1.699777,-33.110029
0.332583,-1.708004,-32.689503
0.332833,-1.716126,-32.26696
0.333083,-1.724141,-31.842426
0.333333,-1.732051,-31.415927
0.333583,-1.739853,-30.987488
0.333833,-1.747548,-30.557138
0.334084,-1.755135,-30.124901
0.334334,-1.762614,-29.690805
0.334584,-1.769984,-29.254877
0.334834,-1.777245,-28.817143
0.335084,-1.784396,-28.377631
0.335334,-1.791437,-27.936368
0.335584,-1.798368,-27.49338
0.335834,-1.805187,-27.048696
0.336084,-1.811896,-26.602343
0.336334,-1.818492,-26.154347
0.336584,-1.824976,-25.704738
0.336834,-1.831347,-25.253542
0.337084,-1.837606,-24.800787
0.337334,-1.843751,-24.346502
0.337584,-1.849782,-23.890715
0.337834,-1.855699,-23.433453
0.338085,-1.861501,-22.974744
0.338335,-1.867189,-22.514618
0.338585,-1.872761,-22.053103
0.338835,-1.878218,-21.590226
0.339085,-1.883559,-21.126017
0.339335,-1.888784,-20.660504
0.339585,-1.893892,-20.193716
0.339835,-1.898883,-19.725682
0.340085,-1.903757,-19.25643
0.340335,-1.908514,-18.78599
0.340585,-1.913152,-18.314391
0.340835,-1.917673,-17.841661
0.341085,-1.922075,-17.36783
0.341335,-1.926359,-16.892927
0.341585,-1.930524,-16.416982
0.341835,-1.934569,-15.940024
0.342086,-1.938496,-15.462081
0.342336,-1.942302,-14.983185
0.342586,-1.945989,-14.503364
0.342836,-1.949556,-14.022648
0.343086,-1.953002,-13.541066
0.343336,-1.956328,-13.058649
0.343586,-1.959533,-12.575425
0.343836,-1.962617,-12.091426
0.344086,-1.96558,-11.60668
0.344336,-1.968422,-11.121219
0.344586,-1.971142,-10.63507
0.344836,-1.973741,-10.148266
0.345086,-1.976217,-9.660835
0.345336,-1.978572,-9.172808
0.345586,-1.980805,-8.684214
0.345836,-1.982915,-8.195085
0.346087,-1.984903,-7.70545
0.346337,-1.986769,-7.21534
0.346587,-1.988512,-6.724784
0.346837,-1.990132,-6.233813
0.347087,-1.99163,-5.742458
0.347337,-1.993004,-5.250748
0.347587,-1.994256,-4.758714
0.347837,-1.995384,-4.266386
0.348087,-1.996389,-3.773795
0.348337,-1.997271,-3.280971
0.348587,-1.99803,-2.787945
0.348837,-1.998666,-2.294746
0.349087,-1.999178,-1.801406
0.349337,-1.999567,-1.307955
0.349587,-1.999832,-0.814423
0.349837,-1.999974,-0.320841
0.350088,-1.999992,0.172761
0.350338,-1.999888,0.666352
0.350588,-1.999659,1.159903
0.350838,-1.999307,1.653381
0.351088,-1.998832,2.146758
0.351338,-1.998234,2.640002
0.351588,-1.997512,3.133083
0.351838,-1.996667,3.625971
0.352088,-1.995699,4.118635
0.352338,-1.994607,4.611045
0.352588,-1.993392,5.10317
0.352838,-1.992055,5.59498
0.353088,-1.990594,6.086446
0.353338,-1.989011,6.577535
0.353588,-1.987305,7.068218
0.353838,-1.985476,7.558466
0.354089,-1.983525,8.048246
0.354339,-1.981451,8.537531
0.354589,-1.979255,9.026288
0.354839,-1.976937,9.514488
0.355089,-1.974496,10.002101
0.355339,-1.971934,10.489096
0.355589,-1.969251,10.975445
0.355839,-1.966445,11.461116
0.356089,-1.963519,11.946079
0.356339,-1.960471,12.430306
0.356589,-1.957302,12.913765
0.356839,-1.954012,13.396427
0.357089,-1.950602,13.878263
0.357339,-1.947072,14.359242
0.357589,-1.943421,14.839334
0.357839,-1.93965,15.318511
0.35809,-1.93576,15.796743
0.35834,-1.93175,16.274
0.35859,-1.927621,16.750252
0.35884,-1.923373,17.22547
0.35909,-1.919006,17.699626
0.35934,-1.914521,18.172689
0.35959,-1.909918,18.644631
0.35984,-1.905196,19.115421
0.36009,-1.900358,19.585033
0.36034,-1.895401,20.053435
0.36059,-1.890328,20.5206
0.36084,-1.885139,20.986499
0.36109,-1.879833,21.451102
0.36134,-1.874411,21.914381
0.36159,-1.868873,22.376308
0.36184,-1.86322,22.836854
0.362091,-1.857452,23.295991
0.362341,-1.851569,23.75369
0.362591,-1.845572,24.209922
0.362841,-1.839461,24.664661
0.363091,-1.833237,25.117878
0.363341,-1.826899,25.569544
0.363591,-1.820449,26.019633
0.363841,-1.813886,26.468115
0.364091,-1.807212,26.914964
0.364341,-1.800426,27.360152
0.364591,-1.793528,27.803652
0.364841,-1.78652,28.245435
0.365091,-1.779402,28.685475
0.365341,-1.772174,29.123745
0.365591,-1.764837,29.560218
0.365841,-1.757391,29.994866
0.366092,-1.749836,30.427663
0.366342,-1.742173,30.858583
0.366592,-1.734403,31.287597
0.366842,-1.726525,31.714681
0.367092,-1.718542,32.139808
0.367342,-1.710452,32.562951
0.367592,-1.702256,32.984084
0.367842,-1.693956,33.403182
0.368092,-1.685551,33.820218
0.368342,-1.677042,34.235168
0.368592,-1.668429,34.648004
0.368842,-1.659713,35.058702
0.369092,-1.650895,35.467236
0.369342,-1.641976,35.873581
0.369592,-1.632954,36.277713
0.369842,-1.623832,36.679605
0.370093,-1.61461,37.079234
0.370343,-1.605288,37.476574
0.370593,-1.595867,37.871602
0.370843,-1.586348,38.264292
0.371093,-1.576731,38.654621
0.371343,-1.567016,39.042564
0.371593,-1.557205,39.428098
0.371843,-1.547297,39.811198
0.372093,-1.537294,40.191841
0.372343,-1.527196,40.570004
0.372593,-1.517004,40.945663
0.372843,-1.506719,41.318795
0.373093,-1.49634,41.689377
0.373343,-1.485869,42.057387
0.373593,-1.475306,42.4228
0.373843,-1.464653,42.785596
0.374094,-1.453908,43.145751
0.374344,-1.443075,43.503243
0.374594,-1.432152,43.85805
0.374844,-1.42114,44.210151
0.375094,-1.410041,44.559523
0.375344,-1.398855,44.906145
0.375594,-1.387583,45.249996
0.375844,-1.376225,45.591054
0.376094,-1.364782,45.929298
0.376344,-1.353255,46.264708
0.376594,-1.341644,46.597263
0.376844,-1.32995,46.926941
0.377094,-1.318175,47.253724
0.377344,-1.306318,47.577591
0.377594,-1.29438,47.898521
0.377844,-1.282363,48.216495
0.378095,-1.270266,48.531493
0.378345,-1.258091,48.843496
0.378595,-1.245839,49.152485
0.378845,-1.233509,49.458441
0.379095,-1.221103,49.761343
0.379345,-1.208622,50.061175
0.379595,-1.196067,50.357918
0.379845,-1.183437,50.651552
0.380095,-1.170735,50.942061
0.380345,-1.15796,51.229425
0.380595,-1.145114,51.513628
0.380845,-1.132197,51.794652
0.381095,-1.119211,52.072479
0.381345,-1.106155,52.347093
0.381595,-1.093031,52.618476
0.381845,-1.079839,52.886611
0.382096,-1.066581,53.151483
0.382346,-1.053257,53.413074
0.382596,-1.039868,53.671369
0.382846,-1.026415,53.926352
0.383096,-1.012899,54.178006
0.383346,-0.99932,54.426317
0.383596,-0.985679,54.671269
0.383846,-0.971977,54.912846
0.384096,-0.958216,55.151035
0.384346,-0.944395,55.38582
0.384596,-0.930516,55.617187
0.384846,-0.91658,55.845122
0.385096,-0.902587,56.06961
0.385346,-0.888538,56.290638
0.385596,-0.874435,56.508191
0.385846,-0.860278,56.722257
0.386097,-0.846067,56.932823
0.386347,-0.831804,57.139875
0.386597,-0.81749,57.3434
0.386847,-0.803126,57.543387
0.387097,-0.788712,57.739822
0.387347,-0.774249,57.932694
0.387597,-0.759738,58.12199
0.387847,-0.745181,58.3077
0.388097,-0.730578,58.489811
0.388347,-0.715929,58.668312
0.388597,-0.701236,58.843192
0.388847,-0.6865,59.014441
0.389097,-0.671722,59.182048
0.389347,-0.656902,59.346002
0.389597,-0.642042,59.506294
0.389847,-0.627142,59.662913
0.390098,-0.612203,59.81585
0.390348,-0.597227,59.965096
0.390598,-0.582214,60.110641
0.390848,-0.567164,60.252476
0.391098,-0.55208,60.390592
0.391348,-0.536962,60.524982
0.391598,-0.52181,60.655636
0.391848,-0.506627,60.782546
0.392098,-0.491412,60.905706
0.392348,-0.476167,61.025107
0.392598,-0.460892,61.140741
0.392848,-0.445589,61.252602
0.393098,-0.430258,61.360683
0.393348,-0.414901,61.464977
0.393598,-0.399518,61.565478
0.393848,-0.384111,61.662179
0.394099,-0.36868,61.755074
0.394349,-0.353226,61.844159
0.394599,-0.337751,61.929426
0.394849,-0.322254,62.010872
0.395099,-0.306738,62.08849
0.395349,-0.291202,62.162277
0.395599,-0.275649,62.232227
0.395849,-0.260079,62.298337
0.396099,-0.244492,62.360602
0.396349,-0.228891,62.419018
0.396599,-0.213275,62.473582
0.396849,-0.197647,62.524291
0.397099,-0.182006,62.57114
0.397349,-0.166354,62.614128
0.397599,-0.150691,62.653252
0.397849,-0.135019,62.688509
0.3981,-0.119339,62.719898
0.39835,-0.103652,62.747415
0.3986,-0.087958,62.77106
0.39885,-0.072259,62.790831
0.3991,-0.056555,62.806727
0.39935,-0.040848,62.818747
0.3996,-0.025138,62.82689
0.39985,-0.009427,62.831155
0.4001,0.006285,62.831543
0.40035,0.021996,62.828053
0.4006,0.037706,62.820686
0.40085,0.053414,62.809441
0.4011,0.069119,62.79432
0.40135,0.084819,62.775324
0.4016,0.100514,62.752454
0.40185,0.116203,62.725711
0.402101,0.131884,62.695097
0.402351,0.147558,62.660613
0.402601,0.163222,62.622262
0.402851,0.178876,62.580047
0.403101,0.194519,62.533969
0.403351,0.210151,62.484032
0.403601,0.225769,62.430239
0.403851,0.241373,62.372593
0.404101,0.256963,62.311098
0.404351,0.272536,62.245757
0.404601,0.288093,62.176574
0.404851,0.303632,62.103554
0.405101,0.319152,62.026702
0.405351,0.334653,61.946021
0.405601,0.350133,61.861518
0.405851,0.365591,61.773196
0.406102,0.381027,61.681063
0.406352,0.396439,61.585122
0.406602,0.411827,61.485381
0.406852,0.427189,61.381845
0.407102,0.442525,61.274521
0.407352,0.457834,61.163415
0.407602,0.473114,61.048535
0.407852,0.488365,60.929887
0.408102,0.503586,60.807479
0.408352,0.518776,60.681318
0.408602,0.533934,60.551411
0.408852,0.549059,60.417768
0.409102,0.56415,60.280397
0.409352,0.579207,60.139305
0.409602,0.594227,59.994501
0.409852,0.609211,59.845995
0.410103,0.624157,59.693795
0.410353,0.639065,59.537912
0.410603,0.653933,59.378354
0.410853,0.668761,59.215131
0.411103,0.683548,59.048254
0.411353,0.698293,58.877733
0.411603,0.712994,58.703578
0.411853,0.727651,58.5258
0.412103,0.742264,58.34441
0.412353,0.756831,58.15942
0.412603,0.771351,57.97084
0.412853,0.785823,57.778682
0.413103,0.800247,57.582959
0.413353,0.814621,57.383681
0.413603,0.828946,57.180863
0.413853,0.843219,56.974515
0.414104,0.85744,56.764651
0.414354,0.871608,56.551284
0.414604,0.885722,56.334427
0.414854,0.899782,56.114093
0.415104,0.913786,55.890296
0.415354,0.927734,55.663049
0.415604,0.941624,55.432368
0.415854,0.955456,55.198265
0.416104,0.96923,54.960756
0.416354,0.982943,54.719855
0.416604,0.996596,54.475576
0.416854,1.010188,54.227936
0.417104,1.023717,53.976949
0.417354,1.037183,53.722631
0.417604,1.050585,53.464997
0.417854,1.063922,53.204064
0.418105,1.077193,52.939847
0.418355,1.090398,52.672363
0.418605,1.103535,52.401628
0.418855,1.116605,52.12766
0.419105,1.129606,51.850474
0.419355,1.142536,51.570088
0.419605,1.155397,51.286519
0.419855,1.168186,50.999786
0.420105,1.180903,50.709905
0.420355,1.193547,50.416894
0.420605,1.206117,50.120772
0.420855,1.218613,49.821556
0.421105,1.231034,49.519266
0.421355,1.243379,49.21392
0.421605,1.255647,48.905536
0.421855,1.267837,48.594134
0.422106,1.27995,48.279733
0.422356,1.291983,47.962353
0.422606,1.303937,47.642012
0.422856,1.31581,47.318731
0.423106,1.327602,46.99253
0.423356,1.339312,46.663429
0.423606,1.350939,46.331448
0.423856,1.362483,45.996608
0.424106,1.373943,45.658928
0.424356,1.385318,45.318431
0.424606,1.396608,44.975137
0.424856,1.407811,44.629068
0.425106,1.418927,44.280244
0.425356,1.429956,43.928687
0.425606,1.440897,43.57442
0.425856,1.451749,43.217463
0.426107,1.462511,42.857839
0.426357,1.473183,42.495569
0.426607,1.483764,42.130678
0.426857,1.494253,41.763186
0.427107,1.50465,41.393117
0.427357,1.514955,41.020493
0.427607,1.525166,40.645337
0.427857,1.535282,40.267673
0.428107,1.545304,39.887524
0.428357,1.555231,39.504913
0.428607,1.565061,39.119864
0.428857,1.574795,38.732401
0.429107,1.584432,38.342548
0.429357,1.593971,37.950328
0.429607,1.603412,37.555766
0.429857,1.612754,37.158886
0.430108,1.621996,36.759713
0.430358,1.631138,36.358271
0.430608,1.640179,35.954585
0.430858,1.64912,35.548681
0.431108,1.657958,35.140582
0.431358,1.666694,34.730315
0.431608,1.675327,34.317905
0.431858,1.683857,33.903376
0.432108,1.692283,33.486755
0.432358,1.700605,33.068068
0.432608,1.708821,32.647339
0.432858,1.716932,32.224596
0.433108,1.724937,31.799864
0.433358,1.732836,31.37317
0.433608,1.740628,30.944539
0.433858,1.748312,30.513998
