t_s,x,dx_dt
0.434109,1.755888,30.081575
0.434359,1.763356,29.647294
0.434609,1.770715,29.211185
0.434859,1.777965,28.773272
0.435109,1.785106,28.333583
0.435359,1.792136,27.892146
0.435609,1.799055,27.448988
0.435859,1.805863,27.004135
0.436109,1.81256,26.557616
0.436359,1.819145,26.109458
0.436609,1.825618,25.659689
0.436859,1.831978,25.208336
0.437109,1.838225,24.755427
0.437359,1.844359,24.300991
0.437609,1.850379,23.845054
0.437859,1.856284,23.387646
0.43811,1.862075,22.928795
0.43836,1.867751,22.468529
0.43861,1.873312,22.006876
0.43886,1.878758,21.543865
0.43911,1.884087,21.079524
0.43936,1.8893,20.613882
0.43961,1.894396,20.146968
0.43986,1.899376,19.678811
0.44011,1.904238,19.209439
0.44036,1.908983,18.738882
0.44061,1.91361,18.267168
0.44086,1.918118,17.794327
0.44111,1.922509,17.320387
0.44136,1.926781,16.845379
0.44161,1.930934,16.369331
0.44186,1.934967,15.892273
0.442111,1.938882,15.414234
0.442361,1.942676,14.935244
0.442611,1.946351,14.455332
0.442861,1.949906,13.974528
0.443111,1.95334,13.492861
0.443361,1.956654,13.010362
0.443611,1.959847,12.52706
0.443861,1.962919,12.042985
0.444111,1.96587,11.558166
0.444361,1.968699,11.072634
0.444611,1.971407,10.586419
0.444861,1.973994,10.09955
0.445111,1.976458,9.612058
0.445361,1.978801,9.123973
0.445611,1.981021,8.635325
0.445861,1.98312,8.146144
0.446112,1.985095,7.65646
0.446362,1.986949,7.166304
0.446612,1.98868,6.675705
0.446862,1.990287,6.184694
0.447112,1.991773,5.693302
0.447362,1.993135,5.201558
0.447612,1.994374,4.709494
0.447862,1.99549,4.217138
0.448112,1.996483,3.724523
0.448362,1.997353,3.231677
0.448612,1.998099,2.738632
0.448862,1.998722,2.245418
0.449112,1.999222,1.752066
0.449362,1.999599,1.258605
0.449612,1.999852,0.765067
0.449862,1.999981,0.271481
0.450113,1.999988,-0.222121
0.450363,1.99987,-0.71571
0.450613,1.99963,-1.209254
0.450863,1.999265,-1.702724
0.451113,1.998778,-2.196089
0.451363,1.998167,-2.689318
0.451613,1.997433,-3.182381
0.451863,1.996576,-3.675248
0.452113,1.995595,-4.167888
0.452363,1.994491,-4.660271
0.452613,1.993264,-5.152366
0.452863,1.991914,-5.644143
0.453113,1.990442,-6.135572
0.453363,1.988846,-6.626622
0.453613,1.987127,-7.117263
0.453863,1.985286,-7.607465
0.454114,1.983323,-8.097198
0.454364,1.981237,-8.58643
0.454614,1.979029,-9.075133
0.454864,1.976698,-9.563276
0.455114,1.974246,-10.050829
0.455364,1.971671,-10.537761
0.455614,1.968976,-11.024043
0.455864,1.966158,-11.509644
0.456114,1.963219,-11.994536
0.456364,1.960159,-12.478687
0.456614,1.956979,-12.962067
0.456864,1.953677,-13.444648
0.457114,1.950255,-13.9264
0.457364,1.946712,-14.407291
0.457614,1.943049,-14.887294
0.457864,1.939267,-15.366377
0.458115,1.935364,-15.844513
0.458365,1.931342,-16.32167
0.458615,1.927201,-16.797821
0.458865,1.922941,-17.272934
0.459115,1.918563,-17.746982
0.459365,1.914066,-18.219934
0.459615,1.909451,-18.691762
0.459865,1.904718,-19.162436
0.460115,1.899867,-19.631928
0.460365,1.894899,-20.100208
0.460615,1.889815,-20.567247
0.460865,1.884613,-21.033018
0.461115,1.879296,-21.49749
0.461365,1.873862,-21.960635
0.461615,1.868313,-22.422425
0.461865,1.862648,-22.882832
0.462116,1.856869,-23.341826
0.462366,1.850974,-23.799379
0.462616,1.844966,-24.255464
0.462866,1.838844,-24.710052
0.463116,1.832608,-25.163115
0.463366,1.826259,-25.614624
0.463616,1.819798,-26.064554
0.463866,1.813224,-26.512874
0.464116,1.806538,-26.959558
0.464366,1.799741,-27.404578
0.464616,1.792832,-27.847908
0.464866,1.785813,-28.289518
0.465116,1.778684,-28.729382
0.465366,1.771445,-29.167474
0.465616,1.764097,-29.603765
0.465866,1.75664,-30.03823
0.466117,1.749074,-30.47084
0.466367,1.741401,-30.90157
0.466617,1.73362,-31.330393
0.466867,1.725732,-31.757282
0.467117,1.717737,-32.182212
0.467367,1.709637,-32.605155
0.467617,1.701431,-33.026086
0.467867,1.69312,-33.444979
0.468117,1.684704,-33.861808
0.468367,1.676185,-34.276547
0.468617,1.667562,-34.68917
0.468867,1.658836,-35.099653
0.469117,1.650008,-35.507969
0.469367,1.641078,-35.914094
0.469617,1.632047,-36.318003
0.469867,1.622915,-36.71967
0.470118,1.613682,-37.119071
0.470368,1.604351,-37.516182
0.470618,1.59492,-37.910976
0.470868,1.585391,-38.303432
0.471118,1.575764,-38.693523
0.471368,1.566039,-39.081226
0.471618,1.556218,-39.466518
0.471868,1.546301,-39.849373
0.472118,1.536289,-40.22977
0.472368,1.526181,-40.607683
0.472618,1.51598,-40.983091
0.472868,1.505685,-41.355969
0.473118,1.495297,-41.726295
0.473368,1.484817,-42.094045
0.473618,1.474245,-42.459198
0.473868,1.463582,-42.82173
0.474119,1.452829,-43.18162
0.474369,1.441986,-43.538845
0.474619,1.431054,-43.893382
0.474869,1.420034,-44.245211
0.475119,1.408926,-44.594309
0.475369,1.397732,-44.940655
0.475619,1.386451,-45.284228
0.475869,1.375084,-45.625005
0.476119,1.363633,-45.962967
0.476369,1.352097,-46.298092
0.476619,1.340478,-46.63036
0.476869,1.328776,-46.95975
0.477119,1.316993,-47.286242
0.477369,1.305128,-47.609816
0.477619,1.293182,-47.930452
0.477869,1.281157,-48.248129
0.47812,1.269052,-48.562829
0.47837,1.256869,-48.874531
0.47862,1.244609,-49.183218
0.47887,1.232272,-49.488868
0.47912,1.219859,-49.791465
0.47937,1.20737,-50.090989
0.47962,1.194807,-50.387421
0.47987,1.18217,-50.680744
0.48012,1.169461,-50.970939
0.48037,1.156679,-51.257988
0.48062,1.143826,-51.541874
0.48087,1.130902,-51.822579
0.48112,1.117908,-52.100086
0.48137,1.104846,-52.374377
0.48162,1.091715,-52.645436
0.48187,1.078516,-52.913246
0.482121,1.065252,-53.17779
0.482371,1.051921,-53.439052
0.482621,1.038526,-53.697017
0.482871,1.025066,-53.951667
0.483121,1.011543,-54.202988
0.483371,0.997958,-54.450963
0.483621,0.984311,-54.695579
0.483871,0.970604,-54.936818
0.484121,0.956836,-55.174667
0.484371,0.94301,-55.409111
0.484621,0.929125,-55.640136
0.484871,0.915183,-55.867726
0.485121,0.901185,-56.091869
0.485371,0.887131,-56.31255
0.485621,0.873022,-56.529755
0.485871,0.858859,-56.743472
0.486122,0.844643,-56.953687
0.486372,0.830375,-57.160386
0.486622,0.816056,-57.363559
0.486872,0.801687,-57.563191
0.487122,0.787268,-57.75927
0.487372,0.7728,-57.951785
0.487622,0.758285,-58.140723
0.487872,0.743723,-58.326073
0.488122,0.729115,-58.507823
0.488372,0.714462,-58.685963
0.488622,0.699765,-58.860481
0.488872,0.685024,-59.031366
0.489122,0.670242,-59.198608
0.489372,0.655418,-59.362196
0.489622,0.640554,-59.522121
0.489872,0.62565,-59.678373
0.490123,0.610707,-59.830941
0.490373,0.595727,-59.979817
0.490623,0.58071,-60.124991
0.490873,0.565658,-60.266455
0.491123,0.55057,-60.404199
0.491373,0.535448,-60.538215
0.491623,0.520293,-60.668495
0.491873,0.505107,-60.795031
0.492123,0.489889,-60.917815
0.492373,0.47464,-61.03684
0.492623,0.459363,-61.152097
0.492873,0.444057,-61.26358
0.493123,0.428724,-61.371283
0.493373,0.413364,-61.475198
0.493623,0.397979,-61.575319
0.493873,0.382569,-61.67164
0.494124,0.367136,-61.764154
0.494374,0.35168,-61.852857
0.494624,0.336202,-61.937743
0.494874,0.320703,-62.018806
0.495124,0.305185,-62.096042
0.495374,0.289648,-62.169445
0.495624,0.274093,-62.239011
0.495874,0.258521,-62.304737
0.496124,0.242933,-62.366617
0.496374,0.22733,-62.424648
0.496624,0.211713,-62.478827
0.496874,0.196083,-62.529149
0.497124,0.180441,-62.575613
0.497374,0.164788,-62.618215
0.497624,0.149124,-62.656952
0.497874,0.133452,-62.691822
0.498125,0.117771,-62.722824
0.498375,0.102083,-62.749954
0.498625,0.086389,-62.773212
0.498875,0.070689,-62.792595
0.499125,0.054985,-62.808104
0.499375,0.039277,-62.819736
0.499625,0.023567,-62.827491
0.499875,0.007856,-62.831368
0.500125,-0.007856,-62.831368
0.500375,-0.023567,-62.827491
0.500625,-0.039277,-62.819736
0.500875,-0.054985,-62.808104
0.501125,-0.070689,-62.792595
0.501375,-0.086389,-62.773212
0.501625,-0.102083,-62.749954
0.501875,-0.117771,-62.722824
0.502126,-0.133452,-62.691822
0.502376,-0.149124,-62.656952
0.502626,-0.164788,-62.618215
0.502876,-0.180441,-62.575613
0.503126,-0.196083,-62.529149
0.503376,-0.211713,-62.478827
0.503626,-0.22733,-62.424648
0.503876,-0.242933,-62.366617
0.504126,-0.258521,-62.304737
0.504376,-0.274093,-62.239011
0.504626,-0.289648,-62.169445
0.504876,-0.305185,-62.096042
0.505126,-0.320703,-62.018806
0.505376,-0.336202,-61.937743
0.505626,-0.35168,-61.852857
0.505876,-0.367136,-61.764154
0.506127,-0.382569,-61.67164
0.506377,-0.397979,-61.575319
0.506627,-0.413364,-61.475198
0.506877,-0.428724,-61.371283
0.507127,-0.444057,-61.26358
0.507377,-0.459363,-61.152097
0.507627,-0.47464,-61.03684
0.507877,-0.489889,-60.917815
0.508127,-0.505107,-60.795031
0.508377,-0.520293,-60.668495
0.508627,-0.535448,-60.538215
0.508877,-0.55057,-60.404199
0.509127,-0.565658,-60.266455
0.509377,-0.58071,-60.124991
0.509627,-0.595727,-59.979817
0.509877,-0.610707,-59.830941
0.510128,-0.62565,-59.678373
0.510378,-0.640554,-59.522121
0.510628,-0.655418,-59.362196
0.510878,-0.670242,-59.198608
0.511128,-0.685024,-59.031366
0.511378,-0.699765,-58.860481
0.511628,-0.714462,-58.685963
0.511878,-0.729115,-58.507823
0.512128,-0.743723,-58.326073
0.512378,-0.758285,-58.140723
0.512628,-0.7728,-57.951785
0.512878,-0.787268,-57.75927
0.513128,-0.801687,-57.563191
0.513378,-0.816056,-57.363559
0.513628,-0.830375,-57.160386
0.513878,-0.844643,-56.953687
0.514129,-0.858859,-56.743472
0.514379,-0.873022,-56.529755
0.514629,-0.887131,-56.31255
0.514879,-0.901185,-56.091869
0.515129,-0.915183,-55.867726
0.515379,-0.929125,-55.640136
0.515629,-0.94301,-55.409111
0.515879,-0.956836,-55.174667
0.516129,-0.970604,-54.936818
0.516379,-0.984311,-54.695579
0.516629,-0.997958,-54.450963
0.516879,-1.011543,-54.202988
0.517129,-1.025066,-53.951667
0.517379,-1.038526,-53.697017
0.517629,-1.051921,-53.439052
0.517879,-1.065252,-53.17779
0.51813,-1.078516,-52.913246
0.51838,-1.091715,-52.645436
0.51863,-1.104846,-52.374377
0.51888,-1.117908,-52.100086
0.51913,-1.130902,-51.822579
0.51938,-1.143826,-51.541874
0.51963,-1.156679,-51.257988
0.51988,-1.169461,-50.970939
0.52013,-1.18217,-50.680744
0.52038,-1.194807,-50.387421
0.52063,-1.20737,-50.090989
0.52088,-1.219859,-49.791465
0.52113,-1.232272,-49.488868
0.52138,-1.244609,-49.183218
0.52163,-1.256869,-48.874531
0.52188,-1.269052,-48.562829
0.522131,-1.281157,-48.248129
0.522381,-1.293182,-47.930452
0.522631,-1.305128,-47.609816
0.522881,-1.316993,-47.286242
0.523131,-1.328776,-46.95975
0.523381,-1.340478,-46.63036
0.523631,-1.352097,-46.298092
0.523881,-1.363633,-45.962967
0.524131,-1.375084,-45.625005
0.524381,-1.386451,-45.284228
0.524631,-1.397732,-44.940655
0.524881,-1.408926,-44.594309
0.525131,-1.420034,-44.245211
0.525381,-1.431054,-43.893382
0.525631,-1.441986,-43.538845
0.525881,-1.452829,-43.18162
0.526132,-1.463582,-42.82173
0.526382,-1.474245,-42.459198
0.526632,-1.484817,-42.094045
0.526882,-1.495297,-41.726295
0.527132,-1.505685,-41.355969
0.527382,-1.51598,-40.983091
0.527632,-1.526181,-40.607683
0.527882,-1.536289,-40.22977
0.528132,-1.546301,-39.849373
0.528382,-1.556218,-39.466518
0.528632,-1.566039,-39.081226
0.528882,-1.575764,-38.693523
0.529132,-1.585391,-38.303432
0.529382,-1.59492,-37.910976
0.529632,-1.604351,-37.516182
0.529882,-1.613682,-37.119071
0.530133,-1.622915,-36.71967
0.530383,-1.632047,-36.318003
0.530633,-1.641078,-35.914094
0.530883,-1.650008,-35.507969
0.531133,-1.658836,-35.099653
0.531383,-1.667562,-34.68917
0.531633,-1.676185,-34.276547
0.531883,-1.684704,-33.861808
0.532133,-1.69312,-33.444979
0.532383,-1.701431,-33.026086
0.532633,-1.709637,-32.605155
0.532883,-1.717737,-32.182212
0.533133,-1.725732,-31.757282
0.533383,-1.73362,-31.330393
0.533633,-1.741401,-30.90157
0.533883,-1.749074,-30.47084
0.534134,-1.75664,-30.03823
0.534384,-1.764097,-29.603765
0.534634,-1.771445,-29.167474
0.534884,-1.778684,-28.729382
0.535134,-1.785813,-28.289518
0.535384,-1.792832,-27.847908
0.535634,-1.799741,-27.404578
0.535884,-1.806538,-26.959558
0.536134,-1.813224,-26.512874
0.536384,-1.819798,-26.064554
0.536634,-1.826259,-25.614624
0.536884,-1.832608,-25.163115
0.537134,-1.838844,-24.710052
0.537384,-1.844966,-24.255464
0.537634,-1.850974,-23.799379
0.537884,-1.856869,-23.341826
0.538135,-1.862648,-22.882832
0.538385,-1.868313,-22.422425
0.538635,-1.873862,-21.960635
0.538885,-1.879296,-21.49749
0.539135,-1.884613,-21.033018
0.539385,-1.889815,-20.567247
0.539635,-1.894899,-20.100208
0.539885,-1.899867,-19.631928
0.540135,-1.904718,-19.162436
0.540385,-1.909451,-18.691762
0.540635,-1.914066,-18.219934
0.540885,-1.918563,-17.746982
0.541135,-1.922941,-17.272934
0.541385,-1.927201,-16.797821
0.541635,-1.931342,-16.32167
0.541885,-1.935364,-15.844513
0.542136,-1.939267,-15.366377
0.542386,-1.943049,-14.887294
0.542636,-1.946712,-14.407291
0.542886,-1.950255,-13.9264
0.543136,-1.953677,-13.444648
0.543386,-1.956979,-12.962067
0.543636,-1.960159,-12.478687
0.543886,-1.963219,-11.994536
0.544136,-1.966158,-11.509644
0.544386,-1.968976,-11.024043
0.544636,-1.971671,-10.537761
0.544886,-1.974246,-10.050829
0.545136,-1.976698,-9.563276
0.545386,-1.979029,-9.075133
0.545636,-1.981237,-8.58643
0.545886,-1.983323,-8.097198
0.546137,-1.985286,-7.607465
0.546387,-1.987127,-7.117263
0.546637,-1.988846,-6.626622
0.546887,-1.990442,-6.135572
0.547137,-1.991914,-5.644143
0.547387,-1.993264,-5.152366
0.547637,-1.994491,-4.660271
0.547887,-1.995595,-4.167888
0.548137,-1.996576,-3.675248
0.548387,-1.997433,-3.182381
0.548637,-1.998167,-2.689318
0.548887,-1.998778,-2.196089
0.549137,-1.999265,-1.702724
0.549387,-1.99963,-1.209254
0.549637,-1.99987,-0.71571
0.549887,-1.999988,-0.222121
0.550138,-1.999981,0.271481
0.550388,-1.999852,0.765067
0.550638,-1.999599,1.258605
0.550888,-1.999222,1.752066
0.551138,-1.998722,2.245418
0.551388,-1.998099,2.738632
0.551638,-1.997353,3.231677
0.551888,-1.996483,3.724523
0.552138,-1.99549,4.217138
0.552388,-1.994374,4.709494
0.552638,-1.993135,5.201558
0.552888,-1.991773,5.693302
0.553138,-1.990287,6.184694
0.553388,-1.98868,6.675705
0.553638,-1.986949,7.166304
0.553888,-1.985095,7.65646
0.554139,-1.98312,8.146144
0.554389,-1.981021,8.635325
0.554639,-1.978801,9.123973
0.554889,-1.976458,9.612058
0.555139,-1.973994,10.09955
0.555389,-1.971407,10.586419
0.555639,-1.968699,11.072634
0.555889,-1.96587,11.558166
0.556139,-1.962919,12.042985
0.556389,-1.959847,12.52706
0.556639,-1.956654,13.010362
0.556889,-1.95334,13.492861
0.557139,-1.949906,13.974528
0.557389,-1.946351,14.455332
0.557639,-1.942676,14.935244
0.557889,-1.938882,15.414234
0.55814,-1.934967,15.892273
0.55839,-1.930934,16.369331
0.55864,-1.926781,16.845379
0.55889,-1.922509,17.320387
0.55914,-1.918118,17.794327
0.55939,-1.91361,18.267168
0.55964,-1.908983,18.738882
0.55989,-1.904238,19.209439
0.56014,-1.899376,19.678811
0.56039,-1.894396,20.146968
0.56064,-1.8893,20.613882
0.56089,-1.884087,21.079524
0.56114,-1.878758,21.543865
0.56139,-1.873312,22.006876
0.56164,-1.867751,22.468529
0.56189,-1.862075,22.928795
0.562141,-1.856284,23.387646
0.562391,-1.850379,23.845054
0.562641,-1.844359,24.300991
0.562891,-1.838225,24.755427
0.563141,-1.831978,25.208336
0.563391,-1.825618,25.659689
0.563641,-1.819145,26.109458
0.563891,-1.81256,26.557616
0.564141,-1.805863,27.004135
0.564391,-1.799055,27.448988
0.564641,-1.792136,27.892146
0.564891,-1.785106,28.333583
0.565141,-1.777965,28.773272
0.565391,-1.770715,29.211185
0.565641,-1.763356,29.647294
0.565891,-1.755888,30.081575
0.566142,-1.748312,30.513998
0.566392,-1.740628,30.944539
0.566642,-1.732836,31.37317
0.566892,-1.724937,31.799864
0.567142,-1.716932,32.224596
0.567392,-1.708821,32.647339
0.567642,-1.700605,33.068068
0.567892,-1.692283,33.486755
0.568142,-1.683857,33.903376
0.568392,-1.675327,34.317905
0.568642,-1.666694,34.730315
0.568892,-1.657958,35.140582
0.569142,-1.64912,35.548681
0.569392,-1.640179,35.954585
0.569642,-1.631138,36.358271
0.569892,-1.621996,36.759713
0.570143,-1.612754,37.158886
0.570393,-1.603412,37.555766
0.570643,-1.593971,37.950328
0.570893,-1.584432,38.342548
0.571143,-1.574795,38.732401
0.571393,-1.565061,39.119864
0.571643,-1.555231,39.504913
0.571893,-1.545304,39.887524
0.572143,-1.535282,40.267673
0.572393,-1.525166,40.645337
0.572643,-1.514955,41.020493
0.572893,-1.50465,41.393117
0.573143,-1.494253,41.763186
0.573393,-1.483764,42.130678
0.573643,-1.473183,42.495569
0.573893,-1.462511,42.857839
0.574144,-1.451749,43.217463
0.574394,-1.440897,43.57442
0.574644,-1.429956,43.928687
0.574894,-1.418927,44.280244
0.575144,-1.407811,44.629068
0.575394,-1.396608,44.975137
0.575644,-1.385318,45.318431
0.575894,-1.373943,45.658928
0.576144,-1.362483,45.996608
0.576394,-1.350939,46.331448
0.576644,-1.339312,46.663429
0.576894,-1.327602,46.99253
0.577144,-1.31581,47.318731
0.577394,-1.303937,47.642012
0.577644,-1.291983,47.962353
0.577894,-1.27995,48.279733
0.578145,-1.267837,48.594134
0.578395,-1.255647,48.905536
0.578645,-1.243379,49.21392
0.578895,-1.231034,49.519266
0.579145,-1.218613,49.821556
0.579395,-1.206117,50.120772
0.579645,-1.193547,50.416894
0.579895,-1.180903,50.709905
0.580145,-1.168186,50.999786
0.580395,-1.155397,51.286519
0.580645,-1.142536,51.570088
0.580895,-1.129606,51.850474
0.581145,-1.116605,52.12766
0.581395,-1.103535,52.401628
0.581645,-1.090398,52.672363
0.581895,-1.077193,52.939847
0.582146,-1.063922,53.204064
0.582396,-1.050585,53.464997
0.582646,-1.037183,53.722631
0.582896,-1.023717,53.976949
0.583146,-1.010188,54.227936
0.583396,-0.996596,54.475576
0.583646,-0.982943,54.719855
0.583896,-0.96923,54.960756
0.584146,-0.955456,55.198265
0.584396,-0.941624,55.432368
0.584646,-0.927734,55.663049
0.584896,-0.913786,55.890296
0.585146,-0.899782,56.114093
0.585396,-0.885722,56.334427
0.585646,-0.871608,56.551284
0.585896,-0.85744,56.764651
0.586147,-0.843219,56.974515
0.586397,-0.828946,57.180863
0.586647,-0.814621,57.383681
0.586897,-0.800247,57.582959
0.587147,-0.785823,57.778682
0.587397,-0.771351,57.97084
0.587647,-0.756831,58.15942
0.587897,-0.742264,58.34441
0.588147,-0.727651,58.5258
0.588397,-0.712994,58.703578
0.588647,-0.698293,58.877733
0.588897,-0.683548,59.048254
0.589147,-0.668761,59.215131
0.589397,-0.653933,59.378354
0.589647,-0.639065,59.537912
0.589897,-0.624157,59.693795
0.590148,-0.609211,59.845995
0.590398,-0.594227,59.994501
0.590648,-0.579207,60.139305
0.590898,-0.56415,60.280397
0.591148,-0.549059,60.417768
0.591398,-0.533934,60.551411
0.591648,-0.518776,60.681318
0.591898,-0.503586,60.807479
0.592148,-0.488365,60.929887
0.592398,-0.473114,61.048535
0.592648,-0.457834,61.163415
0.592898,-0.442525,61.274521
0.593148,-0.427189,61.381845
0.593398,-0.411827,61.485381
0.593648,-0.396439,61.585122
0.593898,-0.381027,61.681063
0.594149,-0.365591,61.773196
0.594399,-0.350133,61.861518
0.594649,-0.334653,61.946021
0.594899,-0.319152,62.026702
0.595149,-0.303632,62.103554
0.595399,-0.288093,62.176574
0.595649,-0.272536,62.245757
0.595899,-0.256963,62.311098
0.596149,-0.241373,62.372593
0.596399,-0.225769,62.430239
0.596649,-0.210151,62.484032
0.596899,-0.194519,62.533969
0.597149,-0.178876,62.580047
0.597399,-0.163222,62.622262
0.597649,-0.147558,62.660613
0.597899,-0.131884,62.695097
0.59815,-0.116203,62.725711
0.5984,-0.100514,62.752454
0.59865,-0.084819,62.775324
0.5989,-0.069119,62.79432
0.59915,-0.053414,62.809441
0.5994,-0.037706,62.820686
0.59965,-0.021996,62.828053
0.5999,-0.006285,62.831543
0.60015,0.009427,62.831155
0.6004,0.025138,62.82689
0.60065,0.040848,62.818747
0.6009,0.056555,62.806727
0.60115,0.072259,62.790831
0.6014,0.087958,62.77106
0.60165,0.103652,62.747415
0.6019,0.119339,62.719898
0.602151,0.135019,62.688509
0.602401,0.150691,62.653252
0.602651,0.166354,62.614128
0.602901,0.182006,62.57114
0.603151,0.197647,62.524291
0.603401,0.213275,62.473582
0.603651,0.228891,62.419018
0.603901,0.244492,62.360602
0.604151,0.260079,62.298337
0.604401,0.275649,62.232227
0.604651,0.291202,62.162277
0.604901,0.306738,62.08849
0.605151,0.322254,62.010872
0.605401,0.337751,61.929426
0.605651,0.353226,61.844159
0.605901,0.36868,61.755074
0.606152,0.384111,61.662179
0.606402,0.399518,61.565478
0.606652,0.414901,61.464977
0.606902,0.430258,61.360683
0.607152,0.445589,61.252602
0.607402,0.460892,61.140741
0.607652,0.476167,61.025107
0.607902,0.491412,60.905706
0.608152,0.506627,60.782546
0.608402,0.52181,60.655636
0.608652,0.536962,60.524982
0.608902,0.55208,60.390592
0.609152,0.567164,60.252476
0.609402,0.582214,60.110641
0.609652,0.597227,59.965096
0.609902,0.612203,59.81585
0.610153,0.627142,59.662913
0.610403,0.642042,59.506294
0.610653,0.656902,59.346002
0.610903,0.671722,59.182048
0.611153,0.6865,59.014441
0.611403,0.701236,58.843192
0.611653,0.715929,58.668312
0.611903,0.730578,58.489811
0.612153,0.745181,58.3077
0.612403,0.759738,58.12199
0.612653,0.774249,57.932694
0.612903,0.788712,57.739822
0.613153,0.803126,57.543387
0.613403,0.81749,57.3434
0.613653,0.831804,57.139875
0.613903,0.846067,56.932823
0.614154,0.860278,56.722257
0.614404,0.874435,56.508191
0.614654,0.888538,56.290638
0.614904,0.902587,56.06961
0.615154,0.91658,55.845122
0.615404,0.930516,55.617187
0.615654,0.944395,55.38582
0.615904,0.958216,55.151035
0.616154,0.971977,54.912846
0.616404,0.985679,54.671269
0.616654,0.99932,54.426317
0.616904,1.012899,54.178006
0.617154,1.026415,53.926352
0.617404,1.039868,53.671369
0.617654,1.053257,53.413074
0.617904,1.066581,53.151483
0.618155,1.079839,52.886611
0.618405,1.093031,52.618476
0.618655,1.106155,52.347093
0.618905,1.119211,52.072479
0.619155,1.132197,51.794652
0.619405,1.145114,51.513628
0.619655,1.15796,51.229425
0.619905,1.170735,50.942061
0.620155,1.183437,50.651552
0.620405,1.196067,50.357918
0.620655,1.208622,50.061175
0.620905,1.221103,49.761343
0.621155,1.233509,49.458441
0.621405,1.245839,49.152485
0.621655,1.258091,48.843496
0.621905,1.270266,48.531493
0.622156,1.282363,48.216495
0.622406,1.29438,47.898521
0.622656,1.306318,47.577591
0.622906,1.318175,47.253724
0.623156,1.32995,46.926941
0.623406,1.341644,46.597263
0.623656,1.353255,46.264708
0.623906,1.364782,45.929298
0.624156,1.376225,45.591054
0.624406,1.387583,45.249996
0.624656,1.398855,44.906145
0.624906,1.410041,44.559523
0.625156,1.42114,44.210151
0.625406,1.432152,43.85805
0.625656,1.443075,43.503243
0.625906,1.453908,43.145751
0.626157,1.464653,42.785596
0.626407,1.475306,42.4228
0.626657,1.485869,42.057387
0.626907,1.49634,41.689377
0.627157,1.506719,41.318795
0.627407,1.517004,40.945663
0.627657,1.527196,40.570004
0.627907,1.537294,40.191841
0.628157,1.547297,39.811198
0.628407,1.557205,39.428098
0.628657,1.567016,39.042564
0.628907,1.576731,38.654621
0.629157,1.586348,38.264292
0.629407,1.595867,37.871602
0.629657,1.605288,37.476574
0.629907,1.61461,37.079234
0.630158,1.623832,36.679605
0.630408,1.632954,36.277713
0.630658,1.641976,35.873581
0.630908,1.650895,35.467236
0.631158,1.659713,35.058702
0.631408,1.668429,34.648004
0.631658,1.677042,34.235168
0.631908,1.685551,33.820218
0.632158,1.693956,33.403182
0.632408,1.702256,32.984084
0.632658,1.710452,32.562951
0.632908,1.718542,32.139808
0.633158,1.726525,31.714681
0.633408,1.734403,31.287597
0.633658,1.742173,30.858583
0.633908,1.749836,30.427663
0.634159,1.757391,29.994866
0.634409,1.764837,29.560218
0.634659,1.772174,29.123745
0.634909,1.779402,28.685475
0.635159,1.78652,28.245435
0.635409,1.793528,27.803652
0.635659,1.800426,27.360152
0.635909,1.807212,26.914964
0.636159,1.813886,26.468115
0.636409,1.820449,26.019633
0.636659,1.826899,25.569544
0.636909,1.833237,25.117878
0.637159,1.839461,24.664661
0.637409,1.845572,24.209922
0.637659,1.851569,23.75369
0.637909,1.857452,23.295991
0.63816,1.86322,22.836854
0.63841,1.868873,22.376308
0.63866,1.874411,21.914381
0.63891,1.879833,21.451102
0.63916,1.885139,20.986499
0.63941,1.890328,20.5206
0.63966,1.895401,20.053435
0.63991,1.900358,19.585033
0.64016,1.905196,19.115421
0.64041,1.909918,18.644631
0.64066,1.914521,18.172689
0.64091,1.919006,17.699626
0.64116,1.923373,17.22547
0.64141,1.927621,16.750252
0.64166,1.93175,16.274
0.64191,1.93576,15.796743
0.642161,1.93965,15.318511
0.642411,1.943421,14.839334
0.642661,1.947072,14.359242
0.642911,1.950602,13.878263
0.643161,1.954012,13.396427
0.643411,1.957302,12.913765
0.643661,1.960471,12.430306
0.643911,1.963519,11.946079
0.644161,1.966445,11.461116
0.644411,1.969251,10.975445
0.644661,1.971934,10.489096
0.644911,1.974496,10.002101
0.645161,1.976937,9.514488
0.645411,1.979255,9.026288
0.645661,1.981451,8.537531
0.645911,1.983525,8.048246
0.646162,1.985476,7.558466
0.646412,1.987305,7.068218
0.646662,1.989011,6.577535
0.646912,1.990594,6.086446
0.647162,1.992055,5.59498
0.647412,1.993392,5.10317
0.647662,1.994607,4.611045
0.647912,1.995699,4.118635
0.648162,1.996667,3.625971
0.648412,1.997512,3.133083
0.648662,1.998234,2.640002
0.648912,1.998832,2.146758
0.649162,1.999307,1.653381
0.649412,1.999659,1.159903
0.649662,1.999888,0.666352
0.649912,1.999992,0.172761
0.650163,1.999974,-0.320841
0.650413,1.999832,-0.814423
0.650663,1.999567,-1.307955
0.650913,1.999178,-1.801406
0.651163,1.998666,-2.294746
0.651413,1.99803,-2.787945
0.651663,1.997271,-3.280971
0.651913,1.996389,-3.773795
0.652163,1.995384,-4.266386
0.652413,1.994256,-4.758714
0.652663,1.993004,-5.250748
0.652913,1.99163,-5.742458
0.653163,1.990132,-6.233813
0.653413,1.988512,-6.724784
