t_ms,V_mV,m,h,n
0.0,0.0,0.05293,0.59612,0.31768
0.01,0.0,0.05293,0.59612,0.31768
0.02,0.0001,0.05293,0.59612,0.31768
0.03,0.0001,0.05293,0.59612,0.31768
0.04,0.0002,0.05293,0.59612,0.31768
0.05,0.0002,0.05293,0.59612,0.31768
0.06,0.0002,0.05293,0.59612,0.31768
0.07,0.0003,0.05293,0.59612,0.31768
0.08,0.0003,0.05293,0.59612,0.31768
0.09,0.0004,0.05293,0.59612,0.31768
0.1,0.0004,0.05293,0.59612,0.31768
0.11,0.0005,0.05293,0.59612,0.31768
0.12,0.0005,0.05293,0.59612,0.31768
0.13,0.0005,0.05293,0.59612,0.31768
0.14,0.0006,0.05293,0.59612,0.31768
0.15,0.0006,0.05293,0.59612,0.31768
0.16,0.0006,0.05293,0.59612,0.31768
0.17,0.0007,0.05293,0.59612,0.31768
0.18,0.0007,0.05293,0.59612,0.31768
0.19,0.0008,0.05293,0.59612,0.31768
0.2,0.0008,0.05293,0.59612,0.31768
0.21,0.0008,0.05293,0.59612,0.31768
0.22,0.0009,0.05293,0.59612,0.31768
0.23,0.0009,0.05293,0.59612,0.31768
0.24,0.0009,0.05293,0.59612,0.31768
0.25,0.001,0.05293,0.59612,0.31768
0.26,0.001,0.05293,0.59612,0.31768
0.27,0.0011,0.05294,0.59612,0.31768
0.28,0.0011,0.05294,0.59612,0.31768
0.29,0.0011,0.05294,0.59612,0.31768
0.3,0.0012,0.05294,0.59612,0.31768
0.31,0.0012,0.05294,0.59612,0.31768
0.32,0.0012,0.05294,0.59612,0.31768
0.33,0.0013,0.05294,0.59612,0.31768
0.34,0.0013,0.05294,0.59612,0.31768
0.35,0.0013,0.05294,0.59612,0.31768
0.36,0.0014,0.05294,0.59612,0.31768
0.37,0.0014,0.05294,0.59612,0.31768
0.38,0.0015,0.05294,0.59612,0.31768
0.39,0.0015,0.05294,0.59612,0.31768
0.4,0.0015,0.05294,0.59612,0.31768
0.41,0.0016,0.05294,0.59612,0.31768
0.42,0.0016,0.05294,0.59612,0.31768
0.43,0.0016,0.05294,0.59612,0.31768
0.44,0.0017,0.05294,0.59612,0.31768
0.45,0.0017,0.05294,0.59612,0.31768
0.46,0.0017,0.05294,0.59612,0.31768
0.47,0.0018,0.05294,0.59612,0.31768
0.48,0.0018,0.05294,0.59612,0.31768
0.49,0.0018,0.05294,0.59612,0.31768
0.5,0.0019,0.05294,0.59612,0.31768
0.51,0.0019,0.05294,0.59612,0.31768
0.52,0.0019,0.05294,0.59612,0.31768
0.53,0.002,0.05294,0.59612,0.31768
0.54,0.002,0.05294,0.59612,0.31768
0.55,0.002,0.05294,0.59612,0.31768
0.56,0.0021,0.05294,0.59612,0.31768
0.57,0.0021,0.05294,0.59612,0.31768
0.58,0.0021,0.05294,0.59612,0.31768
0.59,0.0022,0.05294,0.59612,0.31768
0.6,0.0022,0.05294,0.59612,0.31768
0.61,0.0022,0.05294,0.59612,0.31768
0.62,0.0023,0.05294,0.59612,0.31768
0.63,0.0023,0.05294,0.59612,0.31768
0.64,0.0023,0.05294,0.59612,0.31768
0.65,0.0024,0.05294,0.59612,0.31768
0.66,0.0024,0.05294,0.59612,0.31768
0.67,0.0024,0.05294,0.59612,0.31768
0.68,0.0025,0.05294,0.59612,0.31768
0.69,0.0025,0.05294,0.59612,0.31768
0.7,0.0025,0.05294,0.59612,0.31768
0.71,0.0026,0.05294,0.59612,0.31768
0.72,0.0026,0.05294,0.59612,0.31768
0.73,0.0026,0.05294,0.59612,0.31768
0.74,0.0026,0.05294,0.59612,0.31768
0.75,0.0027,0.05294,0.59612,0.31768
0.76,0.0027,0.05294,0.59612,0.31768
0.77,0.0027,0.05294,0.59612,0.31768
0.78,0.0028,0.05295,0.59612,0.31768
0.79,0.0028,0.05295,0.59612,0.31768
0.8,0.0028,0.05295,0.59612,0.31768
0.81,0.0029,0.05295,0.59612,0.31768
0.82,0.0029,0.05295,0.59612,0.31768
0.83,0.0029,0.05295,0.59612,0.31768
0.84,0.0029,0.05295,0.59612,0.31768
0.85,0.003,0.05295,0.59612,0.31768
0.86,0.003,0.05295,0.59612,0.31768
0.87,0.003,0.05295,0.59612,0.31768
0.88,0.0031,0.05295,0.59612,0.31768
0.89,0.0031,0.05295,0.59612,0.31768
0.9,0.0031,0.05295,0.59611,0.31768
0.91,0.0032,0.05295,0.59611,0.31768
0.92,0.0032,0.05295,0.59611,0.31768
0.93,0.0032,0.05295,0.59611,0.31768
0.94,0.0032,0.05295,0.59611,0.31768
0.95,0.0033,0.05295,0.59611,0.31768
0.96,0.0033,0.05295,0.59611,0.31768
0.97,0.0033,0.05295,0.59611,0.31768
0.98,0.0034,0.05295,0.59611,0.31768
0.99,0.0034,0.05295,0.59611,0.31768
1.0,0.0034,0.05295,0.59611,0.31768
1.01,0.0034,0.05295,0.59611,0.31768
1.02,0.0035,0.05295,0.59611,0.31768
1.03,0.0035,0.05295,0.59611,0.31768
1.04,0.0035,0.05295,0.59611,0.31768
1.05,0.0035,0.05295,0.59611,0.31768
1.06,0.0036,0.05295,0.59611,0.31768
1.07,0.0036,0.05295,0.59611,0.31768
1.08,0.0036,0.05295,0.59611,0.31768
1.09,0.0037,0.05295,0.59611,0.31768
1.1,0.0037,0.05295,0.59611,0.31768
1.11,0.0037,0.05295,0.59611,0.31768
1.12,0.0037,0.05295,0.59611,0.31768
1.13,0.0038,0.05295,0.59611,0.31768
1.14,0.0038,0.05295,0.59611,0.31768
1.15,0.0038,0.05295,0.59611,0.31768
1.16,0.0038,0.05295,0.59611,0.31768
1.17,0.0039,0.05295,0.59611,0.31768
1.18,0.0039,0.05295,0.59611,0.31768
1.19,0.0039,0.05295,0.59611,0.31768
1.2,0.0039,0.05295,0.59611,0.31768
1.21,0.004,0.05295,0.59611,0.31768
1.22,0.004,0.05295,0.59611,0.31768
1.23,0.004,0.05295,0.59611,0.31768
1.24,0.0041,0.05295,0.59611,0.31768
1.25,0.0041,0.05295,0.59611,0.31768
1.26,0.0041,0.05295,0.59611,0.31768
1.27,0.0041,0.05295,0.59611,0.31768
1.28,0.0042,0.05295,0.59611,0.31768
1.29,0.0042,0.05295,0.59611,0.31768
1.3,0.0042,0.05295,0.59611,0.31768
1.31,0.0042,0.05295,0.59611,0.31768
1.32,0.0043,0.05296,0.59611,0.31768
1.33,0.0043,0.05296,0.59611,0.31768
1.34,0.0043,0.05296,0.59611,0.31768
1.35,0.0043,0.05296,0.59611,0.31769
1.36,0.0043,0.05296,0.59611,0.31769
1.37,0.0044,0.05296,0.59611,0.31769
1.38,0.0044,0.05296,0.59611,0.31769
1.39,0.0044,0.05296,0.59611,0.31769
1.4,0.0044,0.05296,0.59611,0.31769
1.41,0.0045,0.05296,0.59611,0.31769
1.42,0.0045,0.05296,0.59611,0.31769
1.43,0.0045,0.05296,0.59611,0.31769
1.44,0.0045,0.05296,0.59611,0.31769
1.45,0.0046,0.05296,0.59611,0.31769
1.46,0.0046,0.05296,0.59611,0.31769
1.47,0.0046,0.05296,0.59611,0.31769
1.48,0.0046,0.05296,0.59611,0.31769
1.49,0.0047,0.05296,0.59611,0.31769
1.5,0.0047,0.05296,0.59611,0.31769
1.51,0.0047,0.05296,0.59611,0.31769
1.52,0.0047,0.05296,0.59611,0.31769
1.53,0.0047,0.05296,0.59611,0.31769
1.54,0.0048,0.05296,0.59611,0.31769
1.55,0.0048,0.05296,0.59611,0.31769
1.56,0.0048,0.05296,0.5961,0.31769
1.57,0.0048,0.05296,0.5961,0.31769
1.58,0.0049,0.05296,0.5961,0.31769
1.59,0.0049,0.05296,0.5961,0.31769
1.6,0.0049,0.05296,0.5961,0.31769
1.61,0.0049,0.05296,0.5961,0.31769
1.62,0.0049,0.05296,0.5961,0.31769
1.63,0.005,0.05296,0.5961,0.31769
1.64,0.005,0.05296,0.5961,0.31769
1.65,0.005,0.05296,0.5961,0.31769
1.66,0.005,0.05296,0.5961,0.31769
1.67,0.005,0.05296,0.5961,0.31769
1.68,0.0051,0.05296,0.5961,0.31769
1.69,0.0051,0.05296,0.5961,0.31769
1.7,0.0051,0.05296,0.5961,0.31769
1.71,0.0051,0.05296,0.5961,0.31769
1.72,0.0051,0.05296,0.5961,0.31769
1.73,0.0052,0.05296,0.5961,0.31769
1.74,0.0052,0.05296,0.5961,0.31769
1.75,0.0052,0.05296,0.5961,0.31769
1.76,0.0052,0.05296,0.5961,0.31769
1.77,0.0052,0.05296,0.5961,0.31769
1.78,0.0053,0.05296,0.5961,0.31769
1.79,0.0053,0.05296,0.5961,0.31769
1.8,0.0053,0.05296,0.5961,0.31769
1.81,0.0053,0.05296,0.5961,0.31769
1.82,0.0053,0.05296,0.5961,0.31769
1.83,0.0054,0.05296,0.5961,0.31769
1.84,0.0054,0.05296,0.5961,0.31769
1.85,0.0054,0.05296,0.5961,0.31769
1.86,0.0054,0.05296,0.5961,0.31769
1.87,0.0054,0.05296,0.5961,0.31769
1.88,0.0055,0.05296,0.5961,0.31769
1.89,0.0055,0.05296,0.5961,0.31769
1.9,0.0055,0.05296,0.5961,0.31769
1.91,0.0055,0.05296,0.5961,0.31769
1.92,0.0055,0.05296,0.5961,0.31769
1.93,0.0055,0.05296,0.5961,0.31769
1.94,0.0056,0.05296,0.5961,0.31769
1.95,0.0056,0.05296,0.5961,0.31769
1.96,0.0056,0.05296,0.5961,0.31769
1.97,0.0056,0.05296,0.5961,0.31769
1.98,0.0056,0.05296,0.5961,0.31769
1.99,0.0056,0.05296,0.5961,0.31769
2.0,0.0057,0.05296,0.5961,0.31769
2.01,0.0057,0.05297,0.5961,0.31769
2.02,0.0057,0.05297,0.5961,0.31769
2.03,0.0057,0.05297,0.5961,0.31769
2.04,0.0057,0.05297,0.5961,0.31769
2.05,0.0057,0.05297,0.5961,0.31769
2.06,0.0058,0.05297,0.5961,0.31769
2.07,0.0058,0.05297,0.5961,0.31769
2.08,0.0058,0.05297,0.59609,0.31769
2.09,0.0058,0.05297,0.59609,0.31769
2.1,0.0058,0.05297,0.59609,0.31769
2.11,0.0058,0.05297,0.59609,0.31769
2.12,0.0059,0.05297,0.59609,0.31769
2.13,0.0059,0.05297,0.59609,0.31769
2.14,0.0059,0.05297,0.59609,0.31769
2.15,0.0059,0.05297,0.59609,0.31769
2.16,0.0059,0.05297,0.59609,0.31769
2.17,0.0059,0.05297,0.59609,0.3177
2.18,0.006,0.05297,0.59609,0.3177
2.19,0.006,0.05297,0.59609,0.3177
2.2,0.006,0.05297,0.59609,0.3177
2.21,0.006,0.05297,0.59609,0.3177
2.22,0.006,0.05297,0.59609,0.3177
2.23,0.006,0.05297,0.59609,0.3177
2.24,0.006,0.05297,0.59609,0.3177
2.25,0.0061,0.05297,0.59609,0.3177
2.26,0.0061,0.05297,0.59609,0.3177
2.27,0.0061,0.05297,0.59609,0.3177
2.28,0.0061,0.05297,0.59609,0.3177
2.29,0.0061,0.05297,0.59609,0.3177
2.3,0.0061,0.05297,0.59609,0.3177
2.31,0.0061,0.05297,0.59609,0.3177
2.32,0.0062,0.05297,0.59609,0.3177
2.33,0.0062,0.05297,0.59609,0.3177
2.34,0.0062,0.05297,0.59609,0.3177
2.35,0.0062,0.05297,0.59609,0.3177
2.36,0.0062,0.05297,0.59609,0.3177
2.37,0.0062,0.05297,0.59609,0.3177
2.38,0.0062,0.05297,0.59609,0.3177
2.39,0.0063,0.05297,0.59609,0.3177
2.4,0.0063,0.05297,0.59609,0.3177
2.41,0.0063,0.05297,0.59609,0.3177
2.42,0.0063,0.05297,0.59609,0.3177
2.43,0.0063,0.05297,0.59609,0.3177
2.44,0.0063,0.05297,0.59609,0.3177
2.45,0.0063,0.05297,0.59609,0.3177
2.46,0.0063,0.05297,0.59609,0.3177
2.47,0.0064,0.05297,0.59609,0.3177
2.48,0.0064,0.05297,0.59609,0.3177
2.49,0.0064,0.05297,0.59609,0.3177
2.5,0.0064,0.05297,0.59609,0.3177
2.51,0.0064,0.05297,0.59609,0.3177
2.52,0.0064,0.05297,0.59609,0.3177
2.53,0.0064,0.05297,0.59609,0.3177
2.54,0.0064,0.05297,0.59608,0.3177
2.55,0.0064,0.05297,0.59608,0.3177
2.56,0.0065,0.05297,0.59608,0.3177
2.57,0.0065,0.05297,0.59608,0.3177
2.58,0.0065,0.05297,0.59608,0.3177
2.59,0.0065,0.05297,0.59608,0.3177
2.6,0.0065,0.05297,0.59608,0.3177
2.61,0.0065,0.05297,0.59608,0.3177
2.62,0.0065,0.05297,0.59608,0.3177
2.63,0.0065,0.05297,0.59608,0.3177
2.64,0.0065,0.05297,0.59608,0.3177
2.65,0.0066,0.05297,0.59608,0.3177
2.66,0.0066,0.05297,0.59608,0.3177
2.67,0.0066,0.05297,0.59608,0.3177
2.68,0.0066,0.05297,0.59608,0.3177
2.69,0.0066,0.05297,0.59608,0.3177
2.7,0.0066,0.05297,0.59608,0.3177
2.71,0.0066,0.05297,0.59608,0.3177
2.72,0.0066,0.05297,0.59608,0.3177
2.73,0.0066,0.05297,0.59608,0.3177
2.74,0.0066,0.05297,0.59608,0.3177
2.75,0.0067,0.05297,0.59608,0.3177
2.76,0.0067,0.05297,0.59608,0.3177
2.77,0.0067,0.05297,0.59608,0.3177
2.78,0.0067,0.05297,0.59608,0.3177
2.79,0.0067,0.05297,0.59608,0.3177
2.8,0.0067,0.05297,0.59608,0.3177
2.81,0.0067,0.05297,0.59608,0.3177
2.82,0.0067,0.05297,0.59608,0.3177
2.83,0.0067,0.05297,0.59608,0.3177
2.84,0.0067,0.05297,0.59608,0.3177
2.85,0.0067,0.05297,0.59608,0.3177
2.86,0.0068,0.05297,0.59608,0.3177
2.87,0.0068,0.05297,0.59608,0.3177
2.88,0.0068,0.05297,0.59608,0.3177
2.89,0.0068,0.05297,0.59608,0.3177
2.9,0.0068,0.05297,0.59608,0.31771
2.91,0.0068,0.05297,0.59608,0.31771
2.92,0.0068,0.05297,0.59608,0.31771
2.93,0.0068,0.05297,0.59608,0.31771
2.94,0.0068,0.05297,0.59608,0.31771
2.95,0.0068,0.05297,0.59608,0.31771
2.96,0.0068,0.05297,0.59608,0.31771
2.97,0.0068,0.05297,0.59608,0.31771
2.98,0.0068,0.05297,0.59607,0.31771
2.99,0.0069,0.05297,0.59607,0.31771
3.0,0.0069,0.05297,0.59607,0.31771
3.01,0.0069,0.05297,0.59607,0.31771
3.02,0.0069,0.05297,0.59607,0.31771
3.03,0.0069,0.05297,0.59607,0.31771
3.04,0.0069,0.05297,0.59607,0.31771
3.05,0.0069,0.05297,0.59607,0.31771
3.06,0.0069,0.05297,0.59607,0.31771
3.07,0.0069,0.05297,0.59607,0.31771
3.08,0.0069,0.05297,0.59607,0.31771
3.09,0.0069,0.05297,0.59607,0.31771
3.1,0.0069,0.05297,0.59607,0.31771
3.11,0.0069,0.05297,0.59607,0.31771
3.12,0.0069,0.05297,0.59607,0.31771
3.13,0.0069,0.05297,0.59607,0.31771
3.14,0.007,0.05297,0.59607,0.31771
3.15,0.007,0.05297,0.59607,0.31771
3.16,0.007,0.05297,0.59607,0.31771
3.17,0.007,0.05297,0.59607,0.31771
3.18,0.007,0.05297,0.59607,0.31771
3.19,0.007,0.05297,0.59607,0.31771
3.2,0.007,0.05298,0.59607,0.31771
3.21,0.007,0.05298,0.59607,0.31771
3.22,0.007,0.05298,0.59607,0.31771
3.23,0.007,0.05298,0.59607,0.31771
3.24,0.007,0.05298,0.59607,0.31771
3.25,0.007,0.05298,0.59607,0.31771
3.26,0.007,0.05298,0.59607,0.31771
3.27,0.007,0.05298,0.59607,0.31771
3.28,0.007,0.05298,0.59607,0.31771
3.29,0.007,0.05298,0.59607,0.31771
3.3,0.007,0.05298,0.59607,0.31771
3.31,0.007,0.05298,0.59607,0.31771
3.32,0.007,0.05298,0.59607,0.31771
3.33,0.0071,0.05298,0.59607,0.31771
3.34,0.0071,0.05298,0.59607,0.31771
3.35,0.0071,0.05298,0.59607,0.31771
3.36,0.0071,0.05298,0.59607,0.31771
3.37,0.0071,0.05298,0.59607,0.31771
3.38,0.0071,0.05298,0.59607,0.31771
3.39,0.0071,0.05298,0.59607,0.31771
3.4,0.0071,0.05298,0.59607,0.31771
3.41,0.0071,0.05298,0.59607,0.31771
3.42,0.0071,0.05298,0.59606,0.31771
3.43,0.0071,0.05298,0.59606,0.31771
3.44,0.0071,0.05298,0.59606,0.31771
3.45,0.0071,0.05298,0.59606,0.31771
3.46,0.0071,0.05298,0.59606,0.31771
3.47,0.0071,0.05298,0.59606,0.31771
3.48,0.0071,0.05298,0.59606,0.31771
3.49,0.0071,0.05298,0.59606,0.31771
3.5,0.0071,0.05298,0.59606,0.31771
3.51,0.0071,0.05298,0.59606,0.31771
3.52,0.0071,0.05298,0.59606,0.31771
3.53,0.0071,0.05298,0.59606,0.31771
3.54,0.0071,0.05298,0.59606,0.31771
3.55,0.0071,0.05298,0.59606,0.31771
3.56,0.0071,0.05298,0.59606,0.31771
3.57,0.0071,0.05298,0.59606,0.31771
3.58,0.0071,0.05298,0.59606,0.31771
3.59,0.0071,0.05298,0.59606,0.31771
3.6,0.0071,0.05298,0.59606,0.31771
3.61,0.0071,0.05298,0.59606,0.31771
3.62,0.0071,0.05298,0.59606,0.31771
3.63,0.0071,0.05298,0.59606,0.31772
3.64,0.0071,0.05298,0.59606,0.31772
3.65,0.0071,0.05298,0.59606,0.31772
3.66,0.0072,0.05298,0.59606,0.31772
3.67,0.0072,0.05298,0.59606,0.31772
3.68,0.0072,0.05298,0.59606,0.31772
3.69,0.0072,0.05298,0.59606,0.31772
3.7,0.0072,0.05298,0.59606,0.31772
3.71,0.0072,0.05298,0.59606,0.31772
3.72,0.0072,0.05298,0.59606,0.31772
3.73,0.0072,0.05298,0.59606,0.31772
3.74,0.0072,0.05298,0.59606,0.31772
3.75,0.0072,0.05298,0.59606,0.31772
3.76,0.0072,0.05298,0.59606,0.31772
3.77,0.0072,0.05298,0.59606,0.31772
3.78,0.0072,0.05298,0.59606,0.31772
3.79,0.0072,0.05298,0.59606,0.31772
3.8,0.0072,0.05298,0.59606,0.31772
3.81,0.0072,0.05298,0.59606,0.31772
3.82,0.0072,0.05298,0.59606,0.31772
3.83,0.0072,0.05298,0.59606,0.31772
3.84,0.0072,0.05298,0.59606,0.31772
3.85,0.0072,0.05298,0.59606,0.31772
3.86,0.0072,0.05298,0.59606,0.31772
3.87,0.0072,0.05298,0.59605,0.31772
3.88,0.0072,0.05298,0.59605,0.31772
3.89,0.0072,0.05298,0.59605,0.31772
3.9,0.0072,0.05298,0.59605,0.31772
3.91,0.0072,0.05298,0.59605,0.31772
3.92,0.0072,0.05298,0.59605,0.31772
3.93,0.0072,0.05298,0.59605,0.31772
3.94,0.0072,0.05298,0.59605,0.31772
3.95,0.0072,0.05298,0.59605,0.31772
3.96,0.0072,0.05298,0.59605,0.31772
3.97,0.0072,0.05298,0.59605,0.31772
3.98,0.0072,0.05298,0.59605,0.31772
3.99,0.0072,0.05298,0.59605,0.31772
4.0,0.0072,0.05298,0.59605,0.31772
4.01,0.0072,0.05298,0.59605,0.31772
4.02,0.0072,0.05298,0.59605,0.31772
4.03,0.0072,0.05298,0.59605,0.31772
4.04,0.0072,0.05298,0.59605,0.31772
4.05,0.0072,0.05298,0.59605,0.31772
4.06,0.0072,0.05298,0.59605,0.31772
4.07,0.0072,0.05298,0.59605,0.31772
4.08,0.0072,0.05298,0.59605,0.31772
4.09,0.0072,0.05298,0.59605,0.31772
4.1,0.0072,0.05298,0.59605,0.31772
4.11,0.0072,0.05298,0.59605,0.31772
4.12,0.0072,0.05298,0.59605,0.31772
4.13,0.0072,0.05298,0.59605,0.31772
4.14,0.0072,0.05298,0.59605,0.31772
4.15,0.0072,0.05298,0.59605,0.31772
4.16,0.0072,0.05298,0.59605,0.31772
4.17,0.0072,0.05298,0.59605,0.31772
4.18,0.0072,0.05298,0.59605,0.31772
4.19,0.0071,0.05298,0.59605,0.31772
4.2,0.0071,0.05298,0.59605,0.31772
4.21,0.0071,0.05298,0.59605,0.31772
4.22,0.0071,0.05298,0.59605,0.31772
4.23,0.0071,0.05298,0.59605,0.31772
4.24,0.0071,0.05298,0.59605,0.31772
4.25,0.0071,0.05298,0.59605,0.31772
4.26,0.0071,0.05298,0.59605,0.31772
4.27,0.0071,0.05298,0.59605,0.31772
4.28,0.0071,0.05298,0.59605,0.31772
4.29,0.0071,0.05298,0.59605,0.31772
4.3,0.0071,0.05298,0.59605,0.31772
4.31,0.0071,0.05298,0.59605,0.31772
4.32,0.0071,0.05298,0.59605,0.31772
4.33,0.0071,0.05298,0.59605,0.31772
4.34,0.0071,0.05298,0.59605,0.31772
4.35,0.0071,0.05298,0.59604,0.31772
4.36,0.0071,0.05298,0.59604,0.31772
4.37,0.0071,0.05298,0.59604,0.31772
4.38,0.0071,0.05298,0.59604,0.31772
4.39,0.0071,0.05298,0.59604,0.31772
4.4,0.0071,0.05298,0.59604,0.31772
4.41,0.0071,0.05298,0.59604,0.31772
4.42,0.0071,0.05298,0.59604,0.31772
4.43,0.0071,0.05298,0.59604,0.31772
4.44,0.0071,0.05298,0.59604,0.31772
4.45,0.0071,0.05298,0.59604,0.31772
4.46,0.0071,0.05298,0.59604,0.31773
4.47,0.0071,0.05298,0.59604,0.31773
4.48,0.0071,0.05298,0.59604,0.31773
4.49,0.0071,0.05298,0.59604,0.31773
4.5,0.0071,0.05298,0.59604,0.31773
4.51,0.0071,0.05298,0.59604,0.31773
4.52,0.0071,0.05298,0.59604,0.31773
4.53,0.0071,0.05298,0.59604,0.31773
4.54,0.0071,0.05298,0.59604,0.31773
4.55,0.0071,0.05298,0.59604,0.31773
4.56,0.007,0.05298,0.59604,0.31773
4.57,0.007,0.05298,0.59604,0.31773
4.58,0.007,0.05298,0.59604,0.31773
4.59,0.007,0.05298,0.59604,0.31773
4.6,0.007,0.05298,0.59604,0.31773
4.61,0.007,0.05298,0.59604,0.31773
4.62,0.007,0.05298,0.59604,0.31773
4.63,0.007,0.05298,0.59604,0.31773
4.64,0.007,0.05298,0.59604,0.31773
4.65,0.007,0.05298,0.59604,0.31773
4.66,0.007,0.05298,0.59604,0.31773
4.67,0.007,0.05298,0.59604,0.31773
4.68,0.007,0.05298,0.59604,0.31773
4.69,0.007,0.05298,0.59604,0.31773
4.7,0.007,0.05298,0.59604,0.31773
4.71,0.007,0.05298,0.59604,0.31773
4.72,0.007,0.05298,0.59604,0.31773
4.73,0.007,0.05298,0.59604,0.31773
4.74,0.007,0.05298,0.59604,0.31773
4.75,0.007,0.05298,0.59604,0.31773
4.76,0.007,0.05298,0.59604,0.31773
4.77,0.007,0.05298,0.59604,0.31773
4.78,0.007,0.05298,0.59604,0.31773
4.79,0.0069,0.05298,0.59604,0.31773
4.8,0.0069,0.05298,0.59604,0.31773
4.81,0.0069,0.05298,0.59604,0.31773
4.82,0.0069,0.05298,0.59604,0.31773
4.83,0.0069,0.05298,0.59604,0.31773
4.84,0.0069,0.05298,0.59604,0.31773
4.85,0.0069,0.05298,0.59604,0.31773
4.86,0.0069,0.05298,0.59603,0.31773
4.87,0.0069,0.05298,0.59603,0.31773
4.88,0.0069,0.05298,0.59603,0.31773
4.89,0.0069,0.05298,0.59603,0.31773
4.9,0.0069,0.05298,0.59603,0.31773
4.91,0.0069,0.05298,0.59603,0.31773
4.92,0.0069,0.05298,0.59603,0.31773
4.93,0.0069,0.05298,0.59603,0.31773
4.94,0.0069,0.05298,0.59603,0.31773
4.95,0.0069,0.05298,0.59603,0.31773
4.96,0.0069,0.05298,0.59603,0.31773
4.97,0.0069,0.05298,0.59603,0.31773
4.98,0.0069,0.05298,0.59603,0.31773
4.99,0.0068,0.05298,0.59603,0.31773
5.0,0.0068,0.05298,0.59603,0.31773
5.01,0.1068,0.05298,0.59603,0.31773
5.02,0.2062,0.053,0.59603,0.31773
5.03,0.3048,0.05305,0.59602,0.31774
5.04,0.4028,0.05313,0.59601,0.31775
5.05,0.5002,0.05323,0.59599,0.31776
5.06,0.597,0.05335,0.59597,0.31777
5.07,0.6933,0.05349,0.59595,0.31779
5.08,0.7889,0.05365,0.59592,0.31781
5.09,0.8841,0.05383,0.59588,0.31783
5.1,0.9786,0.05403,0.59585,0.31786
5.11,1.0727,0.05424,0.59581,0.31788
5.12,1.1663,0.05447,0.59576,0.31791
5.13,1.2593,0.05472,0.59571,0.31795
5.14,1.3519,0.05498,0.59566,0.31798
5.15,1.4441,0.05526,0.5956,0.31802
5.16,1.5358,0.05555,0.59554,0.31806
5.17,1.6271,0.05586,0.59548,0.31811
5.18,1.7179,0.05618,0.59541,0.31815
5.19,1.8083,0.05651,0.59534,0.3182
5.2,1.8984,0.05685,0.59526,0.31825
5.21,1.988,0.0572,0.59518,0.31831
5.22,2.0773,0.05757,0.5951,0.31836
5.23,2.1663,0.05795,0.59501,0.31842
5.24,2.2548,0.05833,0.59492,0.31848
5.25,2.3431,0.05873,0.59482,0.31855
5.26,2.431,0.05914,0.59472,0.31861
5.27,2.5186,0.05955,0.59462,0.31868
5.28,2.606,0.05998,0.59451,0.31876
5.29,2.693,0.06041,0.5944,0.31883
5.3,2.7798,0.06085,0.59428,0.31891
5.31,2.8663,0.0613,0.59416,0.31899
5.32,2.9525,0.06176,0.59404,0.31907
5.33,3.0385,0.06223,0.59391,0.31915
5.34,3.1243,0.06271,0.59378,0.31924
5.35,3.2099,0.06319,0.59365,0.31933
5.36,3.2952,0.06368,0.59351,0.31942
5.37,3.3804,0.06417,0.59336,0.31952
5.38,3.4654,0.06468,0.59322,0.31961
5.39,3.5502,0.06519,0.59307,0.31971
5.4,3.6349,0.06571,0.59291,0.31982
5.41,3.7194,0.06623,0.59275,0.31992
5.42,3.8038,0.06676,0.59259,0.32003
5.43,3.8881,0.0673,0.59242,0.32014
5.44,3.9723,0.06784,0.59225,0.32025
5.45,4.0564,0.0684,0.59208,0.32036
5.46,4.1404,0.06895,0.5919,0.32048
5.47,4.2243,0.06951,0.59172,0.3206
5.48,4.3082,0.07008,0.59153,0.32072
5.49,4.392,0.07066,0.59134,0.32085
5.5,4.4759,0.07124,0.59115,0.32097
5.51,4.5597,0.07182,0.59095,0.3211
5.52,4.6435,0.07242,0.59075,0.32123
5.53,4.7273,0.07302,0.59054,0.32137
5.54,4.8111,0.07362,0.59033,0.3215
5.55,4.895,0.07423,0.59011,0.32164
5.56,4.979,0.07485,0.5899,0.32178
5.57,5.063,0.07547,0.58967,0.32193
5.58,5.1471,0.07609,0.58945,0.32208
5.59,5.2313,0.07673,0.58922,0.32222
5.6,5.3156,0.07737,0.58898,0.32238
5.61,5.4001,0.07801,0.58874,0.32253
5.62,5.4847,0.07866,0.5885,0.32269
5.63,5.5695,0.07932,0.58825,0.32285
5.64,5.6545,0.07998,0.588,0.32301
5.65,5.7396,0.08065,0.58774,0.32317
5.66,5.825,0.08133,0.58748,0.32334
5.67,5.9106,0.08201,0.58721,0.32351
5.68,5.9965,0.0827,0.58695,0.32368
5.69,6.0827,0.08339,0.58667,0.32386
5.7,6.1691,0.08409,0.58639,0.32403
5.71,6.2559,0.0848,0.58611,0.32421
5.72,6.343,0.08551,0.58582,0.32439
5.73,6.4304,0.08623,0.58553,0.32458
5.74,6.5183,0.08696,0.58524,0.32477
5.75,6.6065,0.08769,0.58493,0.32496
5.76,6.6951,0.08843,0.58463,0.32515
5.77,6.7842,0.08918,0.58432,0.32535
5.78,6.8737,0.08993,0.584,0.32554
5.79,6.9637,0.0907,0.58368,0.32575
5.8,7.0543,0.09147,0.58336,0.32595
5.81,7.1453,0.09224,0.58303,0.32616
5.82,7.237,0.09303,0.5827,0.32637
5.83,7.3292,0.09382,0.58236,0.32658
5.84,7.422,0.09462,0.58201,0.32679
5.85,7.5155,0.09543,0.58166,0.32701
