t_ms,V_mV,m,h,n
20.22,-1.9084,0.0413,0.59893,0.31472
20.23,-1.9006,0.04134,0.59901,0.31468
20.24,-1.8927,0.04138,0.59908,0.31463
20.25,-1.8849,0.04142,0.59915,0.31459
20.26,-1.8771,0.04146,0.59922,0.31454
20.27,-1.8693,0.0415,0.59929,0.31449
20.28,-1.8616,0.04154,0.59936,0.31445
20.29,-1.8538,0.04158,0.59943,0.31441
20.3,-1.846,0.04162,0.5995,0.31436
20.31,-1.8383,0.04166,0.59957,0.31432
20.32,-1.8306,0.0417,0.59964,0.31427
20.33,-1.8229,0.04174,0.59971,0.31423
20.34,-1.8152,0.04178,0.59977,0.31419
20.35,-1.8075,0.04182,0.59984,0.31414
20.36,-1.7998,0.04186,0.59991,0.3141
20.37,-1.7921,0.0419,0.59998,0.31406
20.38,-1.7845,0.04194,0.60004,0.31401
20.39,-1.7768,0.04198,0.60011,0.31397
20.4,-1.7692,0.04202,0.60017,0.31393
20.41,-1.7616,0.04206,0.60024,0.31389
20.42,-1.754,0.0421,0.60031,0.31385
20.43,-1.7464,0.04214,0.60037,0.31381
20.44,-1.7388,0.04218,0.60043,0.31377
20.45,-1.7313,0.04222,0.6005,0.31373
20.46,-1.7237,0.04226,0.60056,0.31369
20.47,-1.7162,0.0423,0.60063,0.31365
20.48,-1.7087,0.04234,0.60069,0.31361
20.49,-1.7011,0.04237,0.60075,0.31357
20.5,-1.6936,0.04241,0.60081,0.31353
20.51,-1.6862,0.04245,0.60087,0.31349
20.52,-1.6787,0.04249,0.60094,0.31345
20.53,-1.6712,0.04253,0.601,0.31341
20.54,-1.6638,0.04257,0.60106,0.31338
20.55,-1.6563,0.04261,0.60112,0.31334
20.56,-1.6489,0.04265,0.60118,0.3133
20.57,-1.6415,0.04269,0.60124,0.31326
20.58,-1.6341,0.04273,0.6013,0.31323
20.59,-1.6267,0.04277,0.60136,0.31319
20.6,-1.6193,0.04281,0.60141,0.31315
20.61,-1.612,0.04284,0.60147,0.31312
20.62,-1.6046,0.04288,0.60153,0.31308
20.63,-1.5973,0.04292,0.60159,0.31305
20.64,-1.59,0.04296,0.60165,0.31301
20.65,-1.5827,0.043,0.6017,0.31298
20.66,-1.5754,0.04304,0.60176,0.31294
20.67,-1.5681,0.04308,0.60181,0.31291
20.68,-1.5608,0.04312,0.60187,0.31287
20.69,-1.5536,0.04315,0.60193,0.31284
20.7,-1.5463,0.04319,0.60198,0.31281
20.71,-1.5391,0.04323,0.60204,0.31277
20.72,-1.5319,0.04327,0.60209,0.31274
20.73,-1.5247,0.04331,0.60214,0.31271
20.74,-1.5175,0.04335,0.6022,0.31267
20.75,-1.5103,0.04339,0.60225,0.31264
20.76,-1.5031,0.04342,0.6023,0.31261
20.77,-1.496,0.04346,0.60236,0.31258
20.78,-1.4888,0.0435,0.60241,0.31254
20.79,-1.4817,0.04354,0.60246,0.31251
20.8,-1.4746,0.04358,0.60251,0.31248
20.81,-1.4675,0.04362,0.60256,0.31245
20.82,-1.4604,0.04365,0.60262,0.31242
20.83,-1.4533,0.04369,0.60267,0.31239
20.84,-1.4462,0.04373,0.60272,0.31236
20.85,-1.4392,0.04377,0.60277,0.31233
20.86,-1.4321,0.04381,0.60282,0.3123
20.87,-1.4251,0.04385,0.60287,0.31227
20.88,-1.4181,0.04388,0.60291,0.31224
20.89,-1.4111,0.04392,0.60296,0.31221
20.9,-1.4041,0.04396,0.60301,0.31218
20.91,-1.3971,0.044,0.60306,0.31215
20.92,-1.3902,0.04404,0.60311,0.31213
20.93,-1.3832,0.04407,0.60315,0.3121
20.94,-1.3763,0.04411,0.6032,0.31207
20.95,-1.3694,0.04415,0.60325,0.31204
20.96,-1.3624,0.04419,0.60329,0.31202
20.97,-1.3556,0.04422,0.60334,0.31199
20.98,-1.3487,0.04426,0.60339,0.31196
20.99,-1.3418,0.0443,0.60343,0.31193
21.0,-1.3349,0.04434,0.60348,0.31191
21.01,-1.3281,0.04437,0.60352,0.31188
21.02,-1.3212,0.04441,0.60357,0.31186
21.03,-1.3144,0.04445,0.60361,0.31183
21.04,-1.3076,0.04449,0.60365,0.31181
21.05,-1.3008,0.04452,0.6037,0.31178
21.06,-1.294,0.04456,0.60374,0.31175
21.07,-1.2873,0.0446,0.60378,0.31173
21.08,-1.2805,0.04464,0.60383,0.31171
21.09,-1.2738,0.04467,0.60387,0.31168
21.1,-1.267,0.04471,0.60391,0.31166
21.11,-1.2603,0.04475,0.60395,0.31163
21.12,-1.2536,0.04479,0.60399,0.31161
21.13,-1.2469,0.04482,0.60403,0.31159
21.14,-1.2402,0.04486,0.60408,0.31156
21.15,-1.2336,0.0449,0.60412,0.31154
21.16,-1.2269,0.04493,0.60416,0.31152
21.17,-1.2203,0.04497,0.6042,0.31149
21.18,-1.2137,0.04501,0.60424,0.31147
21.19,-1.207,0.04504,0.60427,0.31145
21.2,-1.2004,0.04508,0.60431,0.31143
21.21,-1.1938,0.04512,0.60435,0.31141
21.22,-1.1873,0.04515,0.60439,0.31138
21.23,-1.1807,0.04519,0.60443,0.31136
21.24,-1.1742,0.04523,0.60447,0.31134
21.25,-1.1676,0.04526,0.6045,0.31132
21.26,-1.1611,0.0453,0.60454,0.3113
21.27,-1.1546,0.04534,0.60458,0.31128
21.28,-1.1481,0.04537,0.60461,0.31126
21.29,-1.1416,0.04541,0.60465,0.31124
21.3,-1.1351,0.04545,0.60469,0.31122
21.31,-1.1287,0.04548,0.60472,0.3112
21.32,-1.1222,0.04552,0.60476,0.31118
21.33,-1.1158,0.04556,0.60479,0.31116
21.34,-1.1094,0.04559,0.60483,0.31114
21.35,-1.1029,0.04563,0.60486,0.31113
21.36,-1.0966,0.04567,0.60489,0.31111
21.37,-1.0902,0.0457,0.60493,0.31109
21.38,-1.0838,0.04574,0.60496,0.31107
21.39,-1.0774,0.04577,0.60499,0.31105
21.4,-1.0711,0.04581,0.60503,0.31103
21.41,-1.0648,0.04585,0.60506,0.31102
21.42,-1.0584,0.04588,0.60509,0.311
21.43,-1.0521,0.04592,0.60512,0.31098
21.44,-1.0459,0.04595,0.60516,0.31097
21.45,-1.0396,0.04599,0.60519,0.31095
21.46,-1.0333,0.04602,0.60522,0.31093
21.47,-1.0271,0.04606,0.60525,0.31092
21.48,-1.0208,0.0461,0.60528,0.3109
21.49,-1.0146,0.04613,0.60531,0.31088
21.5,-1.0084,0.04617,0.60534,0.31087
21.51,-1.0022,0.0462,0.60537,0.31085
21.52,-0.996,0.04624,0.6054,0.31084
21.53,-0.9898,0.04627,0.60543,0.31082
21.54,-0.9836,0.04631,0.60546,0.31081
21.55,-0.9775,0.04634,0.60549,0.31079
21.56,-0.9714,0.04638,0.60552,0.31078
21.57,-0.9652,0.04641,0.60554,0.31076
21.58,-0.9591,0.04645,0.60557,0.31075
21.59,-0.953,0.04648,0.6056,0.31074
21.6,-0.9469,0.04652,0.60563,0.31072
21.61,-0.9409,0.04655,0.60565,0.31071
21.62,-0.9348,0.04659,0.60568,0.3107
21.63,-0.9288,0.04662,0.60571,0.31068
21.64,-0.9227,0.04666,0.60573,0.31067
21.65,-0.9167,0.04669,0.60576,0.31066
21.66,-0.9107,0.04673,0.60579,0.31064
21.67,-0.9047,0.04676,0.60581,0.31063
21.68,-0.8987,0.0468,0.60584,0.31062
21.69,-0.8928,0.04683,0.60586,0.31061
21.7,-0.8868,0.04687,0.60589,0.3106
21.71,-0.8809,0.0469,0.60591,0.31058
21.72,-0.875,0.04694,0.60593,0.31057
21.73,-0.869,0.04697,0.60596,0.31056
21.74,-0.8631,0.04701,0.60598,0.31055
21.75,-0.8572,0.04704,0.606,0.31054
21.76,-0.8514,0.04708,0.60603,0.31053
21.77,-0.8455,0.04711,0.60605,0.31052
21.78,-0.8397,0.04714,0.60607,0.31051
21.79,-0.8338,0.04718,0.6061,0.3105
21.8,-0.828,0.04721,0.60612,0.31049
21.81,-0.8222,0.04725,0.60614,0.31048
21.82,-0.8164,0.04728,0.60616,0.31047
21.83,-0.8106,0.04731,0.60618,0.31046
21.84,-0.8048,0.04735,0.6062,0.31045
21.85,-0.7991,0.04738,0.60622,0.31044
21.86,-0.7933,0.04742,0.60624,0.31043
21.87,-0.7876,0.04745,0.60626,0.31042
21.88,-0.7819,0.04748,0.60628,0.31041
21.89,-0.7762,0.04752,0.6063,0.31041
21.9,-0.7705,0.04755,0.60632,0.3104
21.91,-0.7648,0.04758,0.60634,0.31039
21.92,-0.7591,0.04762,0.60636,0.31038
21.93,-0.7535,0.04765,0.60638,0.31037
21.94,-0.7478,0.04768,0.6064,0.31037
21.95,-0.7422,0.04772,0.60642,0.31036
21.96,-0.7366,0.04775,0.60644,0.31035
21.97,-0.731,0.04778,0.60645,0.31034
21.98,-0.7254,0.04782,0.60647,0.31034
21.99,-0.7198,0.04785,0.60649,0.31033
22.0,-0.7143,0.04788,0.6065,0.31032
22.01,-0.7087,0.04792,0.60652,0.31032
22.02,-0.7032,0.04795,0.60654,0.31031
22.03,-0.6976,0.04798,0.60655,0.31031
22.04,-0.6921,0.04802,0.60657,0.3103
22.05,-0.6866,0.04805,0.60659,0.31029
22.06,-0.6812,0.04808,0.6066,0.31029
22.07,-0.6757,0.04811,0.60662,0.31028
22.08,-0.6702,0.04815,0.60663,0.31028
22.09,-0.6648,0.04818,0.60665,0.31027
22.1,-0.6593,0.04821,0.60666,0.31027
22.11,-0.6539,0.04825,0.60668,0.31026
22.12,-0.6485,0.04828,0.60669,0.31026
22.13,-0.6431,0.04831,0.6067,0.31025
22.14,-0.6377,0.04834,0.60672,0.31025
22.15,-0.6324,0.04837,0.60673,0.31024
22.16,-0.627,0.04841,0.60674,0.31024
22.17,-0.6217,0.04844,0.60676,0.31024
22.18,-0.6164,0.04847,0.60677,0.31023
22.19,-0.611,0.0485,0.60678,0.31023
22.2,-0.6057,0.04854,0.6068,0.31023
22.21,-0.6005,0.04857,0.60681,0.31022
22.22,-0.5952,0.0486,0.60682,0.31022
22.23,-0.5899,0.04863,0.60683,0.31022
22.24,-0.5847,0.04866,0.60684,0.31021
22.25,-0.5794,0.0487,0.60685,0.31021
22.26,-0.5742,0.04873,0.60686,0.31021
22.27,-0.569,0.04876,0.60687,0.31021
22.28,-0.5638,0.04879,0.60689,0.3102
22.29,-0.5586,0.04882,0.6069,0.3102
22.3,-0.5534,0.04885,0.60691,0.3102
22.31,-0.5483,0.04888,0.60692,0.3102
22.32,-0.5431,0.04892,0.60693,0.3102
22.33,-0.538,0.04895,0.60693,0.3102
22.34,-0.5329,0.04898,0.60694,0.31019
22.35,-0.5278,0.04901,0.60695,0.31019
22.36,-0.5227,0.04904,0.60696,0.31019
22.37,-0.5176,0.04907,0.60697,0.31019
22.38,-0.5126,0.0491,0.60698,0.31019
22.39,-0.5075,0.04913,0.60699,0.31019
22.4,-0.5025,0.04917,0.60699,0.31019
22.41,-0.4974,0.0492,0.607,0.31019
22.42,-0.4924,0.04923,0.60701,0.31019
22.43,-0.4874,0.04926,0.60702,0.31019
22.44,-0.4824,0.04929,0.60702,0.31019
22.45,-0.4775,0.04932,0.60703,0.31019
22.46,-0.4725,0.04935,0.60704,0.31019
22.47,-0.4676,0.04938,0.60704,0.31019
22.48,-0.4626,0.04941,0.60705,0.31019
22.49,-0.4577,0.04944,0.60706,0.31019
22.5,-0.4528,0.04947,0.60706,0.31019
22.51,-0.4479,0.0495,0.60707,0.31019
22.52,-0.443,0.04953,0.60707,0.31019
22.53,-0.4381,0.04956,0.60708,0.3102
22.54,-0.4333,0.04959,0.60708,0.3102
22.55,-0.4284,0.04962,0.60709,0.3102
22.56,-0.4236,0.04965,0.60709,0.3102
22.57,-0.4188,0.04968,0.6071,0.3102
22.58,-0.414,0.04971,0.6071,0.3102
22.59,-0.4092,0.04974,0.60711,0.31021
22.6,-0.4044,0.04977,0.60711,0.31021
22.61,-0.3997,0.0498,0.60711,0.31021
22.62,-0.3949,0.04983,0.60712,0.31021
22.63,-0.3902,0.04986,0.60712,0.31022
22.64,-0.3855,0.04989,0.60712,0.31022
22.65,-0.3807,0.04992,0.60713,0.31022
22.66,-0.376,0.04995,0.60713,0.31022
22.67,-0.3714,0.04998,0.60713,0.31023
22.68,-0.3667,0.05001,0.60713,0.31023
22.69,-0.362,0.05004,0.60713,0.31023
22.7,-0.3574,0.05007,0.60714,0.31024
22.71,-0.3528,0.0501,0.60714,0.31024
22.72,-0.3481,0.05012,0.60714,0.31024
22.73,-0.3435,0.05015,0.60714,0.31025
22.74,-0.3389,0.05018,0.60714,0.31025
22.75,-0.3344,0.05021,0.60714,0.31026
22.76,-0.3298,0.05024,0.60714,0.31026
22.77,-0.3252,0.05027,0.60714,0.31027
22.78,-0.3207,0.0503,0.60714,0.31027
22.79,-0.3162,0.05033,0.60714,0.31027
22.8,-0.3117,0.05036,0.60714,0.31028
22.81,-0.3072,0.05038,0.60714,0.31028
22.82,-0.3027,0.05041,0.60714,0.31029
22.83,-0.2982,0.05044,0.60714,0.31029
22.84,-0.2937,0.05047,0.60714,0.3103
22.85,-0.2893,0.0505,0.60714,0.3103
22.86,-0.2848,0.05053,0.60714,0.31031
22.87,-0.2804,0.05055,0.60714,0.31031
22.88,-0.276,0.05058,0.60714,0.31032
22.89,-0.2716,0.05061,0.60714,0.31033
22.9,-0.2672,0.05064,0.60713,0.31033
22.91,-0.2629,0.05066,0.60713,0.31034
22.92,-0.2585,0.05069,0.60713,0.31034
22.93,-0.2542,0.05072,0.60713,0.31035
22.94,-0.2498,0.05075,0.60713,0.31036
22.95,-0.2455,0.05078,0.60712,0.31036
22.96,-0.2412,0.0508,0.60712,0.31037
22.97,-0.2369,0.05083,0.60712,0.31038
22.98,-0.2326,0.05086,0.60711,0.31038
22.99,-0.2284,0.05089,0.60711,0.31039
23.0,-0.2241,0.05091,0.60711,0.3104
23.01,-0.2199,0.05094,0.6071,0.3104
23.02,-0.2157,0.05097,0.6071,0.31041
23.03,-0.2115,0.05099,0.6071,0.31042
23.04,-0.2073,0.05102,0.60709,0.31043
23.05,-0.2031,0.05105,0.60709,0.31043
23.06,-0.1989,0.05108,0.60708,0.31044
23.07,-0.1947,0.0511,0.60708,0.31045
23.08,-0.1906,0.05113,0.60707,0.31046
23.09,-0.1865,0.05116,0.60707,0.31046
23.1,-0.1823,0.05118,0.60706,0.31047
23.11,-0.1782,0.05121,0.60706,0.31048
23.12,-0.1741,0.05124,0.60705,0.31049
23.13,-0.1701,0.05126,0.60705,0.3105
23.14,-0.166,0.05129,0.60704,0.3105
23.15,-0.1619,0.05131,0.60703,0.31051
23.16,-0.1579,0.05134,0.60703,0.31052
23.17,-0.1539,0.05137,0.60702,0.31053
23.18,-0.1499,0.05139,0.60701,0.31054
23.19,-0.1459,0.05142,0.60701,0.31055
23.2,-0.1419,0.05144,0.607,0.31056
23.21,-0.1379,0.05147,0.60699,0.31057
23.22,-0.1339,0.0515,0.60699,0.31058
23.23,-0.13,0.05152,0.60698,0.31058
23.24,-0.126,0.05155,0.60697,0.31059
23.25,-0.1221,0.05157,0.60697,0.3106
23.26,-0.1182,0.0516,0.60696,0.31061
23.27,-0.1143,0.05162,0.60695,0.31062
23.28,-0.1104,0.05165,0.60694,0.31063
23.29,-0.1066,0.05168,0.60693,0.31064
23.3,-0.1027,0.0517,0.60692,0.31065
23.31,-0.0989,0.05173,0.60692,0.31066
23.32,-0.095,0.05175,0.60691,0.31067
23.33,-0.0912,0.05178,0.6069,0.31068
23.34,-0.0874,0.0518,0.60689,0.31069
23.35,-0.0836,0.05183,0.60688,0.3107
23.36,-0.0798,0.05185,0.60687,0.31071
23.37,-0.0761,0.05188,0.60686,0.31072
23.38,-0.0723,0.0519,0.60685,0.31073
23.39,-0.0686,0.05193,0.60684,0.31074
23.4,-0.0649,0.05195,0.60683,0.31076
23.41,-0.0612,0.05197,0.60682,0.31077
23.42,-0.0575,0.052,0.60681,0.31078
23.43,-0.0538,0.05202,0.6068,0.31079
23.44,-0.0501,0.05205,0.60679,0.3108
23.45,-0.0464,0.05207,0.60678,0.31081
23.46,-0.0428,0.0521,0.60677,0.31082
23.47,-0.0392,0.05212,0.60676,0.31083
23.48,-0.0355,0.05214,0.60675,0.31084
23.49,-0.0319,0.05217,0.60674,0.31086
23.5,-0.0283,0.05219,0.60673,0.31087
23.51,-0.0247,0.05222,0.60672,0.31088
23.52,-0.0212,0.05224,0.60671,0.31089
23.53,-0.0176,0.05226,0.60669,0.3109
23.54,-0.0141,0.05229,0.60668,0.31091
23.55,-0.0106,0.05231,0.60667,0.31093
23.56,-0.007,0.05233,0.60666,0.31094
23.57,-0.0035,0.05236,0.60665,0.31095
23.58,-0.0,0.05238,0.60663,0.31096
23.59,0.0034,0.0524,0.60662,0.31098
23.6,0.0069,0.05243,0.60661,0.31099
23.61,0.0103,0.05245,0.6066,0.311
23.62,0.0138,0.05247,0.60658,0.31101
23.63,0.0172,0.0525,0.60657,0.31103
23.64,0.0206,0.05252,0.60656,0.31104
23.65,0.024,0.05254,0.60655,0.31105
23.66,0.0274,0.05257,0.60653,0.31106
23.67,0.0308,0.05259,0.60652,0.31108
23.68,0.0341,0.05261,0.60651,0.31109
23.69,0.0375,0.05263,0.60649,0.3111
23.7,0.0408,0.05266,0.60648,0.31112
23.71,0.0441,0.05268,0.60646,0.31113
23.72,0.0474,0.0527,0.60645,0.31114
23.73,0.0507,0.05272,0.60644,0.31116
23.74,0.054,0.05274,0.60642,0.31117
23.75,0.0573,0.05277,0.60641,0.31118
23.76,0.0605,0.05279,0.60639,0.3112
23.77,0.0638,0.05281,0.60638,0.31121
23.78,0.067,0.05283,0.60636,0.31122
23.79,0.0702,0.05285,0.60635,0.31124
23.8,0.0734,0.05288,0.60633,0.31125
23.81,0.0766,0.0529,0.60632,0.31126
23.82,0.0798,0.05292,0.6063,0.31128
23.83,0.083,0.05294,0.60629,0.31129
23.84,0.0861,0.05296,0.60627,0.31131
23.85,0.0892,0.05298,0.60626,0.31132
23.86,0.0924,0.05301,0.60624,0.31133
23.87,0.0955,0.05303,0.60623,0.31135
23.88,0.0986,0.05305,0.60621,0.31136
23.89,0.1017,0.05307,0.60619,0.31138
23.9,0.1047,0.05309,0.60618,0.31139
23.91,0.1078,0.05311,0.60616,0.31141
23.92,0.1108,0.05313,0.60615,0.31142
23.93,0.1139,0.05315,0.60613,0.31144
23.94,0.1169,0.05317,0.60611,0.31145
23.95,0.1199,0.05319,0.6061,0.31146
23.96,0.1229,0.05322,0.60608,0.31148
23.97,0.1259,0.05324,0.60606,0.31149
23.98,0.1288,0.05326,0.60605,0.31151
23.99,0.1318,0.05328,0.60603,0.31152
24.0,0.1347,0.0533,0.60601,0.31154
24.01,0.1377,0.05332,0.606,0.31155
24.02,0.1406,0.05334,0.60598,0.31157
24.03,0.1435,0.05336,0.60596,0.31158
24.04,0.1464,0.05338,0.60594,0.3116
24.05,0.1493,0.0534,0.60593,0.31161
24.06,0.1521,0.05342,0.60591,0.31163
24.07,0.155,0.05344,0.60589,0.31165
24.08,0.1578,0.05346,0.60587,0.31166
24.09,0.1606,0.05348,0.60585,0.31168
24.1,0.1635,0.0535,0.60584,0.31169
24.11,0.1663,0.05352,0.60582,0.31171
24.12,0.169,0.05354,0.6058,0.31172
24.13,0.1718,0.05355,0.60578,0.31174
24.14,0.1746,0.05357,0.60576,0.31175
24.15,0.1773,0.05359,0.60574,0.31177
24.16,0.1801,0.05361,0.60573,0.31179
24.17,0.1828,0.05363,0.60571,0.3118
24.18,0.1855,0.05365,0.60569,0.31182
24.19,0.1882,0.05367,0.60567,0.31183
24.2,0.1909,0.05369,0.60565,0.31185
24.21,0.1936,0.05371,0.60563,0.31187
24.22,0.1962,0.05373,0.60561,0.31188
24.23,0.1989,0.05374,0.60559,0.3119
24.24,0.2015,0.05376,0.60557,0.31191
24.25,0.2041,0.05378,0.60555,0.31193
24.26,0.2067,0.0538,0.60553,0.31195
24.27,0.2093,0.05382,0.60552,0.31196
24.28,0.2119,0.05384,0.6055,0.31198
24.29,0.2145,0.05385,0.60548,0.312
24.3,0.217,0.05387,0.60546,0.31201
24.31,0.2196,0.05389,0.60544,0.31203
24.32,0.2221,0.05391,0.60542,0.31205
24.33,0.2246,0.05393,0.6054,0.31206
24.34,0.2271,0.05394,0.60538,0.31208
24.35,0.2296,0.05396,0.60536,0.3121
24.36,0.2321,0.05398,0.60534,0.31211
24.37,0.2346,0.054,0.60531,0.31213
24.38,0.237,0.05401,0.60529,0.31215
24.39,0.2395,0.05403,0.60527,0.31216
24.4,0.2419,0.05405,0.60525,0.31218
24.41,0.2443,0.05407,0.60523,0.3122
24.42,0.2467,0.05408,0.60521,0.31221
24.43,0.2491,0.0541,0.60519,0.31223
24.44,0.2515,0.05412,0.60517,0.31225
24.45,0.2538,0.05413,0.60515,0.31226
24.46,0.2562,0.05415,0.60513,0.31228
24.47,0.2585,0.05417,0.60511,0.3123
24.48,0.2609,0.05418,0.60508,0.31232
24.49,0.2632,0.0542,0.60506,0.31233
24.5,0.2655,0.05422,0.60504,0.31235
24.51,0.2678,0.05423,0.60502,0.31237
24.52,0.27,0.05425,0.605,0.31239
24.53,0.2723,0.05427,0.60498,0.3124
24.54,0.2746,0.05428,0.60496,0.31242
24.55,0.2768,0.0543,0.60493,0.31244
24.56,0.279,0.05432,0.60491,0.31245
24.57,0.2812,0.05433,0.60489,0.31247
24.58,0.2834,0.05435,0.60487,0.31249
24.59,0.2856,0.05436,0.60485,0.31251
24.6,0.2878,0.05438,0.60482,0.31252
24.61,0.29,0.05439,0.6048,0.31254
24.62,0.2921,0.05441,0.60478,0.31256
24.63,0.2942,0.05443,0.60476,0.31258
24.64,0.2964,0.05444,0.60474,0.3126
24.65,0.2985,0.05446,0.60471,0.31261
24.66,0.3006,0.05447,0.60469,0.31263
24.67,0.3027,0.05449,0.60467,0.31265
24.68,0.3048,0.0545,0.60465,0.31267
24.69,0.3068,0.05452,0.60462,0.31268
24.7,0.3089,0.05453,0.6046,0.3127
24.71,0.3109,0.05455,0.60458,0.31272
24.72,0.3129,0.05456,0.60455,0.31274
24.73,0.3149,0.05458,0.60453,0.31276
24.74,0.3169,0.05459,0.60451,0.31277
24.75,0.3189,0.05461,0.60449,0.31279
24.76,0.3209,0.05462,0.60446,0.31281
24.77,0.3229,0.05464,0.60444,0.31283
24.78,0.3248,0.05465,0.60442,0.31285
24.79,0.3268,0.05466,0.60439,0.31286
24.8,0.3287,0.05468,0.60437,0.31288
24.81,0.3306,0.05469,0.60435,0.3129
24.82,0.3325,0.05471,0.60432,0.31292
24.83,0.3344,0.05472,0.6043,0.31294
24.84,0.3363,0.05474,0.60428,0.31295
24.85,0.3381,0.05475,0.60425,0.31297
24.86,0.34,0.05476,0.60423,0.31299
24.87,0.3418,0.05478,0.60421,0.31301
24.88,0.3437,0.05479,0.60418,0.31303
24.89,0.3455,0.0548,0.60416,0.31305
24.9,0.3473,0.05482,0.60413,0.31306
24.91,0.3491,0.05483,0.60411,0.31308
24.92,0.3508,0.05484,0.60409,0.3131
24.93,0.3526,0.05486,0.60406,0.31312
24.94,0.3544,0.05487,0.60404,0.31314
24.95,0.3561,0.05488,0.60402,0.31316
24.96,0.3578,0.0549,0.60399,0.31317
24.97,0.3596,0.05491,0.60397,0.31319
24.98,0.3613,0.05492,0.60394,0.31321
24.99,0.363,0.05494,0.60392,0.31323
25.0,0.3646,0.05495,0.60389,0.31325
25.01,0.3663,0.05496,0.60387,0.31327
25.02,0.368,0.05497,0.60385,0.31328
25.03,0.3696,0.05499,0.60382,0.3133
25.04,0.3712,0.055,0.6038,0.31332
25.05,0.3729,0.05501,0.60377,0.31334
25.06,0.3745,0.05502,0.60375,0.31336
25.07,0.3761,0.05503,0.60372,0.31338
25.08,0.3777,0.05505,0.6037,0.3134
25.09,0.3792,0.05506,0.60367,0.31341
25.1,0.3808,0.05507,0.60365,0.31343
25.11,0.3823,0.05508,0.60363,0.31345
25.12,0.3839,0.05509,0.6036,0.31347
25.13,0.3854,0.05511,0.60358,0.31349
25.14,0.3869,0.05512,0.60355,0.31351
25.15,0.3884,0.05513,0.60353,0.31353
25.16,0.3899,0.05514,0.6035,0.31354
25.17,0.3914,0.05515,0.60348,0.31356
25.18,0.3928,0.05516,0.60345,0.31358
25.19,0.3943,0.05518,0.60343,0.3136
25.2,0.3957,0.05519,0.6034,0.31362
25.21,0.3972,0.0552,0.60338,0.31364
25.22,0.3986,0.05521,0.60335,0.31366
25.23,0.4,0.05522,0.60333,0.31367
25.24,0.4014,0.05523,0.6033,0.31369
25.25,0.4028,0.05524,0.60328,0.31371
25.26,0.4041,0.05525,0.60325,0.31373
25.27,0.4055,0.05526,0.60323,0.31375
25.28,0.4068,0.05527,0.6032,0.31377
25.29,0.4082,0.05528,0.60318,0.31379
25.3,0.4095,0.05529,0.60315,0.3138
25.31,0.4108,0.0553,0.60313,0.31382
25.32,0.4121,0.05531,0.6031,0.31384
25.33,0.4134,0.05533,0.60308,0.31386
25.34,0.4147,0.05534,0.60305,0.31388
25.35,0.4159,0.05535,0.60302,0.3139
25.36,0.4172,0.05536,0.603,0.31392
25.37,0.4184,0.05537,0.60297,0.31394
25.38,0.4197,0.05537,0.60295,0.31395
25.39,0.4209,0.05538,0.60292,0.31397
25.4,0.4221,0.05539,0.6029,0.31399
25.41,0.4233,0.0554,0.60287,0.31401
25.42,0.4245,0.05541,0.60285,0.31403
25.43,0.4256,0.05542,0.60282,0.31405
25.44,0.4268,0.05543,0.6028,0.31407
25.45,0.4279,0.05544,0.60277,0.31409
25.46,0.4291,0.05545,0.60274,0.3141
25.47,0.4302,0.05546,0.60272,0.31412
25.48,0.4313,0.05547,0.60269,0.31414
25.49,0.4324,0.05548,0.60267,0.31416
25.5,0.4335,0.05549,0.60264,0.31418
25.51,0.4346,0.0555,0.60262,0.3142
25.52,0.4357,0.0555,0.60259,0.31422
25.53,0.4367,0.05551,0.60257,0.31424
25.54,0.4378,0.05552,0.60254,0.31425
25.55,0.4388,0.05553,0.60251,0.31427
25.56,0.4398,0.05554,0.60249,0.31429
25.57,0.4408,0.05555,0.60246,0.31431
25.58,0.4418,0.05556,0.60244,0.31433
25.59,0.4428,0.05556,0.60241,0.31435
25.6,0.4438,0.05557,0.60238,0.31437
25.61,0.4448,0.05558,0.60236,0.31438
25.62,0.4457,0.05559,0.60233,0.3144
25.63,0.4467,0.0556,0.60231,0.31442
25.64,0.4476,0.0556,0.60228,0.31444
25.65,0.4485,0.05561,0.60226,0.31446
25.66,0.4494,0.05562,0.60223,0.31448
25.67,0.4503,0.05563,0.6022,0.3145
25.68,0.4512,0.05564,0.60218,0.31451
25.69,0.4521,0.05564,0.60215,0.31453
25.7,0.453,0.05565,0.60213,0.31455
25.71,0.4538,0.05566,0.6021,0.31457
25.72,0.4547,0.05566,0.60207,0.31459
25.73,0.4555,0.05567,0.60205,0.31461
25.74,0.4563,0.05568,0.60202,0.31463
25.75,0.4571,0.05569,0.602,0.31464
25.76,0.4579,0.05569,0.60197,0.31466
25.77,0.4587,0.0557,0.60195,0.31468
25.78,0.4595,0.05571,0.60192,0.3147
25.79,0.4603,0.05571,0.60189,0.31472
25.8,0.461,0.05572,0.60187,0.31474
25.81,0.4618,0.05573,0.60184,0.31476
25.82,0.4625,0.05573,0.60182,0.31477
25.83,0.4633,0.05574,0.60179,0.31479
25.84,0.464,0.05575,0.60176,0.31481
25.85,0.4647,0.05575,0.60174,0.31483
25.86,0.4654,0.05576,0.60171,0.31485
25.87,0.4661,0.05577,0.60169,0.31487
25.88,0.4667,0.05577,0.60166,0.31488
25.89,0.4674,0.05578,0.60163,0.3149
25.9,0.468,0.05578,0.60161,0.31492
25.91,0.4687,0.05579,0.60158,0.31494
25.92,0.4693,0.0558,0.60156,0.31496
