t_ms,u_cat_D0.029,u_dog_D0.071
2.31116,1.222916,1.09672
2.31366,1.232417,1.101953
2.31616,1.241852,1.10715
2.31866,1.251218,1.112308
2.32116,1.260514,1.117427
2.32366,1.269737,1.122506
2.32616,1.278885,1.127542
2.32866,1.287955,1.132537
2.33117,1.296946,1.137487
2.33367,1.305856,1.142392
2.33617,1.314681,1.147251
2.33867,1.323421,1.152063
2.34117,1.332073,1.156827
2.34367,1.340635,1.161541
2.34617,1.349105,1.166205
2.34867,1.357481,1.170817
2.35118,1.365761,1.175377
2.35368,1.373943,1.179883
2.35618,1.382025,1.184335
2.35868,1.390005,1.188731
2.36118,1.397882,1.193071
2.36368,1.405653,1.197354
2.36618,1.413317,1.201578
2.36868,1.420872,1.205743
2.37119,1.428316,1.209848
2.37369,1.435647,1.213893
2.37619,1.442864,1.217875
2.37869,1.449965,1.221794
2.38119,1.456948,1.22565
2.38369,1.463812,1.229442
2.38619,1.470556,1.233169
2.38869,1.477176,1.236829
2.3912,1.483673,1.240423
2.3937,1.490045,1.24395
2.3962,1.496289,1.247409
2.3987,1.502406,1.250798
2.4012,1.508392,1.254119
2.4037,1.514248,1.257369
2.4062,1.519971,1.260548
2.4087,1.525561,1.263656
2.41121,1.531016,1.266692
2.41371,1.536334,1.269656
2.41621,1.541515,1.272546
2.41871,1.546558,1.275363
2.42121,1.551461,1.278105
2.42371,1.556224,1.280772
2.42621,1.560845,1.283365
2.42871,1.565323,1.285881
2.43122,1.569657,1.288321
2.43372,1.573847,1.290685
2.43622,1.577891,1.292972
2.43872,1.581789,1.295181
2.44122,1.585539,1.297313
2.44372,1.589142,1.299366
2.44622,1.592596,1.301341
2.44872,1.5959,1.303237
2.45123,1.599054,1.305054
2.45373,1.602058,1.306792
2.45623,1.60491,1.30845
2.45873,1.607609,1.310029
2.46123,1.610157,1.311527
2.46373,1.612551,1.312945
2.46623,1.614793,1.314283
2.46873,1.61688,1.31554
2.47124,1.618813,1.316717
2.47374,1.620591,1.317813
2.47624,1.622215,1.318828
2.47874,1.623683,1.319762
2.48124,1.624997,1.320615
2.48374,1.626154,1.321387
2.48624,1.627156,1.322078
2.48874,1.628003,1.322688
2.49125,1.628693,1.323217
2.49375,1.629228,1.323665
2.49625,1.629606,1.324032
2.49875,1.629829,1.324318
2.50125,1.629897,1.324524
2.50375,1.629808,1.324649
2.50625,1.629565,1.324694
2.50875,1.629166,1.324659
2.51126,1.628612,1.324544
2.51376,1.627904,1.324349
2.51626,1.627041,1.324074
2.51876,1.626024,1.32372
2.52126,1.624854,1.323287
2.52376,1.62353,1.322775
2.52626,1.622054,1.322184
2.52876,1.620425,1.321516
2.53127,1.618645,1.32077
2.53377,1.616714,1.319946
2.53627,1.614632,1.319045
2.53877,1.612401,1.318067
2.54127,1.61002,1.317013
2.54377,1.607491,1.315884
2.54627,1.604814,1.314679
2.54877,1.601991,1.313399
2.55128,1.599021,1.312044
2.55378,1.595907,1.310616
2.55628,1.592648,1.309114
2.55878,1.589246,1.307539
2.56128,1.585701,1.305892
2.56378,1.582015,1.304173
2.56628,1.578189,1.302383
2.56878,1.574224,1.300522
2.57129,1.570121,1.298592
2.57379,1.56588,1.296592
2.57629,1.561504,1.294523
2.57879,1.556994,1.292387
2.58129,1.55235,1.290183
2.58379,1.547574,1.287912
2.58629,1.542667,1.285575
2.58879,1.53763,1.283174
2.5913,1.532466,1.280707
2.5938,1.527175,1.278177
2.5963,1.521759,1.275585
2.5988,1.516219,1.272929
2.6013,1.510556,1.270213
2.6038,1.504773,1.267436
2.6063,1.498871,1.264599
2.6088,1.49285,1.261703
2.61131,1.486714,1.25875
2.61381,1.480463,1.255739
2.61631,1.4741,1.252671
2.61881,1.467625,1.249548
2.62131,1.461041,1.246371
2.62381,1.454349,1.24314
2.62631,1.447551,1.239856
2.62881,1.440649,1.236521
2.63132,1.433644,1.233134
2.63382,1.426539,1.229698
2.63632,1.419335,1.226213
2.63882,1.412035,1.222679
2.64132,1.404639,1.219099
2.64382,1.39715,1.215473
2.64632,1.38957,1.211801
2.64882,1.381901,1.208086
2.65133,1.374145,1.204328
2.65383,1.366304,1.200527
2.65633,1.358379,1.196686
2.65883,1.350373,1.192805
2.66133,1.342288,1.188885
2.66383,1.334127,1.184927
2.66633,1.32589,1.180932
2.66883,1.31758,1.176902
2.67134,1.3092,1.172837
2.67384,1.300751,1.168738
2.67634,1.292235,1.164608
2.67884,1.283656,1.160445
2.68134,1.275014,1.156253
2.68384,1.266312,1.152031
2.68634,1.257553,1.147782
2.68884,1.248738,1.143505
2.69135,1.23987,1.139203
2.69385,1.230951,1.134875
2.69635,1.221983,1.130525
2.69885,1.212968,1.126152
2.70135,1.203909,1.121757
2.70385,1.194809,1.117343
2.70635,1.185668,1.112909
2.70885,1.176491,1.108457
2.71136,1.167278,1.103989
2.71386,1.158032,1.099505
2.71636,1.148756,1.095007
2.71886,1.139452,1.090495
2.72136,1.130122,1.085971
2.72386,1.120768,1.081436
2.72636,1.111394,1.076891
2.72886,1.102,1.072337
2.73137,1.09259,1.067775
2.73387,1.083166,1.063208
2.73637,1.07373,1.058634
2.73887,1.064284,1.054057
2.74137,1.054831,1.049476
2.74387,1.045374,1.044894
2.74637,1.035914,1.04031
2.74887,1.026454,1.035728
2.75138,1.016996,1.031146
2.75388,1.007543,1.026567
2.75638,0.998096,1.021992
2.75888,0.988659,1.017422
2.76138,0.979233,1.012857
2.76388,0.969821,1.0083
2.76638,0.960426,1.003751
2.76888,0.951048,0.999211
2.77139,0.941692,0.994681
2.77389,0.932358,0.990163
2.77639,0.92305,0.985658
2.77889,0.91377,0.981166
2.78139,0.904519,0.976689
2.78389,0.8953,0.972228
2.78639,0.886116,0.967783
2.78889,0.876968,0.963357
2.7914,0.86786,0.958949
2.7939,0.858792,0.954562
2.7964,0.849767,0.950195
2.7989,0.840788,0.945851
2.8014,0.831857,0.941529
2.8039,0.822975,0.937232
2.8064,0.814145,0.93296
2.8089,0.805369,0.928714
2.81141,0.79665,0.924495
2.81391,0.787988,0.920304
2.81641,0.779387,0.916143
2.81891,0.770849,0.912011
2.82141,0.762375,0.90791
2.82391,0.753967,0.903841
2.82641,0.745628,0.899805
2.82891,0.737359,0.895803
2.83142,0.729163,0.891836
2.83392,0.721041,0.887904
2.83642,0.712996,0.884008
2.83892,0.705029,0.88015
2.84142,0.697142,0.87633
2.84392,0.689337,0.872549
2.84642,0.681616,0.868809
2.84892,0.673981,0.865108
2.85143,0.666433,0.86145
2.85393,0.658975,0.857834
2.85643,0.651607,0.854261
2.85893,0.644333,0.850732
2.86143,0.637153,0.847247
2.86393,0.630069,0.843809
2.86643,0.623083,0.840416
2.86893,0.616197,0.837071
2.87144,0.609412,0.833773
2.87394,0.602729,0.830523
2.87644,0.596151,0.827323
2.87894,0.589678,0.824172
2.88144,0.583313,0.821072
2.88394,0.577057,0.818023
2.88644,0.57091,0.815026
2.88894,0.564876,0.812081
2.89145,0.558954,0.809189
2.89395,0.553147,0.80635
2.89645,0.547455,0.803566
2.89895,0.54188,0.800836
2.90145,0.536424,0.798162
2.90395,0.531087,0.795544
2.90645,0.525871,0.792981
2.90895,0.520776,0.790476
2.91146,0.515805,0.788028
2.91396,0.510957,0.785638
2.91646,0.506235,0.783306
2.91896,0.50164,0.781032
2.92146,0.497171,0.778818
2.92396,0.492831,0.776663
2.92646,0.48862,0.774568
2.92896,0.484539,0.772534
2.93147,0.480589,0.77056
2.93397,0.476771,0.768647
2.93647,0.473086,0.766796
2.93897,0.469534,0.765006
2.94147,0.466116,0.763278
2.94397,0.462833,0.761613
2.94647,0.459686,0.76001
2.94897,0.456676,0.75847
2.95148,0.453802,0.756993
2.95398,0.451066,0.755579
2.95648,0.448467,0.754229
2.95898,0.446008,0.752942
2.96148,0.443687,0.751719
2.96398,0.441506,0.75056
2.96648,0.439465,0.749466
2.96898,0.437563,0.748435
2.97149,0.435803,0.747469
2.97399,0.434184,0.746567
2.97649,0.432705,0.74573
2.97899,0.431368,0.744958
2.98149,0.430173,0.74425
2.98399,0.429119,0.743607
2.98649,0.428208,0.743029
2.98899,0.427438,0.742515
2.9915,0.426811,0.742066
2.994,0.426325,0.741681
2.9965,0.425982,0.741362
2.999,0.42578,0.741106
3.0015,0.425721,0.740915
3.004,0.425803,0.740789
3.0065,0.426027,0.740727
3.009,0.426393,0.740728
3.01151,0.426899,0.740794
3.01401,0.427547,0.740924
3.01651,0.428336,0.741117
3.01901,0.429265,0.741374
3.02151,0.430334,0.741694
3.02401,0.431542,0.742076
3.02651,0.43289,0.742522
3.02901,0.434377,0.74303
3.03152,0.436002,0.743601
3.03402,0.437764,0.744233
3.03652,0.439664,0.744927
3.03902,0.4417,0.745683
3.04152,0.443872,0.746499
3.04402,0.44618,0.747376
3.04652,0.448622,0.748314
3.04902,0.451198,0.749311
3.05153,0.453907,0.750369
3.05403,0.456749,0.751485
3.05653,0.459721,0.75266
3.05903,0.462825,0.753894
3.06153,0.466058,0.755185
3.06403,0.46942,0.756534
3.06653,0.47291,0.75794
3.06903,0.476527,0.759403
3.07154,0.48027,0.760922
3.07404,0.484137,0.762496
3.07654,0.488129,0.764125
3.07904,0.492243,0.765809
3.08154,0.496478,0.767547
3.08404,0.500834,0.769338
3.08654,0.50531,0.771183
3.08904,0.509903,0.773079
3.09155,0.514613,0.775027
3.09405,0.519438,0.777027
3.09655,0.524378,0.779077
3.09905,0.52943,0.781176
3.10155,0.534594,0.783326
3.10405,0.539868,0.785523
3.10655,0.545251,0.787769
3.10905,0.550741,0.790062
3.11156,0.556337,0.792402
3.11406,0.562037,0.794787
3.11656,0.56784,0.797218
3.11906,0.573745,0.799694
3.12156,0.579749,0.802213
3.12406,0.585851,0.804776
3.12656,0.59205,0.807381
3.12906,0.598344,0.810027
3.13157,0.604731,0.812715
3.13407,0.61121,0.815443
3.13657,0.617779,0.81821
3.13907,0.624437,0.821015
3.14157,0.63118,0.823859
3.14407,0.638009,0.82674
3.14657,0.644921,0.829657
3.14907,0.651914,0.832609
3.15158,0.658986,0.835597
3.15408,0.666136,0.838618
3.15658,0.673362,0.841672
3.15908,0.680662,0.844758
3.16158,0.688034,0.847876
3.16408,0.695476,0.851024
3.16658,0.702987,0.854202
3.16908,0.710563,0.857408
3.17159,0.718205,0.860643
3.17409,0.725909,0.863905
3.17659,0.733673,0.867193
3.17909,0.741496,0.870506
3.18159,0.749375,0.873844
3.18409,0.757309,0.877206
3.18659,0.765296,0.880591
3.18909,0.773333,0.883997
3.1916,0.781419,0.887424
3.1941,0.789551,0.890871
3.1966,0.797728,0.894338
3.1991,0.805947,0.897823
3.2016,0.814207,0.901325
3.2041,0.822504,0.904844
3.2066,0.830838,0.908378
3.2091,0.839206,0.911927
3.21161,0.847606,0.91549
3.21411,0.856035,0.919065
3.21661,0.864493,0.922653
3.21911,0.872976,0.926251
3.22161,0.881482,0.92986
3.22411,0.89001,0.933478
3.22661,0.898557,0.937104
3.22911,0.907122,0.940738
3.23162,0.915701,0.944378
3.23412,0.924293,0.948023
3.23662,0.932896,0.951674
3.23912,0.941508,0.955328
3.24162,0.950126,0.958985
3.24412,0.958749,0.962643
3.24662,0.967373,0.966303
3.24912,0.975998,0.969963
3.25163,0.984621,0.973622
3.25413,0.993239,0.977279
3.25663,1.001852,0.980934
3.25913,1.010456,0.984585
3.26163,1.019049,0.988232
3.26413,1.02763,0.991874
3.26663,1.036195,0.995509
3.26913,1.044744,0.999138
3.27164,1.053275,1.002758
3.27414,1.061784,1.00637
3.27664,1.07027,1.009972
3.27914,1.07873,1.013563
3.28164,1.087164,1.017144
3.28414,1.095568,1.020711
3.28664,1.103941,1.024266
3.28914,1.112281,1.027807
3.29165,1.120585,1.031333
3.29415,1.128851,1.034843
3.29665,1.137078,1.038337
3.29915,1.145264,1.041814
3.30165,1.153406,1.045272
3.30415,1.161503,1.048711
3.30665,1.169553,1.052131
3.30915,1.177553,1.055531
3.31166,1.185502,1.058908
3.31416,1.193398,1.062264
3.31666,1.201239,1.065597
3.31916,1.209023,1.068907
3.32166,1.216748,1.072191
3.32416,1.224412,1.075451
3.32666,1.232014,1.078685
3.32916,1.239552,1.081892
3.33167,1.247024,1.085072
3.33417,1.254427,1.088223
3.33667,1.261761,1.091346
3.33917,1.269024,1.094439
3.34167,1.276214,1.097502
3.34417,1.283328,1.100534
3.34667,1.290366,1.103535
3.34917,1.297326,1.106503
3.35168,1.304207,1.109438
3.35418,1.311005,1.11234
3.35668,1.317721,1.115207
3.35918,1.324352,1.11804
3.36168,1.330897,1.120837
3.36418,1.337354,1.123598
3.36668,1.343722,1.126322
3.36918,1.349999,1.129009
3.37169,1.356184,1.131659
3.37419,1.362275,1.134269
3.37669,1.368271,1.136841
3.37919,1.374171,1.139373
3.38169,1.379973,1.141866
3.38419,1.385675,1.144317
3.38669,1.391278,1.146728
3.38919,1.396778,1.149097
3.3917,1.402176,1.151424
3.3942,1.407469,1.153708
3.3967,1.412656,1.155949
3.3992,1.417737,1.158147
3.4017,1.422711,1.160301
3.4042,1.427575,1.16241
3.4067,1.432329,1.164475
3.4092,1.436972,1.166494
3.41171,1.441503,1.168468
3.41421,1.445921,1.170396
3.41671,1.450224,1.172277
3.41921,1.454413,1.174112
3.42171,1.458485,1.1759
3.42421,1.462441,1.17764
3.42671,1.466278,1.179332
3.42921,1.469997,1.180977
3.43172,1.473597,1.182573
3.43422,1.477076,1.18412
3.43672,1.480435,1.185619
3.43922,1.483671,1.187069
3.44172,1.486785,1.188469
3.44422,1.489776,1.189819
3.44672,1.492644,1.19112
3.44922,1.495387,1.19237
3.45173,1.498005,1.19357
3.45423,1.500498,1.19472
3.45673,1.502866,1.195819
3.45923,1.505106,1.196868
3.46173,1.50722,1.197865
3.46423,1.509207,1.198812
3.46673,1.511067,1.199707
3.46923,1.512798,1.200551
3.47174,1.514401,1.201344
3.47424,1.515876,1.202085
3.47674,1.517222,1.202775
3.47924,1.518439,1.203413
3.48174,1.519528,1.203999
3.48424,1.520486,1.204534
3.48674,1.521316,1.205017
3.48924,1.522016,1.205449
3.49175,1.522586,1.205829
3.49425,1.523027,1.206157
3.49675,1.523338,1.206433
3.49925,1.52352,1.206658
3.50175,1.523573,1.206832
3.50425,1.523496,1.206954
3.50675,1.52329,1.207025
3.50925,1.522955,1.207045
3.51176,1.522491,1.207013
3.51426,1.521899,1.206931
3.51676,1.521178,1.206797
3.51926,1.520329,1.206613
3.52176,1.519353,1.206379
3.52426,1.51825,1.206094
3.52676,1.517019,1.205758
3.52926,1.515662,1.205373
3.53177,1.514179,1.204938
3.53427,1.51257,1.204453
3.53677,1.510837,1.203919
3.53927,1.508978,1.203336
3.54177,1.506996,1.202704
3.54427,1.504891,1.202024
3.54677,1.502663,1.201295
3.54927,1.500312,1.200518
3.55178,1.497841,1.199693
3.55428,1.495249,1.198821
3.55678,1.492537,1.197902
3.55928,1.489706,1.196936
3.56178,1.486756,1.195924
3.56428,1.48369,1.194866
3.56678,1.480506,1.193762
3.56928,1.477207,1.192612
3.57179,1.473793,1.191418
3.57429,1.470266,1.190179
3.57679,1.466625,1.188896
3.57929,1.462873,1.187569
3.58179,1.45901,1.186199
3.58429,1.455037,1.184786
3.58679,1.450955,1.183331
3.58929,1.446766,1.181834
3.5918,1.442471,1.180295
3.5943,1.43807,1.178715
3.5968,1.433565,1.177095
3.5993,1.428958,1.175434
3.6018,1.424248,1.173734
3.6043,1.419439,1.171995
3.6068,1.41453,1.170218
3.6093,1.409523,1.168402
3.61181,1.40442,1.166549
3.61431,1.399222,1.164659
3.61681,1.39393,1.162733
3.61931,1.388546,1.16077
3.62181,1.38307,1.158773
3.62431,1.377506,1.156741
3.62681,1.371853,1.154675
3.62931,1.366113,1.152575
3.63182,1.360289,1.150442
3.63432,1.354381,1.148277
3.63682,1.348391,1.14608
3.63932,1.34232,1.143852
3.64182,1.336171,1.141594
3.64432,1.329944,1.139306
3.64682,1.323642,1.136988
3.64932,1.317265,1.134642
3.65183,1.310816,1.132268
3.65433,1.304297,1.129867
3.65683,1.297708,1.127439
3.65933,1.291052,1.124985
3.66183,1.28433,1.122505
3.66433,1.277544,1.120001
3.66683,1.270696,1.117474
3.66933,1.263787,1.114922
3.67184,1.25682,1.112348
3.67434,1.249795,1.109752
3.67684,1.242716,1.107135
3.67934,1.235583,1.104498
3.68184,1.228398,1.10184
3.68434,1.221164,1.099163
3.68684,1.213882,1.096468
3.68934,1.206554,1.093755
3.69185,1.199181,1.091025
3.69435,1.191767,1.088279
3.69685,1.184311,1.085517
3.69935,1.176818,1.08274
3.70185,1.169287,1.079949
3.70435,1.161721,1.077145
3.70685,1.154123,1.074328
3.70935,1.146494,1.071498
3.71186,1.138835,1.068658
3.71436,1.13115,1.065807
3.71686,1.123439,1.062946
3.71936,1.115704,1.060076
3.72186,1.107948,1.057197
3.72436,1.100173,1.054311
3.72686,1.09238,1.051418
3.72936,1.084572,1.048519
3.73187,1.07675,1.045614
3.73437,1.068916,1.042705
3.73687,1.061073,1.039791
3.73937,1.053221,1.036875
3.74187,1.045364,1.033955
3.74437,1.037503,1.031034
3.74687,1.02964,1.028112
3.74937,1.021777,1.02519
3.75188,1.013915,1.022267
3.75438,1.006058,1.019346
3.75688,0.998206,1.016427
3.75938,0.990362,1.01351
3.76188,0.982528,1.010596
3.76438,0.974705,1.007686
3.76688,0.966895,1.004781
3.76938,0.959101,1.001881
3.77189,0.951325,0.998987
3.77439,0.943567,0.9961
3.77689,0.935831,0.993221
3.77939,0.928117,0.990349
3.78189,0.920429,0.987487
3.78439,0.912767,0.984634
3.78689,0.905134,0.981791
3.78939,0.897531,0.978958
3.7919,0.889961,0.976138
3.7944,0.882424,0.97333
3.7969,0.874924,0.970534
3.7994,0.867462,0.967752
3.8019,0.860039,0.964984
3.8044,0.852658,0.962232
3.8069,0.845319,0.959494
3.8094,0.838026,0.956773
3.81191,0.83078,0.954068
3.81441,0.823582,0.951381
3.81691,0.816434,0.948712
3.81941,0.809338,0.946062
3.82191,0.802296,0.943431
3.82441,0.795309,0.940819
3.82691,0.788379,0.938228
3.82941,0.781507,0.935659
3.83192,0.774696,0.93311
3.83442,0.767947,0.930584
3.83692,0.761261,0.928081
3.83942,0.754641,0.925601
3.84192,0.748087,0.923145
3.84442,0.741602,0.920714
3.84692,0.735186,0.918308
3.84942,0.728841,0.915927
3.85193,0.72257,0.913572
3.85443,0.716372,0.911244
3.85693,0.710251,0.908943
3.85943,0.704206,0.906669
3.86193,0.69824,0.904424
3.86443,0.692354,0.902207
3.86693,0.68655,0.90002
3.86943,0.680828,0.897861
3.87194,0.67519,0.895733
3.87444,0.669638,0.893636
3.87694,0.664173,0.891569
3.87944,0.658795,0.889534
3.88194,0.653507,0.887531
3.88444,0.648309,0.88556
3.88694,0.643202,0.883621
3.88944,0.638189,0.881716
3.89195,0.633269,0.879844
3.89445,0.628445,0.878006
3.89695,0.623716,0.876202
3.89945,0.619085,0.874433
3.90195,0.614552,0.872698
3.90445,0.610119,0.870999
3.90695,0.605786,0.869336
3.90945,0.601554,0.867708
3.91196,0.597425,0.866117
3.91446,0.593398,0.864562
3.91696,0.589476,0.863045
3.91946,0.585659,0.861564
3.92196,0.581948,0.860121
3.92446,0.578343,0.858716
3.92696,0.574846,0.857349
3.92946,0.571456,0.85602
3.93197,0.568176,0.854729
3.93447,0.565006,0.853477
3.93697,0.561945,0.852265
3.93947,0.558996,0.851091
3.94197,0.556158,0.849957
3.94447,0.553433,0.848862
3.94697,0.55082,0.847807
3.94947,0.548321,0.846792
3.95198,0.545935,0.845817
3.95448,0.543664,0.844882
3.95698,0.541507,0.843988
3.95948,0.539466,0.843134
3.96198,0.53754,0.84232
3.96448,0.53573,0.841548
3.96698,0.534036,0.840816
3.96948,0.532459,0.840125
3.97199,0.530999,0.839475
3.97449,0.529656,0.838867
3.97699,0.528431,0.838299
3.97949,0.527322,0.837772
3.98199,0.526332,0.837287
3.98449,0.52546,0.836843
3.98699,0.524705,0.83644
3.98949,0.524068,0.836079
3.992,0.52355,0.835758
3.9945,0.52315,0.835479
3.997,0.522867,0.835241
3.9995,0.522703,0.835045
4.002,0.522657,0.834889
4.0045,0.522728,0.834775
4.007,0.522918,0.834701
4.0095,0.523225,0.834669
4.01201,0.523649,0.834677
4.01451,0.524191,0.834726
4.01701,0.524849,0.834816
4.01951,0.525625,0.834946
4.02201,0.526516,0.835117
4.02451,0.527524,0.835328
4.02701,0.528648,0.835579
4.02951,0.529886,0.835871
4.03202,0.53124,0.836202
4.03452,0.532708,0.836572
4.03702,0.53429,0.836982
4.03952,0.535986,0.837432
4.04202,0.537795,0.837921
4.04452,0.539716,0.838448
4.04702,0.541749,0.839014
4.04952,0.543893,0.839619
4.05203,0.546147,0.840262
4.05453,0.548512,0.840942
4.05703,0.550986,0.841661
4.05953,0.553569,0.842417
4.06203,0.556259,0.84321
4.06453,0.559057,0.84404
4.06703,0.56196,0.844907
4.06953,0.56497,0.84581
4.07204,0.568083,0.846749
4.07454,0.571301,0.847723
4.07704,0.574621,0.848733
4.07954,0.578044,0.849779
4.08204,0.581567,0.850858
4.08454,0.58519,0.851973
4.08704,0.588913,0.853121
4.08954,0.592733,0.854303
4.09205,0.596651,0.855518
4.09455,0.600664,0.856766
4.09705,0.604773,0.858047
4.09955,0.608975,0.859359
4.10205,0.61327,0.860704
4.10455,0.617656,0.86208
4.10705,0.622132,0.863487
4.10955,0.626698,0.864924
4.11206,0.631352,0.866391
4.11456,0.636092,0.867889
4.11706,0.640918,0.869415
4.11956,0.645828,0.87097
4.12206,0.650821,0.872554
4.12456,0.655896,0.874165
4.12706,0.66105,0.875804
4.12956,0.666284,0.87747
4.13207,0.671595,0.879162
4.13457,0.676983,0.88088
4.13707,0.682445,0.882624
4.13957,0.68798,0.884393
4.14207,0.693588,0.886186
4.14457,0.699266,0.888004
4.14707,0.705012,0.889845
4.14957,0.710827,0.891709
4.15208,0.716707,0.893595
4.15458,0.722652,0.895504
4.15708,0.72866,0.897434
4.15958,0.734729,0.899385
4.16208,0.740859,0.901357
4.16458,0.747046,0.903348
4.16708,0.75329,0.905359
4.16958,0.75959,0.907389
4.17209,0.765943,0.909437
4.17459,0.772347,0.911503
4.17709,0.778802,0.913586
4.17959,0.785306,0.915685
4.18209,0.791857,0.917801
4.18459,0.798453,0.919932
4.18709,0.805093,0.922078
4.18959,0.811774,0.924239
4.1921,0.818496,0.926413
4.1946,0.825257,0.928601
4.1971,0.832054,0.930801
4.1996,0.838887,0.933014
4.2021,0.845753,0.935238
4.2046,0.852651,0.937473
4.2071,0.859579,0.939719
4.2096,0.866535,0.941974
4.21211,0.873518,0.944239
4.21461,0.880525,0.946512
4.21711,0.887555,0.948794
4.21961,0.894607,0.951082
4.22211,0.901678,0.953378
4.22461,0.908767,0.95568
4.22711,0.915872,0.957988
4.22961,0.922991,0.960302
4.23212,0.930123,0.962619
4.23462,0.937265,0.964941
4.23712,0.944416,0.967266
4.23962,0.951574,0.969595
4.24212,0.958738,0.971925
4.24462,0.965905,0.974257
4.24712,0.973074,0.97659
4.24962,0.980243,0.978924
4.25213,0.98741,0.981258
4.25463,0.994574,0.983591
4.25713,1.001732,0.985923
4.25963,1.008883,0.988253
4.26213,1.016026,0.990581
4.26463,1.023158,0.992906
4.26713,1.030278,0.995227
4.26963,1.037383,0.997544
4.27214,1.044473,0.999857
4.27464,1.051545,1.002165
4.27714,1.058598,1.004467
4.27964,1.06563,1.006763
4.28214,1.07264,1.009052
4.28464,1.079625,1.011333
4.28714,1.086584,1.013607
4.28964,1.093515,1.015872
4.29215,1.100416,1.018128
4.29465,1.107287,1.020375
4.29715,1.114124,1.022611
4.29965,1.120927,1.024837
4.30215,1.127694,1.027052
4.30465,1.134423,1.029255
4.30715,1.141113,1.031447
4.30965,1.147762,1.033625
4.31216,1.154368,1.03579
4.31466,1.16093,1.037942
4.31716,1.167446,1.040079
4.31966,1.173914,1.042202
4.32216,1.180334,1.044309
4.32466,1.186704,1.046401
4.32716,1.193021,1.048477
4.32966,1.199285,1.050536
4.33217,1.205494,1.052578
4.33467,1.211646,1.054602
4.33717,1.217741,1.056609
4.33967,1.223776,1.058597
4.34217,1.22975,1.060566
4.34467,1.235662,1.062515
4.34717,1.241511,1.064445
4.34967,1.247294,1.066355
4.35218,1.253011,1.068244
4.35468,1.25866,1.070112
4.35718,1.264241,1.071958
4.35968,1.26975,1.073783
4.36218,1.275189,1.075585
4.36468,1.280554,1.077365
4.36718,1.285845,1.079121
4.36968,1.29106,1.080854
4.37219,1.296199,1.082564
4.37469,1.30126,1.084249
4.37719,1.306242,1.085909
4.37969,1.311143,1.087545
4.38219,1.315964,1.089155
4.38469,1.320702,1.09074
4.38719,1.325356,1.092298
4.38969,1.329926,1.093831
4.3922,1.33441,1.095337
4.3947,1.338807,1.096816
4.3972,1.343117,1.098267
4.3997,1.347338,1.099692
4.4022,1.351469,1.101088
4.4047,1.35551,1.102457
4.4072,1.359459,1.103797
4.4097,1.363316,1.105108
4.41221,1.36708,1.106391
4.41471,1.370749,1.107644
4.41721,1.374324,1.108868
4.41971,1.377803,1.110063
4.42221,1.381185,1.111227
4.42471,1.38447,1.112362
4.42721,1.387657,1.113466
4.42971,1.390746,1.11454
4.43222,1.393735,1.115583
4.43472,1.396624,1.116596
4.43722,1.399413,1.117577
4.43972,1.402101,1.118527
4.44222,1.404686,1.119446
4.44472,1.40717,1.120333
4.44722,1.409551,1.121189
4.44972,1.411828,1.122012
4.45223,1.414002,1.122804
4.45473,1.416071,1.123564
4.45723,1.418036,1.124291
4.45973,1.419895,1.124987
4.46223,1.42165,1.125649
4.46473,1.423298,1.12628
4.46723,1.424841,1.126878
4.46973,1.426277,1.127443
4.47224,1.427607,1.127975
4.47474,1.42883,1.128475
4.47724,1.429946,1.128942
4.47974,1.430955,1.129376
4.48224,1.431856,1.129777
4.48474,1.43265,1.130145
4.48724,1.433337,1.13048
4.48974,1.433916,1.130782
4.49225,1.434387,1.131052
4.49475,1.434751,1.131288
4.49725,1.435007,1.131492
4.49975,1.435155,1.131662
4.50225,1.435196,1.1318
4.50475,1.435129,1.131905
4.50725,1.434955,1.131977
4.50975,1.434673,1.132016
4.51226,1.434285,1.132023
4.51476,1.43379,1.131997
4.51726,1.433188,1.131939
4.51976,1.43248,1.131848
4.52226,1.431665,1.131725
4.52476,1.430745,1.13157
4.52726,1.429719,1.131383
4.52976,1.428589,1.131163
4.53227,1.427353,1.130912
4.53477,1.426013,1.130629
4.53727,1.424569,1.130314
4.53977,1.423022,1.129968
4.54227,1.421372,1.129591
4.54477,1.419619,1.129182
4.54727,1.417764,1.128743
4.54977,1.415808,1.128273
4.55228,1.413751,1.127772
4.55478,1.411594,1.127241
4.55728,1.409337,1.12668
4.55978,1.406981,1.126088
4.56228,1.404527,1.125467
4.56478,1.401975,1.124816
4.56728,1.399326,1.124136
4.56978,1.396581,1.123427
4.57229,1.393741,1.122689
4.57479,1.390807,1.121923
4.57729,1.387778,1.121128
4.57979,1.384657,1.120305
4.58229,1.381443,1.119454
4.58479,1.378138,1.118575
4.58729,1.374743,1.117669
4.58979,1.371259,1.116737
4.5923,1.367686,1.115777
4.5948,1.364026,1.114791
4.5973,1.360279,1.113779
4.5998,1.356447,1.112742
4.6023,1.35253,1.111678
4.6048,1.34853,1.11059
4.6073,1.344448,1.109477
4.6098,1.340284,1.108339
4.61231,1.33604,1.107177
4.61481,1.331717,1.105991
4.61731,1.327317,1.104782
4.61981,1.322839,1.103549
4.62231,1.318286,1.102294
4.62481,1.313659,1.101017
4.62731,1.308958,1.099717
4.62981,1.304185,1.098396
4.63232,1.299342,1.097053
4.63482,1.29443,1.095689
4.63732,1.289449,1.094305
4.63982,1.284401,1.092901
