f_Hz,H_cat,H_dog
2386.99,0.212773,0.21231
2389.44,0.212245,0.211784
2391.9,0.211718,0.211259
2394.35,0.211194,0.210737
2396.8,0.210671,0.210217
2399.25,0.210151,0.209699
2401.7,0.209632,0.209183
2404.15,0.209116,0.208669
2406.6,0.208601,0.208157
2409.05,0.208089,0.207647
2411.51,0.207579,0.207139
2413.96,0.20707,0.206633
2416.41,0.206564,0.206129
2418.86,0.206059,0.205627
2421.31,0.205557,0.205127
2423.76,0.205056,0.204629
2426.21,0.204558,0.204132
2428.66,0.204061,0.203638
2431.12,0.203566,0.203145
2433.57,0.203073,0.202654
2436.02,0.202582,0.202166
2438.47,0.202093,0.201679
2440.92,0.201606,0.201193
2443.37,0.201121,0.20071
2445.82,0.200637,0.200229
2448.27,0.200155,0.199749
2450.73,0.199675,0.199271
2453.18,0.199197,0.198795
2455.63,0.198721,0.198321
2458.08,0.198246,0.197849
2460.53,0.197774,0.197378
2462.98,0.197303,0.196909
2465.43,0.196834,0.196442
2467.88,0.196366,0.195977
2470.34,0.195901,0.195513
2472.79,0.195437,0.195051
2475.24,0.194975,0.194591
2477.69,0.194514,0.194133
2480.14,0.194056,0.193676
2482.59,0.193599,0.193221
2485.04,0.193143,0.192767
2487.49,0.19269,0.192316
2489.94,0.192238,0.191866
2492.4,0.191788,0.191417
2494.85,0.191339,0.190971
2497.3,0.190892,0.190526
2499.75,0.190447,0.190082
2502.2,0.190003,0.18964
2504.65,0.189561,0.1892
2507.1,0.189121,0.188762
2509.55,0.188682,0.188325
2512.01,0.188245,0.187889
2514.46,0.187809,0.187455
2516.91,0.187375,0.187023
2519.36,0.186943,0.186593
2521.81,0.186512,0.186163
2524.26,0.186083,0.185736
2526.71,0.185655,0.18531
2529.16,0.185229,0.184885
2531.62,0.184804,0.184463
2534.07,0.184381,0.184041
2536.52,0.18396,0.183621
2538.97,0.18354,0.183203
2541.42,0.183121,0.182786
2543.87,0.182704,0.182371
2546.32,0.182289,0.181957
2548.77,0.181875,0.181544
2551.23,0.181462,0.181133
2553.68,0.181051,0.180724
2556.13,0.180641,0.180316
2558.58,0.180233,0.179909
2561.03,0.179826,0.179504
2563.48,0.179421,0.1791
2565.93,0.179017,0.178698
2568.38,0.178615,0.178297
2570.84,0.178214,0.177898
2573.29,0.177814,0.1775
2575.74,0.177416,0.177103
2578.19,0.17702,0.176708
2580.64,0.176624,0.176314
2583.09,0.17623,0.175922
2585.54,0.175838,0.17553
2587.99,0.175446,0.175141
2590.45,0.175057,0.174752
2592.9,0.174668,0.174365
2595.35,0.174281,0.17398
2597.8,0.173895,0.173595
2600.25,0.173511,0.173212
2602.7,0.173128,0.172831
2605.15,0.172746,0.17245
2607.6,0.172365,0.172071
2610.06,0.171986,0.171693
2612.51,0.171609,0.171317
2614.96,0.171232,0.170942
2617.41,0.170857,0.170568
2619.86,0.170483,0.170195
2622.31,0.17011,0.169824
2624.76,0.169739,0.169454
2627.21,0.169369,0.169085
2629.66,0.169,0.168718
2632.12,0.168632,0.168352
2634.57,0.168266,0.167987
2637.02,0.167901,0.167623
2639.47,0.167537,0.16726
2641.92,0.167175,0.166899
2644.37,0.166813,0.166539
2646.82,0.166453,0.16618
2649.27,0.166094,0.165823
2651.73,0.165737,0.165466
2654.18,0.16538,0.165111
2656.63,0.165025,0.164757
2659.08,0.164671,0.164404
2661.53,0.164318,0.164052
2663.98,0.163966,0.163702
2666.43,0.163616,0.163353
2668.88,0.163266,0.163004
2671.34,0.162918,0.162657
2673.79,0.162571,0.162312
2676.24,0.162225,0.161967
2678.69,0.161881,0.161623
2681.14,0.161537,0.161281
2683.59,0.161195,0.16094
2686.04,0.160854,0.1606
2688.49,0.160513,0.160261
2690.95,0.160174,0.159923
2693.4,0.159837,0.159586
2695.85,0.1595,0.15925
2698.3,0.159164,0.158916
2700.75,0.15883,0.158582
2703.2,0.158496,0.15825
2705.65,0.158164,0.157919
2708.1,0.157833,0.157589
2710.56,0.157502,0.15726
2713.01,0.157173,0.156932
2715.46,0.156845,0.156605
2717.91,0.156518,0.156279
2720.36,0.156192,0.155954
2722.81,0.155868,0.15563
2725.26,0.155544,0.155308
2727.71,0.155221,0.154986
2730.17,0.154899,0.154665
2732.62,0.154579,0.154346
2735.07,0.154259,0.154027
2737.52,0.153941,0.15371
2739.97,0.153623,0.153393
2742.42,0.153307,0.153078
2744.87,0.152991,0.152763
2747.32,0.152677,0.15245
2749.77,0.152363,0.152137
2752.23,0.152051,0.151826
2754.68,0.15174,0.151515
2757.13,0.151429,0.151206
2759.58,0.15112,0.150897
2762.03,0.150811,0.15059
2764.48,0.150504,0.150283
2766.93,0.150197,0.149978
2769.38,0.149892,0.149673
2771.84,0.149587,0.14937
2774.29,0.149284,0.149067
2776.74,0.148981,0.148765
2779.19,0.148679,0.148465
2781.64,0.148379,0.148165
2784.09,0.148079,0.147866
2786.54,0.14778,0.147568
2788.99,0.147482,0.147271
2791.45,0.147185,0.146975
2793.9,0.146889,0.14668
2796.35,0.146594,0.146386
2798.8,0.1463,0.146093
2801.25,0.146007,0.1458
2803.7,0.145715,0.145509
2806.15,0.145423,0.145219
2808.6,0.145133,0.144929
2811.06,0.144843,0.14464
2813.51,0.144555,0.144352
2815.96,0.144267,0.144066
2818.41,0.14398,0.14378
2820.86,0.143694,0.143494
2823.31,0.143409,0.14321
2825.76,0.143125,0.142927
2828.21,0.142841,0.142644
2830.67,0.142559,0.142363
2833.12,0.142277,0.142082
2835.57,0.141997,0.141802
2838.02,0.141717,0.141523
2840.47,0.141438,0.141245
2842.92,0.14116,0.140967
2845.37,0.140882,0.140691
2847.82,0.140606,0.140415
2850.28,0.14033,0.140141
2852.73,0.140056,0.139867
2855.18,0.139782,0.139593
2857.63,0.139509,0.139321
2860.08,0.139236,0.13905
2862.53,0.138965,0.138779
2864.98,0.138694,0.138509
2867.43,0.138425,0.13824
2869.88,0.138156,0.137972
2872.34,0.137888,0.137705
2874.79,0.13762,0.137438
2877.24,0.137354,0.137172
2879.69,0.137088,0.136907
2882.14,0.136823,0.136643
2884.59,0.136559,0.13638
2887.04,0.136296,0.136117
2889.49,0.136033,0.135855
2891.95,0.135771,0.135594
2894.4,0.135511,0.135334
2896.85,0.13525,0.135075
2899.3,0.134991,0.134816
2901.75,0.134732,0.134558
2904.2,0.134475,0.134301
2906.65,0.134217,0.134045
2909.1,0.133961,0.133789
2911.56,0.133706,0.133534
2914.01,0.133451,0.13328
2916.46,0.133197,0.133027
2918.91,0.132944,0.132774
2921.36,0.132691,0.132522
2923.81,0.132439,0.132271
2926.26,0.132188,0.132021
2928.71,0.131938,0.131771
2931.17,0.131688,0.131522
2933.62,0.131439,0.131274
2936.07,0.131191,0.131027
2938.52,0.130944,0.13078
2940.97,0.130697,0.130534
2943.42,0.130451,0.130289
2945.87,0.130206,0.130044
2948.32,0.129962,0.1298
2950.78,0.129718,0.129557
2953.23,0.129475,0.129315
2955.68,0.129233,0.129073
2958.13,0.128991,0.128832
2960.58,0.12875,0.128592
2963.03,0.12851,0.128352
2965.48,0.12827,0.128113
2967.93,0.128031,0.127875
2970.39,0.127793,0.127637
2972.84,0.127556,0.127401
2975.29,0.127319,0.127164
2977.74,0.127083,0.126929
2980.19,0.126847,0.126694
2982.64,0.126613,0.12646
2985.09,0.126379,0.126227
2987.54,0.126145,0.125994
2989.99,0.125913,0.125762
2992.45,0.125681,0.12553
2994.9,0.125449,0.125299
2997.35,0.125218,0.125069
2999.8,0.124988,0.12484
3002.25,0.124759,0.124611
3004.7,0.12453,0.124383
3007.15,0.124302,0.124155
3009.6,0.124075,0.123928
3012.06,0.123848,0.123702
3014.51,0.123622,0.123476
3016.96,0.123396,0.123251
3019.41,0.123171,0.123027
3021.86,0.122947,0.122803
3024.31,0.122723,0.12258
3026.76,0.1225,0.122358
3029.21,0.122278,0.122136
3031.67,0.122056,0.121915
3034.12,0.121835,0.121694
3036.57,0.121615,0.121474
3039.02,0.121395,0.121255
3041.47,0.121176,0.121036
3043.92,0.120957,0.120818
3046.37,0.120739,0.120601
3048.82,0.120522,0.120384
3051.28,0.120305,0.120168
3053.73,0.120089,0.119952
3056.18,0.119873,0.119737
3058.63,0.119658,0.119522
3061.08,0.119444,0.119309
3063.53,0.11923,0.119095
3065.98,0.119017,0.118883
3068.43,0.118804,0.11867
3070.89,0.118592,0.118459
3073.34,0.118381,0.118248
3075.79,0.11817,0.118038
3078.24,0.117959,0.117828
3080.69,0.11775,0.117619
3083.14,0.117541,0.11741
3085.59,0.117332,0.117202
3088.04,0.117124,0.116995
3090.5,0.116917,0.116788
3092.95,0.11671,0.116581
3095.4,0.116504,0.116376
3097.85,0.116298,0.11617
3100.3,0.116093,0.115966
3102.75,0.115888,0.115762
3105.2,0.115684,0.115558
3107.65,0.115481,0.115355
3110.11,0.115278,0.115153
3112.56,0.115076,0.114951
3115.01,0.114874,0.114749
3117.46,0.114673,0.114549
3119.91,0.114472,0.114348
3122.36,0.114272,0.114149
3124.81,0.114072,0.11395
3127.26,0.113873,0.113751
3129.71,0.113675,0.113553
3132.17,0.113477,0.113355
3134.62,0.113279,0.113158
3137.07,0.113082,0.112962
3139.52,0.112886,0.112766
3141.97,0.11269,0.11257
3144.42,0.112495,0.112376
3146.87,0.1123,0.112181
3149.32,0.112105,0.111987
3151.78,0.111912,0.111794
3154.23,0.111718,0.111601
3156.68,0.111526,0.111409
3159.13,0.111334,0.111217
3161.58,0.111142,0.111026
3164.03,0.110951,0.110835
3166.48,0.11076,0.110645
3168.93,0.11057,0.110455
3171.39,0.11038,0.110266
3173.84,0.110191,0.110077
3176.29,0.110002,0.109889
3178.74,0.109814,0.109701
3181.19,0.109626,0.109514
3183.64,0.109439,0.109327
3186.09,0.109253,0.109141
3188.54,0.109066,0.108955
3191.0,0.108881,0.108769
3193.45,0.108695,0.108585
3195.9,0.108511,0.1084
3198.35,0.108326,0.108216
3200.8,0.108143,0.108033
3203.25,0.107959,0.10785
3205.7,0.107777,0.107668
3208.15,0.107594,0.107486
3210.61,0.107413,0.107304
3213.06,0.107231,0.107123
3215.51,0.10705,0.106943
3217.96,0.10687,0.106763
3220.41,0.10669,0.106583
3222.86,0.10651,0.106404
3225.31,0.106331,0.106226
3227.76,0.106153,0.106047
3230.22,0.105975,0.10587
3232.67,0.105797,0.105693
3235.12,0.10562,0.105516
3237.57,0.105443,0.105339
3240.02,0.105267,0.105164
3242.47,0.105091,0.104988
3244.92,0.104916,0.104813
3247.37,0.104741,0.104639
3249.82,0.104567,0.104465
3252.28,0.104393,0.104291
3254.73,0.104219,0.104118
3257.18,0.104046,0.103945
3259.63,0.103873,0.103773
3262.08,0.103701,0.103601
3264.53,0.10353,0.103429
3266.98,0.103358,0.103258
3269.43,0.103187,0.103088
3271.89,0.103017,0.102918
3274.34,0.102847,0.102748
3276.79,0.102677,0.102579
3279.24,0.102508,0.10241
3281.69,0.102339,0.102242
3284.14,0.102171,0.102074
3286.59,0.102003,0.101906
3289.04,0.101836,0.101739
3291.5,0.101669,0.101573
3293.95,0.101502,0.101406
3296.4,0.101336,0.10124
3298.85,0.10117,0.101075
3301.3,0.101005,0.10091
3303.75,0.10084,0.100745
3306.2,0.100676,0.100581
3308.65,0.100512,0.100418
3311.11,0.100348,0.100254
3313.56,0.100185,0.100091
3316.01,0.100022,0.099929
3318.46,0.099859,0.099767
3320.91,0.099697,0.099605
3323.36,0.099536,0.099444
3325.81,0.099375,0.099283
3328.26,0.099214,0.099122
3330.72,0.099053,0.098962
3333.17,0.098893,0.098802
3335.62,0.098734,0.098643
3338.07,0.098575,0.098484
3340.52,0.098416,0.098326
3342.97,0.098257,0.098168
3345.42,0.098099,0.09801
3347.87,0.097942,0.097853
3350.33,0.097784,0.097696
3352.78,0.097628,0.097539
3355.23,0.097471,0.097383
3357.68,0.097315,0.097227
3360.13,0.097159,0.097072
3362.58,0.097004,0.096917
3365.03,0.096849,0.096762
3367.48,0.096695,0.096608
3369.93,0.09654,0.096454
3372.39,0.096387,0.0963
3374.84,0.096233,0.096147
3377.29,0.09608,0.095995
3379.74,0.095928,0.095842
3382.19,0.095775,0.09569
3384.64,0.095623,0.095539
3387.09,0.095472,0.095387
3389.54,0.095321,0.095236
3392.0,0.09517,0.095086
3394.45,0.095019,0.094936
3396.9,0.094869,0.094786
3399.35,0.09472,0.094637
3401.8,0.09457,0.094487
3404.25,0.094421,0.094339
3406.7,0.094273,0.09419
3409.15,0.094124,0.094042
3411.61,0.093977,0.093895
3414.06,0.093829,0.093748
3416.51,0.093682,0.093601
3418.96,0.093535,0.093454
3421.41,0.093389,0.093308
3423.86,0.093243,0.093162
3426.31,0.093097,0.093017
3428.76,0.092951,0.092871
3431.22,0.092806,0.092727
3433.67,0.092662,0.092582
3436.12,0.092517,0.092438
3438.57,0.092373,0.092294
3441.02,0.09223,0.092151
3443.47,0.092086,0.092008
3445.92,0.091943,0.091865
3448.37,0.091801,0.091723
3450.83,0.091658,0.091581
3453.28,0.091516,0.091439
3455.73,0.091375,0.091298
3458.18,0.091233,0.091157
3460.63,0.091093,0.091016
3463.08,0.090952,0.090876
3465.53,0.090812,0.090736
3467.98,0.090672,0.090596
3470.44,0.090532,0.090456
3472.89,0.090393,0.090317
3475.34,0.090254,0.090179
3477.79,0.090115,0.09004
3480.24,0.089977,0.089902
3482.69,0.089839,0.089765
3485.14,0.089701,0.089627
3487.59,0.089564,0.08949
3490.05,0.089427,0.089353
3492.5,0.08929,0.089217
3494.95,0.089154,0.089081
3497.4,0.089018,0.088945
3499.85,0.088882,0.08881
3502.3,0.088747,0.088674
3504.75,0.088612,0.08854
3507.2,0.088477,0.088405
3509.65,0.088343,0.088271
3512.11,0.088209,0.088137
3514.56,0.088075,0.088003
3517.01,0.087941,0.08787
3519.46,0.087808,0.087737
3521.91,0.087675,0.087604
3524.36,0.087543,0.087472
3526.81,0.08741,0.08734
3529.26,0.087278,0.087208
3531.72,0.087147,0.087077
3534.17,0.087015,0.086946
3536.62,0.086884,0.086815
3539.07,0.086754,0.086684
3541.52,0.086623,0.086554
3543.97,0.086493,0.086424
3546.42,0.086363,0.086295
3548.87,0.086234,0.086165
3551.33,0.086105,0.086036
3553.78,0.085976,0.085908
3556.23,0.085847,0.085779
3558.68,0.085719,0.085651
3561.13,0.085591,0.085523
3563.58,0.085463,0.085396
3566.03,0.085335,0.085268
3568.48,0.085208,0.085142
3570.94,0.085081,0.085015
3573.39,0.084955,0.084889
3575.84,0.084828,0.084762
3578.29,0.084702,0.084637
3580.74,0.084577,0.084511
3583.19,0.084451,0.084386
3585.64,0.084326,0.084261
3588.09,0.084201,0.084136
3590.55,0.084077,0.084012
3593.0,0.083952,0.083888
3595.45,0.083828,0.083764
3597.9,0.083705,0.083641
3600.35,0.083581,0.083517
3602.8,0.083458,0.083394
3605.25,0.083335,0.083272
3607.7,0.083213,0.083149
3610.16,0.08309,0.083027
3612.61,0.082968,0.082905
3615.06,0.082847,0.082784
3617.51,0.082725,0.082662
3619.96,0.082604,0.082541
3622.41,0.082483,0.082421
3624.86,0.082362,0.0823
3627.31,0.082242,0.08218
3629.76,0.082122,0.08206
3632.22,0.082002,0.08194
3634.67,0.081882,0.081821
3637.12,0.081763,0.081702
3639.57,0.081644,0.081583
3642.02,0.081525,0.081464
3644.47,0.081406,0.081346
3646.92,0.081288,0.081228
3649.37,0.08117,0.08111
3651.83,0.081052,0.080992
3654.28,0.080935,0.080875
3656.73,0.080818,0.080758
3659.18,0.080701,0.080641
3661.63,0.080584,0.080525
3664.08,0.080468,0.080408
3666.53,0.080351,0.080292
3668.98,0.080235,0.080177
3671.44,0.08012,0.080061
3673.89,0.080004,0.079946
3676.34,0.079889,0.079831
3678.79,0.079774,0.079716
3681.24,0.07966,0.079602
3683.69,0.079545,0.079487
3686.14,0.079431,0.079374
3688.59,0.079317,0.07926
3691.05,0.079204,0.079146
3693.5,0.07909,0.079033
3695.95,0.078977,0.07892
3698.4,0.078864,0.078807
3700.85,0.078752,0.078695
3703.3,0.078639,0.078583
3705.75,0.078527,0.078471
3708.2,0.078415,0.078359
3710.66,0.078303,0.078247
3713.11,0.078192,0.078136
3715.56,0.078081,0.078025
3718.01,0.07797,0.077914
3720.46,0.077859,0.077804
3722.91,0.077749,0.077694
3725.36,0.077639,0.077584
3727.81,0.077529,0.077474
3730.27,0.077419,0.077364
3732.72,0.077309,0.077255
3735.17,0.0772,0.077146
3737.62,0.077091,0.077037
3740.07,0.076982,0.076928
3742.52,0.076874,0.07682
3744.97,0.076766,0.076712
3747.42,0.076657,0.076604
3749.87,0.07655,0.076496
3752.33,0.076442,0.076389
3754.78,0.076335,0.076282
3757.23,0.076227,0.076175
3759.68,0.076121,0.076068
3762.13,0.076014,0.075961
3764.58,0.075907,0.075855
3767.03,0.075801,0.075749
3769.48,0.075695,0.075643
3771.94,0.075589,0.075537
3774.39,0.075484,0.075432
3776.84,0.075379,0.075327
3779.29,0.075273,0.075222
3781.74,0.075169,0.075117
3784.19,0.075064,0.075013
3786.64,0.07496,0.074908
3789.09,0.074855,0.074804
3791.55,0.074751,0.074701
3794.0,0.074648,0.074597
3796.45,0.074544,0.074494
3798.9,0.074441,0.07439
3801.35,0.074338,0.074287
3803.8,0.074235,0.074185
3806.25,0.074132,0.074082
3808.7,0.07403,0.07398
3811.16,0.073928,0.073878
3813.61,0.073826,0.073776
3816.06,0.073724,0.073674
3818.51,0.073622,0.073573
3820.96,0.073521,0.073472
3823.41,0.07342,0.073371
3825.86,0.073319,0.07327
3828.31,0.073218,0.073169
3830.77,0.073117,0.073069
3833.22,0.073017,0.072969
3835.67,0.072917,0.072869
3838.12,0.072817,0.072769
3840.57,0.072718,0.07267
3843.02,0.072618,0.07257
3845.47,0.072519,0.072471
3847.92,0.07242,0.072372
3850.38,0.072321,0.072274
3852.83,0.072222,0.072175
3855.28,0.072124,0.072077
3857.73,0.072026,0.071979
3860.18,0.071928,0.071881
3862.63,0.07183,0.071783
3865.08,0.071732,0.071686
3867.53,0.071635,0.071588
3869.98,0.071538,0.071491
3872.44,0.071441,0.071394
3874.89,0.071344,0.071298
3877.34,0.071247,0.071201
3879.79,0.071151,0.071105
3882.24,0.071055,0.071009
3884.69,0.070959,0.070913
3887.14,0.070863,0.070817
3889.59,0.070767,0.070722
3892.05,0.070672,0.070627
3894.5,0.070577,0.070532
3896.95,0.070482,0.070437
3899.4,0.070387,0.070342
3901.85,0.070292,0.070248
3904.3,0.070198,0.070153
3906.75,0.070104,0.070059
3909.2,0.07001,0.069965
3911.66,0.069916,0.069872
3914.11,0.069822,0.069778
3916.56,0.069729,0.069685
3919.01,0.069636,0.069592
3921.46,0.069542,0.069499
3923.91,0.06945,0.069406
3926.36,0.069357,0.069313
3928.81,0.069264,0.069221
3931.27,0.069172,0.069129
3933.72,0.06908,0.069037
3936.17,0.068988,0.068945
3938.62,0.068896,0.068853
3941.07,0.068805,0.068762
3943.52,0.068713,0.068671
3945.97,0.068622,0.06858
3948.42,0.068531,0.068489
3950.88,0.06844,0.068398
3953.33,0.06835,0.068307
3955.78,0.068259,0.068217
3958.23,0.068169,0.068127
3960.68,0.068079,0.068037
3963.13,0.067989,0.067947
3965.58,0.067899,0.067858
3968.03,0.06781,0.067768
3970.49,0.06772,0.067679
3972.94,0.067631,0.06759
3975.39,0.067542,0.067501
3977.84,0.067453,0.067412
3980.29,0.067365,0.067324
3982.74,0.067276,0.067235
3985.19,0.067188,0.067147
3987.64,0.0671,0.067059
3990.1,0.067012,0.066971
3992.55,0.066924,0.066884
3995.0,0.066837,0.066796
3997.45,0.066749,0.066709
3999.9,0.066662,0.066622
4002.35,0.066575,0.066535
4004.8,0.066488,0.066448
4007.25,0.066401,0.066362
4009.7,0.066315,0.066275
4012.16,0.066228,0.066189
4014.61,0.066142,0.066103
4017.06,0.066056,0.066017
4019.51,0.06597,0.065931
4021.96,0.065885,0.065846
4024.41,0.065799,0.06576
4026.86,0.065714,0.065675
4029.31,0.065629,0.06559
4031.77,0.065544,0.065505
4034.22,0.065459,0.06542
4036.67,0.065374,0.065336
4039.12,0.06529,0.065251
4041.57,0.065205,0.065167
4044.02,0.065121,0.065083
4046.47,0.065037,0.064999
4048.92,0.064953,0.064915
4051.38,0.06487,0.064832
4053.83,0.064786,0.064748
4056.28,0.064703,0.064665
4058.73,0.06462,0.064582
4061.18,0.064537,0.064499
4063.63,0.064454,0.064417
4066.08,0.064371,0.064334
4068.53,0.064289,0.064252
4070.99,0.064206,0.064169
4073.44,0.064124,0.064087
4075.89,0.064042,0.064005
4078.34,0.06396,0.063923
4080.79,0.063879,0.063842
4083.24,0.063797,0.06376
4085.69,0.063716,0.063679
4088.14,0.063634,0.063598
4090.6,0.063553,0.063517
4093.05,0.063472,0.063436
4095.5,0.063392,0.063356
4097.95,0.063311,0.063275
4100.4,0.063231,0.063195
4102.85,0.06315,0.063114
4105.3,0.06307,0.063034
4107.75,0.06299,0.062955
4110.21,0.06291,0.062875
4112.66,0.062831,0.062795
4115.11,0.062751,0.062716
4117.56,0.062672,0.062637
4120.01,0.062593,0.062557
4122.46,0.062514,0.062478
4124.91,0.062435,0.0624
4127.36,0.062356,0.062321
4129.81,0.062277,0.062242
4132.27,0.062199,0.062164
4134.72,0.062121,0.062086
4137.17,0.062042,0.062008
4139.62,0.061964,0.06193
4142.07,0.061887,0.061852
4144.52,0.061809,0.061775
4146.97,0.061731,0.061697
4149.42,0.061654,0.06162
4151.88,0.061577,0.061543
4154.33,0.0615,0.061466
4156.78,0.061423,0.061389
4159.23,0.061346,0.061312
4161.68,0.061269,0.061235
4164.13,0.061193,0.061159
4166.58,0.061116,0.061083
4169.03,0.06104,0.061007
4171.49,0.060964,0.060931
4173.94,0.060888,0.060855
4176.39,0.060812,0.060779
4178.84,0.060737,0.060703
4181.29,0.060661,0.060628
4183.74,0.060586,0.060553
4186.19,0.060511,0.060478
4188.64,0.060435,0.060403
4191.1,0.060361,0.060328
4193.55,0.060286,0.060253
4196.0,0.060211,0.060179
4198.45,0.060137,0.060104
4200.9,0.060062,0.06003
4203.35,0.059988,0.059956
4205.8,0.059914,0.059882
4208.25,0.05984,0.059808
4210.71,0.059766,0.059734
4213.16,0.059693,0.059661
4215.61,0.059619,0.059587
4218.06,0.059546,0.059514
4220.51,0.059472,0.059441
4222.96,0.059399,0.059368
4225.41,0.059326,0.059295
4227.86,0.059253,0.059222
4230.32,0.059181,0.059149
4232.77,0.059108,0.059077
4235.22,0.059036,0.059004
4237.67,0.058963,0.058932
4240.12,0.058891,0.05886
4242.57,0.058819,0.058788
4245.02,0.058747,0.058716
4247.47,0.058676,0.058645
4249.92,0.058604,0.058573
4252.38,0.058532,0.058502
4254.83,0.058461,0.05843
4257.28,0.05839,0.058359
4259.73,0.058319,0.058288
4262.18,0.058248,0.058217
4264.63,0.058177,0.058147
4267.08,0.058106,0.058076
4269.53,0.058036,0.058006
4271.99,0.057965,0.057935
4274.44,0.057895,0.057865
4276.89,0.057825,0.057795
4279.34,0.057755,0.057725
4281.79,0.057685,0.057655
4284.24,0.057615,0.057585
4286.69,0.057545,0.057516
4289.14,0.057476,0.057446
4291.6,0.057407,0.057377
4294.05,0.057337,0.057308
4296.5,0.057268,0.057239
4298.95,0.057199,0.05717
4301.4,0.05713,0.057101
4303.85,0.057061,0.057032
4306.3,0.056993,0.056964
4308.75,0.056924,0.056895
4311.21,0.056856,0.056827
4313.66,0.056788,0.056759
4316.11,0.05672,0.056691
4318.56,0.056652,0.056623
4321.01,0.056584,0.056555
4323.46,0.056516,0.056487
4325.91,0.056448,0.05642
4328.36,0.056381,0.056352
4330.82,0.056313,0.056285
4333.27,0.056246,0.056218
4335.72,0.056179,0.056151
4338.17,0.056112,0.056084
4340.62,0.056045,0.056017
4343.07,0.055978,0.05595
4345.52,0.055912,0.055884
4347.97,0.055845,0.055817
4350.43,0.055779,0.055751
4352.88,0.055712,0.055685
4355.33,0.055646,0.055618
4357.78,0.05558,0.055552
4360.23,0.055514,0.055487
4362.68,0.055448,0.055421
4365.13,0.055383,0.055355
4367.58,0.055317,0.05529
4370.04,0.055252,0.055224
4372.49,0.055186,0.055159
4374.94,0.055121,0.055094
4377.39,0.055056,0.055029
4379.84,0.054991,0.054964
4382.29,0.054926,0.054899
4384.74,0.054861,0.054834
4387.19,0.054797,0.05477
4389.64,0.054732,0.054705
4392.1,0.054668,0.054641
4394.55,0.054603,0.054577
4397.0,0.054539,0.054513
4399.45,0.054475,0.054449
4401.9,0.054411,0.054385
4404.35,0.054347,0.054321
4406.8,0.054284,0.054257
4409.25,0.05422,0.054194
4411.71,0.054157,0.05413
4414.16,0.054093,0.054067
4416.61,0.05403,0.054004
4419.06,0.053967,0.053941
4421.51,0.053904,0.053878
4423.96,0.053841,0.053815
4426.41,0.053778,0.053752
4428.86,0.053715,0.05369
4431.32,0.053653,0.053627
4433.77,0.05359,0.053565
4436.22,0.053528,0.053502
4438.67,0.053466,0.05344
4441.12,0.053403,0.053378
4443.57,0.053341,0.053316
4446.02,0.05328,0.053254
4448.47,0.053218,0.053192
4450.93,0.053156,0.053131
4453.38,0.053094,0.053069
4455.83,0.053033,0.053008
4458.28,0.052972,0.052946
4460.73,0.05291,0.052885
4463.18,0.052849,0.052824
4465.63,0.052788,0.052763
4468.08,0.052727,0.052702
4470.54,0.052666,0.052641
4472.99,0.052605,0.052581
4475.44,0.052545,0.05252
4477.89,0.052484,0.05246
4480.34,0.052424,0.052399
4482.79,0.052364,0.052339
4485.24,0.052303,0.052279
4487.69,0.052243,0.052219
4490.15,0.052183,0.052159
4492.6,0.052123,0.052099
4495.05,0.052064,0.052039
4497.5,0.052004,0.05198
4499.95,0.051944,0.05192
4502.4,0.051885,0.051861
4504.85,0.051826,0.051802
4507.3,0.051766,0.051742
4509.75,0.051707,0.051683
4512.21,0.051648,0.051624
4514.66,0.051589,0.051565
4517.11,0.05153,0.051507
4519.56,0.051471,0.051448
4522.01,0.051413,0.051389
4524.46,0.051354,0.051331
4526.91,0.051296,0.051272
4529.36,0.051237,0.051214
4531.82,0.051179,0.051156
4534.27,0.051121,0.051098
4536.72,0.051063,0.05104
4539.17,0.051005,0.050982
4541.62,0.050947,0.050924
4544.07,0.05089,0.050866
4546.52,0.050832,0.050809
4548.97,0.050774,0.050751
4551.43,0.050717,0.050694
4553.88,0.05066,0.050637
4556.33,0.050602,0.05058
4558.78,0.050545,0.050522
4561.23,0.050488,0.050465
4563.68,0.050431,0.050409
4566.13,0.050374,0.050352
4568.58,0.050318,0.050295
4571.04,0.050261,0.050238
4573.49,0.050204,0.050182
4575.94,0.050148,0.050126
4578.39,0.050092,0.050069
4580.84,0.050035,0.050013
4583.29,0.049979,0.049957
4585.74,0.049923,0.049901
4588.19,0.049867,0.049845
4590.65,0.049811,0.049789
4593.1,0.049755,0.049733
4595.55,0.0497,0.049678
4598.0,0.049644,0.049622
4600.45,0.049589,0.049567
4602.9,0.049533,0.049511
4605.35,0.049478,0.049456
4607.8,0.049423,0.049401
4610.26,0.049367,0.049346
4612.71,0.049312,0.049291
4615.16,0.049257,0.049236
4617.61,0.049203,0.049181
4620.06,0.049148,0.049126
4622.51,0.049093,0.049072
4624.96,0.049039,0.049017
4627.41,0.048984,0.048963
4629.86,0.04893,0.048908
4632.32,0.048875,0.048854
4634.77,0.048821,0.0488
4637.22,0.048767,0.048746
4639.67,0.048713,0.048692
4642.12,0.048659,0.048638
4644.57,0.048605,0.048584
4647.02,0.048552,0.048531
4649.47,0.048498,0.048477
4651.93,0.048444,0.048424
4654.38,0.048391,0.04837
4656.83,0.048338,0.048317
4659.28,0.048284,0.048264
4661.73,0.048231,0.04821
4664.18,0.048178,0.048157
4666.63,0.048125,0.048104
4669.08,0.048072,0.048051
