f_Hz,Z_cat_Ohm,Z_dog_Ohm,BP_cat,BP_dog
1740.41,7.325178,7.325207,0.001358,0.003137
1742.05,7.33883,7.338859,0.001355,0.003132
1743.68,7.352476,7.352505,0.001352,0.003126
1745.32,7.366115,7.366144,0.00135,0.00312
1746.95,7.379748,7.379777,0.001347,0.003114
1748.58,7.393375,7.393404,0.001345,0.003108
1750.22,7.406995,7.407024,0.001343,0.003103
1751.85,7.420609,7.420638,0.00134,0.003097
1753.48,7.434217,7.434246,0.001338,0.003091
1755.12,7.447819,7.447848,0.001335,0.003086
1756.75,7.461414,7.461443,0.001333,0.00308
1758.39,7.475004,7.475032,0.00133,0.003075
1760.02,7.488587,7.488615,0.001328,0.003069
1761.65,7.502164,7.502192,0.001325,0.003063
1763.29,7.515734,7.515763,0.001323,0.003058
1764.92,7.529299,7.529328,0.001321,0.003052
1766.56,7.542858,7.542886,0.001318,0.003047
1768.19,7.55641,7.556439,0.001316,0.003041
1769.82,7.569957,7.569985,0.001314,0.003036
1771.46,7.583497,7.583525,0.001311,0.003031
1773.09,7.597031,7.59706,0.001309,0.003025
1774.72,7.61056,7.610588,0.001307,0.00302
1776.36,7.624082,7.62411,0.001304,0.003014
1777.99,7.637599,7.637627,0.001302,0.003009
1779.63,7.651109,7.651137,0.0013,0.003004
1781.26,7.664613,7.664641,0.001297,0.002998
1782.89,7.678112,7.67814,0.001295,0.002993
1784.53,7.691604,7.691632,0.001293,0.002988
1786.16,7.705091,7.705119,0.001291,0.002983
1787.8,7.718572,7.7186,0.001288,0.002978
1789.43,7.732047,7.732075,0.001286,0.002972
1791.06,7.745516,7.745544,0.001284,0.002967
1792.7,7.758979,7.759007,0.001282,0.002962
1794.33,7.772437,7.772464,0.001279,0.002957
1795.97,7.785888,7.785916,0.001277,0.002952
1797.6,7.799334,7.799362,0.001275,0.002947
1799.23,7.812774,7.812802,0.001273,0.002942
1800.87,7.826208,7.826236,0.001271,0.002937
1802.5,7.839637,7.839664,0.001268,0.002932
1804.13,7.85306,7.853087,0.001266,0.002927
1805.77,7.866477,7.866504,0.001264,0.002922
1807.4,7.879888,7.879915,0.001262,0.002917
1809.04,7.893294,7.893321,0.00126,0.002912
1810.67,7.906694,7.906721,0.001258,0.002907
1812.3,7.920088,7.920115,0.001256,0.002902
1813.94,7.933477,7.933504,0.001253,0.002897
1815.57,7.94686,7.946887,0.001251,0.002892
1817.21,7.960238,7.960265,0.001249,0.002887
1818.84,7.97361,7.973637,0.001247,0.002882
1820.47,7.986976,7.987003,0.001245,0.002877
1822.11,8.000337,8.000364,0.001243,0.002873
1823.74,8.013692,8.013719,0.001241,0.002868
1825.38,8.027042,8.027069,0.001239,0.002863
1827.01,8.040386,8.040413,0.001237,0.002858
1828.64,8.053725,8.053751,0.001235,0.002854
1830.28,8.067058,8.067085,0.001233,0.002849
1831.91,8.080386,8.080412,0.001231,0.002844
1833.54,8.093708,8.093735,0.001229,0.002839
1835.18,8.107025,8.107051,0.001227,0.002835
1836.81,8.120336,8.120363,0.001225,0.00283
1838.45,8.133642,8.133669,0.001223,0.002826
1840.08,8.146943,8.146969,0.001221,0.002821
1841.71,8.160238,8.160265,0.001219,0.002816
1843.35,8.173528,8.173554,0.001217,0.002812
1844.98,8.186813,8.186839,0.001215,0.002807
1846.62,8.200092,8.200118,0.001213,0.002803
1848.25,8.213366,8.213392,0.001211,0.002798
1849.88,8.226634,8.22666,0.001209,0.002794
1851.52,8.239897,8.239923,0.001207,0.002789
1853.15,8.253155,8.253181,0.001205,0.002785
1854.78,8.266408,8.266434,0.001203,0.00278
1856.42,8.279655,8.279681,0.001201,0.002776
1858.05,8.292898,8.292924,0.001199,0.002771
1859.69,8.306135,8.30616,0.001197,0.002767
1861.32,8.319366,8.319392,0.001195,0.002762
1862.95,8.332593,8.332619,0.001193,0.002758
1864.59,8.345814,8.34584,0.001191,0.002754
1866.22,8.35903,8.359056,0.00119,0.002749
1867.86,8.372241,8.372267,0.001188,0.002745
1869.49,8.385447,8.385473,0.001186,0.002741
1871.12,8.398648,8.398673,0.001184,0.002736
1872.76,8.411844,8.411869,0.001182,0.002732
1874.39,8.425034,8.425059,0.00118,0.002728
1876.03,8.438219,8.438245,0.001178,0.002724
1877.66,8.4514,8.451425,0.001177,0.002719
1879.29,8.464575,8.4646,0.001175,0.002715
1880.93,8.477745,8.47777,0.001173,0.002711
1882.56,8.49091,8.490936,0.001171,0.002707
1884.19,8.50407,8.504096,0.001169,0.002702
1885.83,8.517226,8.517251,0.001168,0.002698
1887.46,8.530376,8.530401,0.001166,0.002694
1889.1,8.543521,8.543546,0.001164,0.00269
1890.73,8.556661,8.556686,0.001162,0.002686
1892.36,8.569796,8.569821,0.00116,0.002682
1894.0,8.582926,8.582951,0.001159,0.002678
1895.63,8.596052,8.596077,0.001157,0.002674
1897.27,8.609172,8.609197,0.001155,0.002669
1898.9,8.622287,8.622312,0.001153,0.002665
1900.53,8.635398,8.635423,0.001152,0.002661
1902.17,8.648504,8.648528,0.00115,0.002657
1903.8,8.661604,8.661629,0.001148,0.002653
1905.44,8.6747,8.674725,0.001146,0.002649
1907.07,8.687791,8.687816,0.001145,0.002645
1908.7,8.700878,8.700902,0.001143,0.002641
1910.34,8.713959,8.713984,0.001141,0.002637
1911.97,8.727036,8.72706,0.001139,0.002633
1913.6,8.740108,8.740132,0.001138,0.002629
1915.24,8.753175,8.753199,0.001136,0.002626
1916.87,8.766237,8.766261,0.001134,0.002622
1918.51,8.779294,8.779319,0.001133,0.002618
1920.14,8.792347,8.792371,0.001131,0.002614
1921.77,8.805395,8.805419,0.001129,0.00261
1923.41,8.818438,8.818463,0.001128,0.002606
1925.04,8.831477,8.831501,0.001126,0.002602
1926.68,8.844511,8.844535,0.001124,0.002598
1928.31,8.85754,8.857564,0.001123,0.002595
1929.94,8.870564,8.870589,0.001121,0.002591
1931.58,8.883584,8.883608,0.001119,0.002587
1933.21,8.896599,8.896623,0.001118,0.002583
1934.84,8.90961,8.909634,0.001116,0.002579
1936.48,8.922616,8.92264,0.001114,0.002576
1938.11,8.935617,8.935641,0.001113,0.002572
1939.75,8.948614,8.948638,0.001111,0.002568
1941.38,8.961606,8.96163,0.00111,0.002565
1943.01,8.974593,8.974617,0.001108,0.002561
1944.65,8.987576,8.9876,0.001106,0.002557
1946.28,9.000554,9.000578,0.001105,0.002553
1947.92,9.013528,9.013552,0.001103,0.00255
1949.55,9.026498,9.026521,0.001102,0.002546
1951.18,9.039462,9.039486,0.0011,0.002542
1952.82,9.052422,9.052446,0.001098,0.002539
1954.45,9.065378,9.065402,0.001097,0.002535
1956.09,9.078329,9.078353,0.001095,0.002532
1957.72,9.091276,9.0913,0.001094,0.002528
1959.35,9.104218,9.104242,0.001092,0.002524
1960.99,9.117156,9.11718,0.001091,0.002521
1962.62,9.13009,9.130113,0.001089,0.002517
1964.25,9.143018,9.143042,0.001088,0.002514
1965.89,9.155943,9.155966,0.001086,0.00251
1967.52,9.168863,9.168886,0.001085,0.002507
1969.16,9.181779,9.181802,0.001083,0.002503
1970.79,9.19469,9.194713,0.001081,0.002499
1972.42,9.207597,9.20762,0.00108,0.002496
1974.06,9.220499,9.220523,0.001078,0.002492
1975.69,9.233398,9.233421,0.001077,0.002489
1977.33,9.246291,9.246315,0.001075,0.002486
1978.96,9.259181,9.259204,0.001074,0.002482
1980.59,9.272066,9.272089,0.001072,0.002479
1982.23,9.284947,9.28497,0.001071,0.002475
1983.86,9.297823,9.297846,0.001069,0.002472
1985.5,9.310696,9.310719,0.001068,0.002468
1987.13,9.323563,9.323586,0.001067,0.002465
1988.76,9.336427,9.33645,0.001065,0.002462
1990.4,9.349287,9.349309,0.001064,0.002458
1992.03,9.362142,9.362165,0.001062,0.002455
1993.66,9.374993,9.375015,0.001061,0.002451
1995.3,9.387839,9.387862,0.001059,0.002448
1996.93,9.400682,9.400704,0.001058,0.002445
1998.57,9.41352,9.413543,0.001056,0.002441
2000.2,9.426354,9.426377,0.001055,0.002438
2001.83,9.439184,9.439206,0.001053,0.002435
2003.47,9.452009,9.452032,0.001052,0.002431
2005.1,9.464831,9.464854,0.001051,0.002428
2006.74,9.477648,9.477671,0.001049,0.002425
2008.37,9.490461,9.490484,0.001048,0.002422
2010.0,9.50327,9.503293,0.001046,0.002418
2011.64,9.516075,9.516098,0.001045,0.002415
2013.27,9.528876,9.528899,0.001044,0.002412
2014.9,9.541673,9.541695,0.001042,0.002409
2016.54,9.554465,9.554488,0.001041,0.002405
2018.17,9.567254,9.567276,0.001039,0.002402
2019.81,9.580038,9.580061,0.001038,0.002399
2021.44,9.592818,9.592841,0.001037,0.002396
2023.07,9.605595,9.605617,0.001035,0.002393
2024.71,9.618367,9.618389,0.001034,0.002389
2026.34,9.631135,9.631157,0.001032,0.002386
2027.98,9.643899,9.643921,0.001031,0.002383
2029.61,9.656659,9.656682,0.00103,0.00238
2031.24,9.669415,9.669438,0.001028,0.002377
2032.88,9.682168,9.68219,0.001027,0.002374
2034.51,9.694916,9.694938,0.001026,0.002371
2036.15,9.70766,9.707682,0.001024,0.002367
2037.78,9.7204,9.720422,0.001023,0.002364
2039.41,9.733136,9.733158,0.001022,0.002361
2041.05,9.745868,9.74589,0.00102,0.002358
2042.68,9.758597,9.758619,0.001019,0.002355
2044.31,9.771321,9.771343,0.001018,0.002352
2045.95,9.784041,9.784063,0.001016,0.002349
2047.58,9.796758,9.79678,0.001015,0.002346
2049.22,9.80947,9.809492,0.001014,0.002343
2050.85,9.822179,9.822201,0.001012,0.00234
2052.48,9.834884,9.834906,0.001011,0.002337
2054.12,9.847585,9.847607,0.00101,0.002334
2055.75,9.860282,9.860304,0.001008,0.002331
2057.39,9.872975,9.872997,0.001007,0.002328
2059.02,9.885664,9.885686,0.001006,0.002325
2060.65,9.89835,9.898372,0.001005,0.002322
2062.29,9.911032,9.911053,0.001003,0.002319
2063.92,9.923709,9.923731,0.001002,0.002316
2065.56,9.936383,9.936405,0.001001,0.002313
2067.19,9.949054,9.949075,0.000999,0.00231
2068.82,9.96172,9.961742,0.000998,0.002307
2070.46,9.974383,9.974404,0.000997,0.002304
2072.09,9.987042,9.987063,0.000996,0.002301
2073.72,9.999697,9.999718,0.000994,0.002298
2075.36,10.012348,10.012369,0.000993,0.002295
2076.99,10.024996,10.025017,0.000992,0.002292
2078.63,10.037639,10.037661,0.000991,0.00229
2080.26,10.050279,10.050301,0.000989,0.002287
2081.89,10.062916,10.062937,0.000988,0.002284
2083.53,10.075548,10.07557,0.000987,0.002281
2085.16,10.088177,10.088199,0.000986,0.002278
2086.8,10.100803,10.100824,0.000984,0.002275
2088.43,10.113424,10.113445,0.000983,0.002272
2090.06,10.126042,10.126063,0.000982,0.00227
2091.7,10.138656,10.138677,0.000981,0.002267
2093.33,10.151267,10.151288,0.00098,0.002264
2094.96,10.163874,10.163895,0.000978,0.002261
2096.6,10.176477,10.176498,0.000977,0.002258
2098.23,10.189076,10.189097,0.000976,0.002256
2099.87,10.201672,10.201693,0.000975,0.002253
2101.5,10.214265,10.214286,0.000974,0.00225
2103.13,10.226853,10.226874,0.000972,0.002247
2104.77,10.239438,10.239459,0.000971,0.002244
2106.4,10.25202,10.252041,0.00097,0.002242
2108.04,10.264598,10.264619,0.000969,0.002239
2109.67,10.277172,10.277193,0.000968,0.002236
2111.3,10.289743,10.289764,0.000966,0.002233
2112.94,10.30231,10.302331,0.000965,0.002231
2114.57,10.314874,10.314895,0.000964,0.002228
2116.21,10.327434,10.327455,0.000963,0.002225
2117.84,10.33999,10.340011,0.000962,0.002223
2119.47,10.352543,10.352564,0.000961,0.00222
2121.11,10.365093,10.365114,0.000959,0.002217
2122.74,10.377639,10.37766,0.000958,0.002215
2124.37,10.390181,10.390202,0.000957,0.002212
2126.01,10.40272,10.402741,0.000956,0.002209
2127.64,10.415256,10.415276,0.000955,0.002207
2129.28,10.427788,10.427808,0.000954,0.002204
2130.91,10.440316,10.440337,0.000952,0.002201
2132.54,10.452841,10.452862,0.000951,0.002199
2134.18,10.465363,10.465384,0.00095,0.002196
2135.81,10.477881,10.477902,0.000949,0.002193
2137.45,10.490396,10.490416,0.000948,0.002191
2139.08,10.502907,10.502928,0.000947,0.002188
2140.71,10.515415,10.515435,0.000946,0.002186
2142.35,10.527919,10.52794,0.000945,0.002183
2143.98,10.54042,10.540441,0.000943,0.00218
2145.62,10.552918,10.552938,0.000942,0.002178
2147.25,10.565412,10.565433,0.000941,0.002175
2148.88,10.577903,10.577923,0.00094,0.002173
2150.52,10.590391,10.590411,0.000939,0.00217
2152.15,10.602875,10.602895,0.000938,0.002168
2153.78,10.615355,10.615376,0.000937,0.002165
2155.42,10.627833,10.627853,0.000936,0.002162
2157.05,10.640307,10.640327,0.000935,0.00216
2158.69,10.652777,10.652797,0.000933,0.002157
2160.32,10.665245,10.665265,0.000932,0.002155
2161.95,10.677709,10.677729,0.000931,0.002152
2163.59,10.690169,10.690189,0.00093,0.00215
2165.22,10.702627,10.702647,0.000929,0.002147
2166.86,10.715081,10.715101,0.000928,0.002145
2168.49,10.727531,10.727551,0.000927,0.002142
2170.12,10.739979,10.739999,0.000926,0.00214
2171.76,10.752423,10.752443,0.000925,0.002137
2173.39,10.764864,10.764884,0.000924,0.002135
2175.03,10.777302,10.777322,0.000923,0.002132
2176.66,10.789736,10.789756,0.000922,0.00213
2178.29,10.802167,10.802187,0.000921,0.002128
2179.93,10.814595,10.814615,0.000919,0.002125
2181.56,10.82702,10.827039,0.000918,0.002123
2183.19,10.839441,10.839461,0.000917,0.00212
2184.83,10.851859,10.851879,0.000916,0.002118
2186.46,10.864274,10.864294,0.000915,0.002115
2188.1,10.876686,10.876706,0.000914,0.002113
2189.73,10.889095,10.889114,0.000913,0.002111
2191.36,10.9015,10.90152,0.000912,0.002108
2193.0,10.913902,10.913922,0.000911,0.002106
2194.63,10.926301,10.926321,0.00091,0.002103
2196.27,10.938697,10.938717,0.000909,0.002101
2197.9,10.95109,10.951109,0.000908,0.002099
2199.53,10.963479,10.963499,0.000907,0.002096
2201.17,10.975865,10.975885,0.000906,0.002094
2202.8,10.988249,10.988268,0.000905,0.002092
2204.43,11.000629,11.000648,0.000904,0.002089
2206.07,11.013006,11.013025,0.000903,0.002087
2207.7,11.025379,11.025399,0.000902,0.002084
2209.34,11.03775,11.03777,0.000901,0.002082
2210.97,11.050118,11.050137,0.0009,0.00208
2212.6,11.062482,11.062502,0.000899,0.002077
2214.24,11.074844,11.074863,0.000898,0.002075
2215.87,11.087202,11.087221,0.000897,0.002073
2217.51,11.099557,11.099576,0.000896,0.002071
2219.14,11.111909,11.111928,0.000895,0.002068
2220.77,11.124258,11.124277,0.000894,0.002066
2222.41,11.136604,11.136623,0.000893,0.002064
2224.04,11.148947,11.148966,0.000892,0.002061
2225.68,11.161287,11.161306,0.000891,0.002059
2227.31,11.173624,11.173643,0.00089,0.002057
2228.94,11.185958,11.185977,0.000889,0.002055
2230.58,11.198288,11.198308,0.000888,0.002052
2232.21,11.210616,11.210635,0.000887,0.00205
2233.84,11.222941,11.22296,0.000886,0.002048
2235.48,11.235263,11.235282,0.000885,0.002046
2237.11,11.247581,11.2476,0.000884,0.002043
2238.75,11.259897,11.259916,0.000883,0.002041
2240.38,11.27221,11.272229,0.000882,0.002039
2242.01,11.28452,11.284539,0.000881,0.002037
2243.65,11.296826,11.296845,0.00088,0.002034
2245.28,11.30913,11.309149,0.000879,0.002032
2246.92,11.321431,11.32145,0.000878,0.00203
2248.55,11.333729,11.333748,0.000877,0.002028
2250.18,11.346024,11.346043,0.000876,0.002026
2251.82,11.358316,11.358335,0.000875,0.002023
2253.45,11.370605,11.370624,0.000875,0.002021
2255.09,11.382891,11.38291,0.000874,0.002019
2256.72,11.395174,11.395193,0.000873,0.002017
2258.35,11.407455,11.407473,0.000872,0.002015
2259.99,11.419732,11.419751,0.000871,0.002012
2261.62,11.432006,11.432025,0.00087,0.00201
2263.25,11.444278,11.444297,0.000869,0.002008
2264.89,11.456547,11.456565,0.000868,0.002006
2266.52,11.468812,11.468831,0.000867,0.002004
2268.16,11.481075,11.481094,0.000866,0.002002
2269.79,11.493335,11.493354,0.000865,0.002
2271.42,11.505592,11.505611,0.000864,0.001997
2273.06,11.517847,11.517865,0.000863,0.001995
2274.69,11.530098,11.530117,0.000862,0.001993
2276.33,11.542347,11.542365,0.000862,0.001991
2277.96,11.554593,11.554611,0.000861,0.001989
2279.59,11.566835,11.566854,0.00086,0.001987
2281.23,11.579076,11.579094,0.000859,0.001985
2282.86,11.591313,11.591331,0.000858,0.001983
2284.49,11.603547,11.603566,0.000857,0.001981
2286.13,11.615779,11.615797,0.000856,0.001979
2287.76,11.628008,11.628026,0.000855,0.001976
2289.4,11.640234,11.640252,0.000854,0.001974
2291.03,11.652457,11.652475,0.000853,0.001972
2292.66,11.664677,11.664696,0.000852,0.00197
2294.3,11.676895,11.676913,0.000852,0.001968
2295.93,11.68911,11.689128,0.000851,0.001966
2297.57,11.701322,11.70134,0.00085,0.001964
2299.2,11.713531,11.71355,0.000849,0.001962
2300.83,11.725738,11.725756,0.000848,0.00196
2302.47,11.737942,11.73796,0.000847,0.001958
2304.1,11.750143,11.750161,0.000846,0.001956
2305.74,11.762341,11.762359,0.000845,0.001954
2307.37,11.774537,11.774555,0.000845,0.001952
2309.0,11.786729,11.786748,0.000844,0.00195
2310.64,11.798919,11.798938,0.000843,0.001948
2312.27,11.811107,11.811125,0.000842,0.001946
2313.9,11.823292,11.82331,0.000841,0.001944
2315.54,11.835474,11.835492,0.00084,0.001942
2317.17,11.847653,11.847671,0.000839,0.00194
2318.81,11.859829,11.859848,0.000838,0.001938
2320.44,11.872003,11.872021,0.000838,0.001936
2322.07,11.884175,11.884193,0.000837,0.001934
2323.71,11.896343,11.896361,0.000836,0.001932
2325.34,11.908509,11.908527,0.000835,0.00193
2326.98,11.920672,11.92069,0.000834,0.001928
2328.61,11.932833,11.932851,0.000833,0.001926
2330.24,11.94499,11.945008,0.000832,0.001924
2331.88,11.957146,11.957164,0.000832,0.001922
2333.51,11.969298,11.969316,0.000831,0.00192
2335.15,11.981448,11.981466,0.00083,0.001918
2336.78,11.993596,11.993613,0.000829,0.001916
2338.41,12.00574,12.005758,0.000828,0.001914
2340.05,12.017882,12.0179,0.000827,0.001912
2341.68,12.030022,12.030039,0.000827,0.00191
2343.31,12.042158,12.042176,0.000826,0.001908
2344.95,12.054293,12.05431,0.000825,0.001907
2346.58,12.066424,12.066442,0.000824,0.001905
2348.22,12.078553,12.078571,0.000823,0.001903
2349.85,12.09068,12.090697,0.000822,0.001901
2351.48,12.102804,12.102821,0.000822,0.001899
2353.12,12.114925,12.114943,0.000821,0.001897
2354.75,12.127043,12.127061,0.00082,0.001895
2356.39,12.13916,12.139177,0.000819,0.001893
2358.02,12.151273,12.151291,0.000818,0.001891
2359.65,12.163384,12.163402,0.000818,0.001889
2361.29,12.175493,12.17551,0.000817,0.001888
2362.92,12.187598,12.187616,0.000816,0.001886
2364.55,12.199702,12.199719,0.000815,0.001884
2366.19,12.211803,12.21182,0.000814,0.001882
2367.82,12.223901,12.223918,0.000813,0.00188
2369.46,12.235997,12.236014,0.000813,0.001878
2371.09,12.24809,12.248107,0.000812,0.001876
2372.72,12.260181,12.260198,0.000811,0.001875
2374.36,12.272269,12.272286,0.00081,0.001873
2375.99,12.284354,12.284372,0.000809,0.001871
2377.63,12.296438,12.296455,0.000809,0.001869
2379.26,12.308518,12.308536,0.000808,0.001867
2380.89,12.320596,12.320614,0.000807,0.001865
2382.53,12.332672,12.33269,0.000806,0.001864
2384.16,12.344745,12.344763,0.000806,0.001862
2385.8,12.356816,12.356834,0.000805,0.00186
2387.43,12.368884,12.368902,0.000804,0.001858
2389.06,12.38095,12.380968,0.000803,0.001856
2390.7,12.393014,12.393031,0.000802,0.001854
2392.33,12.405075,12.405092,0.000802,0.001853
2393.96,12.417133,12.41715,0.000801,0.001851
2395.6,12.429189,12.429206,0.0008,0.001849
2397.23,12.441243,12.44126,0.000799,0.001847
2398.87,12.453294,12.453311,0.000798,0.001845
2400.5,12.465342,12.46536,0.000798,0.001844
2402.13,12.477389,12.477406,0.000797,0.001842
2403.77,12.489433,12.48945,0.000796,0.00184
2405.4,12.501474,12.501491,0.000795,0.001838
2407.04,12.513513,12.51353,0.000795,0.001837
2408.67,12.52555,12.525567,0.000794,0.001835
2410.3,12.537584,12.537601,0.000793,0.001833
2411.94,12.549616,12.549633,0.000792,0.001831
2413.57,12.561645,12.561662,0.000792,0.00183
2415.21,12.573672,12.573689,0.000791,0.001828
2416.84,12.585697,12.585714,0.00079,0.001826
2418.47,12.597719,12.597736,0.000789,0.001824
2420.11,12.609739,12.609756,0.000789,0.001823
2421.74,12.621757,12.621774,0.000788,0.001821
2423.37,12.633772,12.633789,0.000787,0.001819
2425.01,12.645785,12.645802,0.000786,0.001817
2426.64,12.657795,12.657812,0.000786,0.001816
2428.28,12.669804,12.66982,0.000785,0.001814
2429.91,12.681809,12.681826,0.000784,0.001812
2431.54,12.693813,12.69383,0.000783,0.00181
2433.18,12.705814,12.705831,0.000783,0.001809
2434.81,12.717813,12.71783,0.000782,0.001807
2436.45,12.729809,12.729826,0.000781,0.001805
2438.08,12.741803,12.74182,0.00078,0.001804
2439.71,12.753795,12.753812,0.00078,0.001802
2441.35,12.765785,12.765802,0.000779,0.0018
2442.98,12.777772,12.777789,0.000778,0.001799
2444.61,12.789757,12.789774,0.000777,0.001797
2446.25,12.80174,12.801756,0.000777,0.001795
2447.88,12.81372,12.813737,0.000776,0.001794
2449.52,12.825698,12.825715,0.000775,0.001792
2451.15,12.837674,12.83769,0.000775,0.00179
2452.78,12.849647,12.849664,0.000774,0.001789
2454.42,12.861618,12.861635,0.000773,0.001787
2456.05,12.873587,12.873604,0.000772,0.001785
2457.69,12.885554,12.885571,0.000772,0.001784
2459.32,12.897518,12.897535,0.000771,0.001782
2460.95,12.909481,12.909497,0.00077,0.00178
2462.59,12.921441,12.921457,0.00077,0.001779
2464.22,12.933398,12.933415,0.000769,0.001777
2465.86,12.945354,12.94537,0.000768,0.001775
2467.49,12.957307,12.957323,0.000767,0.001774
2469.12,12.969258,12.969274,0.000767,0.001772
2470.76,12.981207,12.981223,0.000766,0.00177
2472.39,12.993153,12.99317,0.000765,0.001769
2474.02,13.005097,13.005114,0.000765,0.001767
2475.66,13.017039,13.017056,0.000764,0.001766
2477.29,13.028979,13.028996,0.000763,0.001764
2478.93,13.040917,13.040933,0.000763,0.001762
2480.56,13.052852,13.052869,0.000762,0.001761
2482.19,13.064786,13.064802,0.000761,0.001759
2483.83,13.076717,13.076733,0.00076,0.001757
2485.46,13.088646,13.088662,0.00076,0.001756
2487.1,13.100572,13.100589,0.000759,0.001754
2488.73,13.112497,13.112513,0.000758,0.001753
2490.36,13.124419,13.124435,0.000758,0.001751
2492.0,13.136339,13.136356,0.000757,0.00175
2493.63,13.148257,13.148274,0.000756,0.001748
2495.27,13.160173,13.160189,0.000756,0.001746
2496.9,13.172087,13.172103,0.000755,0.001745
2498.53,13.183998,13.184015,0.000754,0.001743
2500.17,13.195908,13.195924,0.000754,0.001742
2501.8,13.207815,13.207831,0.000753,0.00174
2503.43,13.21972,13.219736,0.000752,0.001738
2505.07,13.231623,13.231639,0.000752,0.001737
2506.7,13.243524,13.24354,0.000751,0.001735
2508.34,13.255422,13.255439,0.00075,0.001734
2509.97,13.267319,13.267335,0.00075,0.001732
2511.6,13.279213,13.279229,0.000749,0.001731
2513.24,13.291106,13.291122,0.000748,0.001729
2514.87,13.302996,13.303012,0.000747,0.001728
2516.51,13.314884,13.3149,0.000747,0.001726
2518.14,13.32677,13.326786,0.000746,0.001725
2519.77,13.338654,13.33867,0.000745,0.001723
2521.41,13.350536,13.350552,0.000745,0.001721
2523.04,13.362415,13.362431,0.000744,0.00172
2524.67,13.374293,13.374309,0.000744,0.001718
2526.31,13.386168,13.386184,0.000743,0.001717
2527.94,13.398042,13.398058,0.000742,0.001715
2529.58,13.409913,13.409929,0.000742,0.001714
2531.21,13.421782,13.421798,0.000741,0.001712
2532.84,13.43365,13.433666,0.00074,0.001711
2534.48,13.445515,13.445531,0.00074,0.001709
2536.11,13.457378,13.457394,0.000739,0.001708
2537.75,13.469239,13.469255,0.000738,0.001706
2539.38,13.481098,13.481114,0.000738,0.001705
2541.01,13.492955,13.492971,0.000737,0.001703
2542.65,13.50481,13.504826,0.000736,0.001702
2544.28,13.516663,13.516678,0.000736,0.0017
2545.92,13.528513,13.528529,0.000735,0.001699
2547.55,13.540362,13.540378,0.000734,0.001697
2549.18,13.552209,13.552225,0.000734,0.001696
2550.82,13.564054,13.564069,0.000733,0.001694
2552.45,13.575896,13.575912,0.000732,0.001693
2554.08,13.587737,13.587753,0.000732,0.001691
2555.72,13.599576,13.599591,0.000731,0.00169
2557.35,13.611412,13.611428,0.000731,0.001688
2558.99,13.623247,13.623263,0.00073,0.001687
2560.62,13.63508,13.635095,0.000729,0.001686
2562.25,13.64691,13.646926,0.000729,0.001684
2563.89,13.658739,13.658755,0.000728,0.001683
2565.52,13.670566,13.670581,0.000727,0.001681
2567.16,13.68239,13.682406,0.000727,0.00168
2568.79,13.694213,13.694229,0.000726,0.001678
2570.42,13.706034,13.706049,0.000726,0.001677
2572.06,13.717853,13.717868,0.000725,0.001675
2573.69,13.729669,13.729685,0.000724,0.001674
2575.33,13.741484,13.7415,0.000724,0.001672
2576.96,13.753297,13.753313,0.000723,0.001671
2578.59,13.765108,13.765123,0.000722,0.00167
2580.23,13.776917,13.776932,0.000722,0.001668
2581.86,13.788724,13.788739,0.000721,0.001667
2583.49,13.800529,13.800544,0.000721,0.001665
2585.13,13.812332,13.812347,0.00072,0.001664
2586.76,13.824133,13.824149,0.000719,0.001662
2588.4,13.835932,13.835948,0.000719,0.001661
2590.03,13.84773,13.847745,0.000718,0.00166
2591.66,13.859525,13.85954,0.000717,0.001658
2593.3,13.871318,13.871334,0.000717,0.001657
2594.93,13.88311,13.883125,0.000716,0.001655
2596.57,13.894899,13.894915,0.000716,0.001654
2598.2,13.906687,13.906702,0.000715,0.001653
2599.83,13.918473,13.918488,0.000714,0.001651
2601.47,13.930257,13.930272,0.000714,0.00165
2603.1,13.942038,13.942054,0.000713,0.001648
2604.73,13.953818,13.953834,0.000713,0.001647
2606.37,13.965597,13.965612,0.000712,0.001646
2608.0,13.977373,13.977388,0.000711,0.001644
2609.64,13.989147,13.989163,0.000711,0.001643
2611.27,14.00092,14.000935,0.00071,0.001641
2612.9,14.01269,14.012705,0.00071,0.00164
2614.54,14.024459,14.024474,0.000709,0.001639
2616.17,14.036226,14.036241,0.000708,0.001637
2617.81,14.047991,14.048006,0.000708,0.001636
2619.44,14.059754,14.059769,0.000707,0.001635
2621.07,14.071515,14.07153,0.000707,0.001633
2622.71,14.083274,14.083289,0.000706,0.001632
2624.34,14.095032,14.095047,0.000705,0.001631
2625.98,14.106787,14.106803,0.000705,0.001629
2627.61,14.118541,14.118556,0.000704,0.001628
2629.24,14.130293,14.130308,0.000704,0.001626
2630.88,14.142043,14.142058,0.000703,0.001625
2632.51,14.153791,14.153806,0.000703,0.001624
2634.14,14.165538,14.165553,0.000702,0.001622
2635.78,14.177282,14.177297,0.000701,0.001621
2637.41,14.189025,14.18904,0.000701,0.00162
2639.05,14.200766,14.200781,0.0007,0.001618
2640.68,14.212505,14.21252,0.0007,0.001617
2642.31,14.224242,14.224257,0.000699,0.001616
2643.95,14.235978,14.235993,0.000699,0.001614
2645.58,14.247711,14.247726,0.000698,0.001613
2647.22,14.259443,14.259458,0.000697,0.001612
2648.85,14.271173,14.271188,0.000697,0.00161
2650.48,14.282901,14.282916,0.000696,0.001609
