f_Hz,Z_cat_Ohm,Z_dog_Ohm,BP_cat,BP_dog
2652.12,14.294628,14.294643,0.000696,0.001608
2653.75,14.306352,14.306367,0.000695,0.001606
2655.39,14.318075,14.31809,0.000695,0.001605
2657.02,14.329796,14.329811,0.000694,0.001604
2658.65,14.341515,14.34153,0.000693,0.001602
2660.29,14.353233,14.353248,0.000693,0.001601
2661.92,14.364948,14.364963,0.000692,0.0016
2663.55,14.376662,14.376677,0.000692,0.001599
2665.19,14.388374,14.388389,0.000691,0.001597
2666.82,14.400085,14.400099,0.000691,0.001596
2668.46,14.411793,14.411808,0.00069,0.001595
2670.09,14.4235,14.423515,0.000689,0.001593
2671.72,14.435205,14.43522,0.000689,0.001592
2673.36,14.446908,14.446923,0.000688,0.001591
2674.99,14.45861,14.458625,0.000688,0.00159
2676.63,14.470309,14.470324,0.000687,0.001588
2678.26,14.482007,14.482022,0.000687,0.001587
2679.89,14.493704,14.493719,0.000686,0.001586
2681.53,14.505398,14.505413,0.000686,0.001584
2683.16,14.517091,14.517106,0.000685,0.001583
2684.79,14.528782,14.528797,0.000684,0.001582
2686.43,14.540471,14.540486,0.000684,0.001581
2688.06,14.552159,14.552174,0.000683,0.001579
2689.7,14.563845,14.56386,0.000683,0.001578
2691.33,14.575529,14.575544,0.000682,0.001577
2692.96,14.587211,14.587226,0.000682,0.001575
2694.6,14.598892,14.598907,0.000681,0.001574
2696.23,14.610571,14.610586,0.000681,0.001573
2697.87,14.622248,14.622263,0.00068,0.001572
2699.5,14.633924,14.633939,0.00068,0.00157
2701.13,14.645598,14.645612,0.000679,0.001569
2702.77,14.65727,14.657284,0.000678,0.001568
2704.4,14.66894,14.668955,0.000678,0.001567
2706.04,14.680609,14.680624,0.000677,0.001565
2707.67,14.692276,14.692291,0.000677,0.001564
2709.3,14.703941,14.703956,0.000676,0.001563
2710.94,14.715605,14.71562,0.000676,0.001562
2712.57,14.727267,14.727282,0.000675,0.001561
2714.2,14.738927,14.738942,0.000675,0.001559
2715.84,14.750586,14.750601,0.000674,0.001558
2717.47,14.762243,14.762258,0.000674,0.001557
2719.11,14.773898,14.773913,0.000673,0.001556
2720.74,14.785552,14.785567,0.000673,0.001554
2722.37,14.797204,14.797218,0.000672,0.001553
2724.01,14.808854,14.808869,0.000671,0.001552
2725.64,14.820503,14.820517,0.000671,0.001551
2727.28,14.83215,14.832164,0.00067,0.001549
2728.91,14.843795,14.84381,0.00067,0.001548
2730.54,14.855439,14.855453,0.000669,0.001547
2732.18,14.867081,14.867095,0.000669,0.001546
2733.81,14.878721,14.878736,0.000668,0.001545
2735.45,14.89036,14.890374,0.000668,0.001543
2737.08,14.901997,14.902012,0.000667,0.001542
2738.71,14.913633,14.913647,0.000667,0.001541
2740.35,14.925266,14.925281,0.000666,0.00154
2741.98,14.936899,14.936913,0.000666,0.001539
2743.61,14.948529,14.948544,0.000665,0.001537
2745.25,14.960158,14.960173,0.000665,0.001536
2746.88,14.971786,14.9718,0.000664,0.001535
2748.52,14.983411,14.983426,0.000664,0.001534
2750.15,14.995035,14.99505,0.000663,0.001533
2751.78,15.006658,15.006672,0.000663,0.001531
2753.42,15.018279,15.018293,0.000662,0.00153
2755.05,15.029898,15.029912,0.000662,0.001529
2756.69,15.041516,15.04153,0.000661,0.001528
2758.32,15.053132,15.053146,0.000661,0.001527
2759.95,15.064746,15.06476,0.00066,0.001526
2761.59,15.076359,15.076373,0.00066,0.001524
2763.22,15.08797,15.087984,0.000659,0.001523
2764.85,15.09958,15.099594,0.000659,0.001522
2766.49,15.111188,15.111202,0.000658,0.001521
2768.12,15.122795,15.122809,0.000658,0.00152
2769.76,15.134399,15.134414,0.000657,0.001519
2771.39,15.146003,15.146017,0.000657,0.001517
2773.02,15.157605,15.157619,0.000656,0.001516
2774.66,15.169205,15.169219,0.000656,0.001515
2776.29,15.180803,15.180818,0.000655,0.001514
2777.93,15.192401,15.192415,0.000655,0.001513
2779.56,15.203996,15.20401,0.000654,0.001512
2781.19,15.21559,15.215604,0.000654,0.00151
2782.83,15.227182,15.227196,0.000653,0.001509
2784.46,15.238773,15.238787,0.000653,0.001508
2786.1,15.250362,15.250376,0.000652,0.001507
2787.73,15.26195,15.261964,0.000652,0.001506
2789.36,15.273536,15.27355,0.000651,0.001505
2791.0,15.285121,15.285135,0.000651,0.001504
2792.63,15.296704,15.296718,0.00065,0.001502
2794.26,15.308286,15.3083,0.00065,0.001501
2795.9,15.319866,15.31988,0.000649,0.0015
2797.53,15.331444,15.331458,0.000649,0.001499
2799.17,15.343021,15.343035,0.000648,0.001498
2800.8,15.354596,15.35461,0.000648,0.001497
2802.43,15.36617,15.366184,0.000647,0.001496
2804.07,15.377743,15.377757,0.000647,0.001495
2805.7,15.389313,15.389327,0.000646,0.001493
2807.34,15.400883,15.400897,0.000646,0.001492
2808.97,15.412451,15.412464,0.000645,0.001491
2810.6,15.424017,15.424031,0.000645,0.00149
2812.24,15.435582,15.435595,0.000644,0.001489
2813.87,15.447145,15.447159,0.000644,0.001488
2815.51,15.458707,15.45872,0.000643,0.001487
2817.14,15.470267,15.470281,0.000643,0.001486
2818.77,15.481826,15.481839,0.000642,0.001484
2820.41,15.493383,15.493397,0.000642,0.001483
2822.04,15.504939,15.504952,0.000641,0.001482
2823.67,15.516493,15.516507,0.000641,0.001481
2825.31,15.528046,15.52806,0.00064,0.00148
2826.94,15.539597,15.539611,0.00064,0.001479
2828.58,15.551147,15.551161,0.000639,0.001478
2830.21,15.562695,15.562709,0.000639,0.001477
2831.84,15.574242,15.574256,0.000638,0.001476
2833.48,15.585787,15.585801,0.000638,0.001475
2835.11,15.597331,15.597345,0.000638,0.001473
2836.75,15.608874,15.608887,0.000637,0.001472
2838.38,15.620415,15.620428,0.000637,0.001471
2840.01,15.631954,15.631968,0.000636,0.00147
2841.65,15.643492,15.643506,0.000636,0.001469
2843.28,15.655029,15.655042,0.000635,0.001468
2844.91,15.666564,15.666577,0.000635,0.001467
2846.55,15.678097,15.678111,0.000634,0.001466
2848.18,15.68963,15.689643,0.000634,0.001465
2849.82,15.70116,15.701174,0.000633,0.001464
2851.45,15.71269,15.712703,0.000633,0.001463
2853.08,15.724217,15.724231,0.000632,0.001462
2854.72,15.735744,15.735757,0.000632,0.001461
2856.35,15.747269,15.747282,0.000631,0.001459
2857.99,15.758792,15.758806,0.000631,0.001458
2859.62,15.770314,15.770328,0.000631,0.001457
2861.25,15.781835,15.781849,0.00063,0.001456
2862.89,15.793354,15.793368,0.00063,0.001455
2864.52,15.804872,15.804886,0.000629,0.001454
2866.16,15.816388,15.816402,0.000629,0.001453
2867.79,15.827903,15.827917,0.000628,0.001452
2869.42,15.839417,15.83943,0.000628,0.001451
2871.06,15.850929,15.850942,0.000627,0.00145
2872.69,15.86244,15.862453,0.000627,0.001449
2874.32,15.873949,15.873962,0.000626,0.001448
2875.96,15.885457,15.88547,0.000626,0.001447
2877.59,15.896963,15.896977,0.000626,0.001446
2879.23,15.908468,15.908482,0.000625,0.001445
2880.86,15.919972,15.919985,0.000625,0.001444
2882.49,15.931474,15.931487,0.000624,0.001443
2884.13,15.942975,15.942988,0.000624,0.001442
2885.76,15.954474,15.954488,0.000623,0.00144
2887.4,15.965972,15.965986,0.000623,0.001439
2889.03,15.977469,15.977482,0.000622,0.001438
2890.66,15.988964,15.988977,0.000622,0.001437
2892.3,16.000458,16.000471,0.000621,0.001436
2893.93,16.01195,16.011964,0.000621,0.001435
2895.57,16.023441,16.023455,0.000621,0.001434
2897.2,16.034931,16.034944,0.00062,0.001433
2898.83,16.046419,16.046433,0.00062,0.001432
2900.47,16.057906,16.05792,0.000619,0.001431
2902.1,16.069392,16.069405,0.000619,0.00143
2903.73,16.080876,16.080889,0.000618,0.001429
2905.37,16.092359,16.092372,0.000618,0.001428
2907.0,16.10384,16.103854,0.000617,0.001427
2908.64,16.11532,16.115334,0.000617,0.001426
2910.27,16.126799,16.126812,0.000617,0.001425
2911.9,16.138277,16.13829,0.000616,0.001424
2913.54,16.149753,16.149766,0.000616,0.001423
2915.17,16.161227,16.16124,0.000615,0.001422
2916.81,16.1727,16.172714,0.000615,0.001421
2918.44,16.184172,16.184186,0.000614,0.00142
2920.07,16.195643,16.195656,0.000614,0.001419
2921.71,16.207112,16.207125,0.000614,0.001418
2923.34,16.21858,16.218593,0.000613,0.001417
2924.97,16.230047,16.23006,0.000613,0.001416
2926.61,16.241512,16.241525,0.000612,0.001415
2928.24,16.252976,16.252989,0.000612,0.001414
2929.88,16.264438,16.264452,0.000611,0.001413
2931.51,16.2759,16.275913,0.000611,0.001412
2933.14,16.287359,16.287373,0.000611,0.001411
2934.78,16.298818,16.298831,0.00061,0.00141
2936.41,16.310275,16.310288,0.00061,0.001409
2938.05,16.321731,16.321744,0.000609,0.001408
2939.68,16.333186,16.333199,0.000609,0.001407
2941.31,16.344639,16.344652,0.000608,0.001406
2942.95,16.356091,16.356104,0.000608,0.001405
2944.58,16.367541,16.367555,0.000608,0.001404
2946.22,16.378991,16.379004,0.000607,0.001403
2947.85,16.390439,16.390452,0.000607,0.001402
2949.48,16.401885,16.401898,0.000606,0.001401
2951.12,16.413331,16.413344,0.000606,0.0014
2952.75,16.424775,16.424788,0.000605,0.001399
2954.38,16.436218,16.436231,0.000605,0.001398
2956.02,16.447659,16.447672,0.000605,0.001397
2957.65,16.459099,16.459112,0.000604,0.001396
2959.29,16.470538,16.470551,0.000604,0.001395
2960.92,16.481976,16.481989,0.000603,0.001394
2962.55,16.493412,16.493425,0.000603,0.001393
2964.19,16.504847,16.50486,0.000602,0.001392
2965.82,16.516281,16.516294,0.000602,0.001391
2967.46,16.527713,16.527726,0.000602,0.001391
2969.09,16.539144,16.539157,0.000601,0.00139
2970.72,16.550574,16.550587,0.000601,0.001389
2972.36,16.562003,16.562016,0.0006,0.001388
2973.99,16.57343,16.573443,0.0006,0.001387
2975.63,16.584856,16.584869,0.0006,0.001386
2977.26,16.596281,16.596294,0.000599,0.001385
2978.89,16.607704,16.607717,0.000599,0.001384
2980.53,16.619126,16.619139,0.000598,0.001383
2982.16,16.630547,16.63056,0.000598,0.001382
2983.79,16.641967,16.64198,0.000598,0.001381
2985.43,16.653385,16.653398,0.000597,0.00138
2987.06,16.664803,16.664815,0.000597,0.001379
2988.7,16.676218,16.676231,0.000596,0.001378
2990.33,16.687633,16.687646,0.000596,0.001377
2991.96,16.699046,16.699059,0.000595,0.001376
2993.6,16.710459,16.710471,0.000595,0.001375
2995.23,16.721869,16.721882,0.000595,0.001374
2996.87,16.733279,16.733292,0.000594,0.001373
2998.5,16.744687,16.7447,0.000594,0.001373
3000.13,16.756095,16.756107,0.000593,0.001372
3001.77,16.7675,16.767513,0.000593,0.001371
3003.4,16.778905,16.778918,0.000593,0.00137
3005.04,16.790309,16.790321,0.000592,0.001369
3006.67,16.801711,16.801724,0.000592,0.001368
3008.3,16.813112,16.813124,0.000591,0.001367
3009.94,16.824511,16.824524,0.000591,0.001366
3011.57,16.83591,16.835923,0.000591,0.001365
3013.2,16.847307,16.84732,0.00059,0.001364
3014.84,16.858703,16.858716,0.00059,0.001363
3016.47,16.870098,16.870111,0.000589,0.001362
3018.11,16.881492,16.881504,0.000589,0.001361
3019.74,16.892884,16.892897,0.000589,0.00136
3021.37,16.904275,16.904288,0.000588,0.00136
3023.01,16.915665,16.915678,0.000588,0.001359
3024.64,16.927054,16.927066,0.000587,0.001358
3026.28,16.938441,16.938454,0.000587,0.001357
3027.91,16.949828,16.94984,0.000587,0.001356
3029.54,16.961213,16.961225,0.000586,0.001355
3031.18,16.972596,16.972609,0.000586,0.001354
3032.81,16.983979,16.983992,0.000585,0.001353
3034.44,16.995361,16.995373,0.000585,0.001352
3036.08,17.006741,17.006753,0.000585,0.001351
3037.71,17.01812,17.018133,0.000584,0.00135
3039.35,17.029498,17.02951,0.000584,0.00135
3040.98,17.040874,17.040887,0.000584,0.001349
3042.61,17.05225,17.052263,0.000583,0.001348
3044.25,17.063624,17.063637,0.000583,0.001347
3045.88,17.074997,17.07501,0.000582,0.001346
3047.52,17.086369,17.086382,0.000582,0.001345
3049.15,17.09774,17.097753,0.000582,0.001344
3050.78,17.10911,17.109122,0.000581,0.001343
3052.42,17.120478,17.12049,0.000581,0.001342
3054.05,17.131845,17.131858,0.00058,0.001341
3055.69,17.143211,17.143224,0.00058,0.001341
3057.32,17.154576,17.154589,0.00058,0.00134
3058.95,17.16594,17.165952,0.000579,0.001339
3060.59,17.177302,17.177315,0.000579,0.001338
3062.22,17.188663,17.188676,0.000579,0.001337
3063.85,17.200024,17.200036,0.000578,0.001336
3065.49,17.211383,17.211395,0.000578,0.001335
3067.12,17.22274,17.222753,0.000577,0.001334
3068.76,17.234097,17.23411,0.000577,0.001334
3070.39,17.245453,17.245465,0.000577,0.001333
3072.02,17.256807,17.256819,0.000576,0.001332
3073.66,17.26816,17.268173,0.000576,0.001331
3075.29,17.279512,17.279525,0.000575,0.00133
3076.93,17.290863,17.290875,0.000575,0.001329
3078.56,17.302213,17.302225,0.000575,0.001328
3080.19,17.313561,17.313574,0.000574,0.001327
3081.83,17.324909,17.324921,0.000574,0.001327
3083.46,17.336255,17.336267,0.000574,0.001326
3085.1,17.3476,17.347612,0.000573,0.001325
3086.73,17.358944,17.358956,0.000573,0.001324
3088.36,17.370287,17.370299,0.000572,0.001323
3090.0,17.381629,17.381641,0.000572,0.001322
3091.63,17.392969,17.392982,0.000572,0.001321
3093.26,17.404309,17.404321,0.000571,0.00132
3094.9,17.415647,17.415659,0.000571,0.00132
3096.53,17.426984,17.426996,0.000571,0.001319
3098.17,17.43832,17.438333,0.00057,0.001318
3099.8,17.449655,17.449667,0.00057,0.001317
3101.43,17.460989,17.461001,0.000569,0.001316
3103.07,17.472322,17.472334,0.000569,0.001315
3104.7,17.483653,17.483665,0.000569,0.001314
3106.34,17.494984,17.494996,0.000568,0.001314
3107.97,17.506313,17.506325,0.000568,0.001313
3109.6,17.517641,17.517653,0.000568,0.001312
3111.24,17.528968,17.52898,0.000567,0.001311
3112.87,17.540294,17.540306,0.000567,0.00131
3114.5,17.551619,17.551631,0.000567,0.001309
3116.14,17.562943,17.562955,0.000566,0.001309
3117.77,17.574265,17.574277,0.000566,0.001308
3119.41,17.585587,17.585599,0.000565,0.001307
3121.04,17.596907,17.596919,0.000565,0.001306
3122.67,17.608226,17.608239,0.000565,0.001305
3124.31,17.619545,17.619557,0.000564,0.001304
3125.94,17.630862,17.630874,0.000564,0.001304
3127.58,17.642178,17.64219,0.000564,0.001303
3129.21,17.653493,17.653505,0.000563,0.001302
3130.84,17.664807,17.664819,0.000563,0.001301
3132.48,17.676119,17.676131,0.000563,0.0013
3134.11,17.687431,17.687443,0.000562,0.001299
3135.75,17.698741,17.698754,0.000562,0.001299
3137.38,17.710051,17.710063,0.000561,0.001298
3139.01,17.721359,17.721371,0.000561,0.001297
3140.65,17.732667,17.732679,0.000561,0.001296
3142.28,17.743973,17.743985,0.00056,0.001295
3143.91,17.755278,17.75529,0.00056,0.001294
3145.55,17.766582,17.766594,0.00056,0.001294
3147.18,17.777885,17.777897,0.000559,0.001293
3148.82,17.789187,17.789199,0.000559,0.001292
3150.45,17.800488,17.8005,0.000559,0.001291
3152.08,17.811787,17.811799,0.000558,0.00129
3153.72,17.823086,17.823098,0.000558,0.001289
3155.35,17.834384,17.834396,0.000558,0.001289
3156.99,17.84568,17.845692,0.000557,0.001288
3158.62,17.856976,17.856988,0.000557,0.001287
3160.25,17.86827,17.868282,0.000557,0.001286
3161.89,17.879563,17.879575,0.000556,0.001285
3163.52,17.890856,17.890868,0.000556,0.001285
3165.16,17.902147,17.902159,0.000555,0.001284
3166.79,17.913437,17.913449,0.000555,0.001283
3168.42,17.924726,17.924738,0.000555,0.001282
3170.06,17.936014,17.936026,0.000554,0.001281
3171.69,17.947301,17.947313,0.000554,0.001281
3173.32,17.958587,17.958599,0.000554,0.00128
3174.96,17.969872,17.969884,0.000553,0.001279
3176.59,17.981156,17.981168,0.000553,0.001278
3178.23,17.992439,17.99245,0.000553,0.001277
3179.86,18.00372,18.003732,0.000552,0.001277
3181.49,18.015001,18.015013,0.000552,0.001276
3183.13,18.026281,18.026293,0.000552,0.001275
3184.76,18.037559,18.037571,0.000551,0.001274
3186.4,18.048837,18.048849,0.000551,0.001273
3188.03,18.060113,18.060125,0.000551,0.001273
3189.66,18.071389,18.071401,0.00055,0.001272
3191.3,18.082663,18.082675,0.00055,0.001271
3192.93,18.093937,18.093949,0.00055,0.00127
3194.56,18.105209,18.105221,0.000549,0.001269
3196.2,18.116481,18.116493,0.000549,0.001269
3197.83,18.127751,18.127763,0.000549,0.001268
3199.47,18.13902,18.139032,0.000548,0.001267
3201.1,18.150289,18.150301,0.000548,0.001266
3202.73,18.161556,18.161568,0.000548,0.001265
3204.37,18.172822,18.172834,0.000547,0.001265
3206.0,18.184088,18.184099,0.000547,0.001264
3207.64,18.195352,18.195364,0.000547,0.001263
3209.27,18.206615,18.206627,0.000546,0.001262
3210.9,18.217877,18.217889,0.000546,0.001262
3212.54,18.229138,18.22915,0.000545,0.001261
3214.17,18.240399,18.24041,0.000545,0.00126
3215.81,18.251658,18.251669,0.000545,0.001259
3217.44,18.262916,18.262928,0.000544,0.001258
3219.07,18.274173,18.274185,0.000544,0.001258
3220.71,18.285429,18.285441,0.000544,0.001257
3222.34,18.296684,18.296696,0.000543,0.001256
3223.97,18.307938,18.30795,0.000543,0.001255
3225.61,18.319192,18.319203,0.000543,0.001255
3227.24,18.330444,18.330455,0.000542,0.001254
3228.88,18.341695,18.341707,0.000542,0.001253
3230.51,18.352945,18.352957,0.000542,0.001252
3232.14,18.364194,18.364206,0.000541,0.001251
3233.78,18.375442,18.375454,0.000541,0.001251
3235.41,18.386689,18.386701,0.000541,0.00125
3237.05,18.397936,18.397947,0.00054,0.001249
3238.68,18.409181,18.409192,0.00054,0.001248
3240.31,18.420425,18.420437,0.00054,0.001248
3241.95,18.431668,18.43168,0.00054,0.001247
3243.58,18.44291,18.442922,0.000539,0.001246
3245.22,18.454152,18.454163,0.000539,0.001245
3246.85,18.465392,18.465404,0.000539,0.001245
3248.48,18.476631,18.476643,0.000538,0.001244
3250.12,18.48787,18.487881,0.000538,0.001243
3251.75,18.499107,18.499118,0.000538,0.001242
3253.38,18.510343,18.510355,0.000537,0.001242
3255.02,18.521579,18.52159,0.000537,0.001241
3256.65,18.532813,18.532825,0.000537,0.00124
3258.29,18.544046,18.544058,0.000536,0.001239
3259.92,18.555279,18.55529,0.000536,0.001239
3261.55,18.56651,18.566522,0.000536,0.001238
3263.19,18.577741,18.577752,0.000535,0.001237
3264.82,18.58897,18.588982,0.000535,0.001236
3266.46,18.600199,18.600211,0.000535,0.001236
3268.09,18.611427,18.611438,0.000534,0.001235
3269.72,18.622653,18.622665,0.000534,0.001234
3271.36,18.633879,18.633891,0.000534,0.001233
3272.99,18.645104,18.645115,0.000533,0.001233
3274.62,18.656328,18.656339,0.000533,0.001232
3276.26,18.66755,18.667562,0.000533,0.001231
3277.89,18.678772,18.678784,0.000532,0.00123
3279.53,18.689993,18.690005,0.000532,0.00123
3281.16,18.701213,18.701225,0.000532,0.001229
3282.79,18.712432,18.712444,0.000531,0.001228
3284.43,18.72365,18.723662,0.000531,0.001227
3286.06,18.734868,18.734879,0.000531,0.001227
3287.7,18.746084,18.746095,0.00053,0.001226
3289.33,18.757299,18.75731,0.00053,0.001225
3290.96,18.768513,18.768525,0.00053,0.001225
3292.6,18.779727,18.779738,0.00053,0.001224
3294.23,18.790939,18.79095,0.000529,0.001223
3295.87,18.802151,18.802162,0.000529,0.001222
3297.5,18.813361,18.813373,0.000529,0.001222
3299.13,18.824571,18.824582,0.000528,0.001221
3300.77,18.835779,18.835791,0.000528,0.00122
3302.4,18.846987,18.846999,0.000528,0.001219
3304.03,18.858194,18.858205,0.000527,0.001219
3305.67,18.8694,18.869411,0.000527,0.001218
3307.3,18.880605,18.880616,0.000527,0.001217
3308.94,18.891809,18.89182,0.000526,0.001217
3310.57,18.903012,18.903023,0.000526,0.001216
3312.2,18.914214,18.914225,0.000526,0.001215
3313.84,18.925415,18.925427,0.000525,0.001214
3315.47,18.936616,18.936627,0.000525,0.001214
3317.11,18.947815,18.947826,0.000525,0.001213
3318.74,18.959014,18.959025,0.000524,0.001212
3320.37,18.970211,18.970223,0.000524,0.001211
3322.01,18.981408,18.981419,0.000524,0.001211
3323.64,18.992604,18.992615,0.000524,0.00121
3325.28,19.003798,19.00381,0.000523,0.001209
3326.91,19.014992,19.015004,0.000523,0.001209
3328.54,19.026185,19.026197,0.000523,0.001208
3330.18,19.037377,19.037389,0.000522,0.001207
3331.81,19.048569,19.04858,0.000522,0.001207
3333.44,19.059759,19.05977,0.000522,0.001206
3335.08,19.070948,19.07096,0.000521,0.001205
3336.71,19.082137,19.082148,0.000521,0.001204
3338.35,19.093324,19.093336,0.000521,0.001204
3339.98,19.104511,19.104522,0.000521,0.001203
3341.61,19.115697,19.115708,0.00052,0.001202
3343.25,19.126882,19.126893,0.00052,0.001202
3344.88,19.138066,19.138077,0.00052,0.001201
3346.52,19.149249,19.14926,0.000519,0.0012
3348.15,19.160431,19.160442,0.000519,0.001199
3349.78,19.171612,19.171623,0.000519,0.001199
3351.42,19.182793,19.182804,0.000518,0.001198
3353.05,19.193972,19.193983,0.000518,0.001197
3354.68,19.205151,19.205162,0.000518,0.001197
3356.32,19.216328,19.21634,0.000517,0.001196
3357.95,19.227505,19.227516,0.000517,0.001195
3359.59,19.238681,19.238692,0.000517,0.001195
3361.22,19.249856,19.249867,0.000517,0.001194
3362.85,19.26103,19.261042,0.000516,0.001193
3364.49,19.272204,19.272215,0.000516,0.001193
3366.12,19.283376,19.283387,0.000516,0.001192
3367.76,19.294548,19.294559,0.000515,0.001191
3369.39,19.305718,19.30573,0.000515,0.00119
3371.02,19.316888,19.316899,0.000515,0.00119
3372.66,19.328057,19.328068,0.000514,0.001189
3374.29,19.339225,19.339236,0.000514,0.001188
3375.93,19.350392,19.350403,0.000514,0.001188
3377.56,19.361559,19.36157,0.000514,0.001187
3379.19,19.372724,19.372735,0.000513,0.001186
3380.83,19.383889,19.3839,0.000513,0.001186
3382.46,19.395052,19.395063,0.000513,0.001185
3384.09,19.406215,19.406226,0.000512,0.001184
3385.73,19.417377,19.417388,0.000512,0.001184
3387.36,19.428538,19.428549,0.000512,0.001183
3389.0,19.439698,19.439709,0.000512,0.001182
3390.63,19.450858,19.450869,0.000511,0.001182
3392.26,19.462016,19.462027,0.000511,0.001181
3393.9,19.473174,19.473185,0.000511,0.00118
3395.53,19.484331,19.484342,0.00051,0.00118
3397.17,19.495487,19.495498,0.00051,0.001179
3398.8,19.506642,19.506653,0.00051,0.001178
3400.43,19.517796,19.517807,0.000509,0.001177
3402.07,19.528949,19.52896,0.000509,0.001177
3403.7,19.540102,19.540113,0.000509,0.001176
3405.34,19.551253,19.551264,0.000509,0.001175
3406.97,19.562404,19.562415,0.000508,0.001175
3408.6,19.573554,19.573565,0.000508,0.001174
3410.24,19.584703,19.584714,0.000508,0.001173
3411.87,19.595851,19.595862,0.000507,0.001173
3413.5,19.606999,19.60701,0.000507,0.001172
3415.14,19.618146,19.618156,0.000507,0.001171
3416.77,19.629291,19.629302,0.000507,0.001171
3418.41,19.640436,19.640447,0.000506,0.00117
3420.04,19.65158,19.651591,0.000506,0.001169
3421.67,19.662723,19.662734,0.000506,0.001169
3423.31,19.673866,19.673877,0.000505,0.001168
3424.94,19.685007,19.685018,0.000505,0.001167
3426.58,19.696148,19.696159,0.000505,0.001167
3428.21,19.707288,19.707299,0.000505,0.001166
3429.84,19.718427,19.718438,0.000504,0.001166
3431.48,19.729565,19.729576,0.000504,0.001165
3433.11,19.740703,19.740713,0.000504,0.001164
3434.74,19.751839,19.75185,0.000503,0.001164
3436.38,19.762975,19.762986,0.000503,0.001163
3438.01,19.77411,19.774121,0.000503,0.001162
3439.65,19.785244,19.785255,0.000503,0.001162
3441.28,19.796377,19.796388,0.000502,0.001161
3442.91,19.80751,19.80752,0.000502,0.00116
3444.55,19.818641,19.818652,0.000502,0.00116
3446.18,19.829772,19.829783,0.000501,0.001159
3447.82,19.840902,19.840913,0.000501,0.001158
3449.45,19.852031,19.852042,0.000501,0.001158
3451.08,19.863159,19.86317,0.000501,0.001157
3452.72,19.874287,19.874298,0.0005,0.001156
3454.35,19.885414,19.885424,0.0005,0.001156
3455.99,19.896539,19.89655,0.0005,0.001155
3457.62,19.907664,19.907675,0.0005,0.001154
3459.25,19.918789,19.9188,0.000499,0.001154
3460.89,19.929912,19.929923,0.000499,0.001153
3462.52,19.941035,19.941046,0.000499,0.001153
3464.15,19.952157,19.952167,0.000498,0.001152
3465.79,19.963278,19.963288,0.000498,0.001151
3467.42,19.974398,19.974409,0.000498,0.001151
3469.06,19.985517,19.985528,0.000498,0.00115
3470.69,19.996636,19.996647,0.000497,0.001149
3472.32,20.007754,20.007764,0.000497,0.001149
3473.96,20.018871,20.018881,0.000497,0.001148
3475.59,20.029987,20.029998,0.000496,0.001147
3477.23,20.041102,20.041113,0.000496,0.001147
3478.86,20.052217,20.052228,0.000496,0.001146
3480.49,20.063331,20.063341,0.000496,0.001145
3482.13,20.074444,20.074454,0.000495,0.001145
3483.76,20.085556,20.085567,0.000495,0.001144
3485.4,20.096667,20.096678,0.000495,0.001144
3487.03,20.107778,20.107789,0.000495,0.001143
3488.66,20.118888,20.118899,0.000494,0.001142
3490.3,20.129997,20.130008,0.000494,0.001142
3491.93,20.141105,20.141116,0.000494,0.001141
3493.56,20.152213,20.152223,0.000493,0.00114
3495.2,20.163319,20.16333,0.000493,0.00114
3496.83,20.174425,20.174436,0.000493,0.001139
3498.47,20.18553,20.185541,0.000493,0.001139
3500.1,20.196635,20.196645,0.000492,0.001138
3501.73,20.207738,20.207749,0.000492,0.001137
3503.37,20.218841,20.218852,0.000492,0.001137
3505.0,20.229943,20.229954,0.000492,0.001136
3506.64,20.241044,20.241055,0.000491,0.001135
3508.27,20.252145,20.252155,0.000491,0.001135
3509.9,20.263244,20.263255,0.000491,0.001134
3511.54,20.274343,20.274354,0.00049,0.001134
3513.17,20.285441,20.285452,0.00049,0.001133
3514.8,20.296539,20.296549,0.00049,0.001132
3516.44,20.307635,20.307646,0.00049,0.001132
3518.07,20.318731,20.318742,0.000489,0.001131
3519.71,20.329826,20.329837,0.000489,0.00113
3521.34,20.34092,20.340931,0.000489,0.00113
3522.97,20.352014,20.352024,0.000489,0.001129
3524.61,20.363107,20.363117,0.000488,0.001129
3526.24,20.374199,20.374209,0.000488,0.001128
3527.88,20.38529,20.3853,0.000488,0.001127
3529.51,20.39638,20.396391,0.000488,0.001127
3531.14,20.40747,20.40748,0.000487,0.001126
3532.78,20.418559,20.418569,0.000487,0.001126
3534.41,20.429647,20.429657,0.000487,0.001125
3536.05,20.440734,20.440745,0.000486,0.001124
3537.68,20.451821,20.451831,0.000486,0.001124
3539.31,20.462907,20.462917,0.000486,0.001123
3540.95,20.473992,20.474002,0.000486,0.001123
3542.58,20.485076,20.485087,0.000485,0.001122
3544.21,20.49616,20.49617,0.000485,0.001121
3545.85,20.507243,20.507253,0.000485,0.001121
3547.48,20.518325,20.518335,0.000485,0.00112
3549.12,20.529406,20.529416,0.000484,0.001119
3550.75,20.540487,20.540497,0.000484,0.001119
3552.38,20.551566,20.551577,0.000484,0.001118
3554.02,20.562645,20.562656,0.000484,0.001118
3555.65,20.573724,20.573734,0.000483,0.001117
3557.29,20.584801,20.584812,0.000483,0.001116
3558.92,20.595878,20.595889,0.000483,0.001116
3560.55,20.606954,20.606965,0.000483,0.001115
3562.19,20.61803,20.61804,0.000482,0.001115
