t_s,x_true_90.0Hz,x_apparent_10.0Hz
0.218359,-0.817521,0.914205
0.218609,-0.890542,0.92046
0.218859,-0.945777,0.926489
0.21911,-0.982122,0.932288
0.21936,-0.998851,0.937858
0.21961,-0.995631,0.943195
0.21986,-0.972526,0.9483
0.22011,-0.929996,0.953171
0.22036,-0.868892,0.957806
0.22061,-0.790434,0.962204
0.22086,-0.696189,0.966365
0.221111,-0.58804,0.970287
0.221361,-0.468145,0.97397
0.221611,-0.338901,0.977412
0.221861,-0.202887,0.980612
0.222111,-0.062822,0.983571
0.222361,0.078498,0.986286
0.222611,0.218251,0.988758
0.222861,0.353644,0.990986
0.223112,0.481974,0.992969
0.223362,0.600678,0.994706
0.223612,0.707385,0.996199
0.223862,0.799963,0.997444
0.224112,0.876564,0.998444
0.224362,0.935658,0.999197
0.224612,0.976064,0.999703
0.224862,0.996976,0.999963
0.225113,0.997975,0.999975
0.225363,0.979042,0.99974
0.225613,0.940556,0.999259
0.225863,0.883283,0.99853
0.226113,0.80837,0.997556
0.226363,0.717311,0.996334
0.226613,0.611926,0.994867
0.226863,0.494318,0.993154
0.227114,0.366838,0.991195
0.227364,0.232032,0.988992
0.227614,0.092591,0.986544
0.227864,-0.0487,0.983853
0.228114,-0.189017,0.980919
0.228364,-0.32556,0.977743
0.228614,-0.4556,0.974325
0.228864,-0.576541,0.970666
0.229115,-0.685966,0.966768
0.229365,-0.781691,0.962631
0.229615,-0.861804,0.958256
0.229865,-0.924704,0.953645
0.230115,-0.969136,0.948798
0.230365,-0.994211,0.943716
0.230615,-0.999429,0.938402
0.230865,-0.984686,0.932856
0.231116,-0.950276,0.927079
0.231366,-0.896887,0.921074
0.231616,-0.825585,0.914841
0.231866,-0.737793,0.908382
0.232116,-0.635266,0.901698
0.232366,-0.520051,0.894792
0.232616,-0.394449,0.887665
0.232866,-0.260969,0.880319
0.233117,-0.122277,0.872755
0.233367,0.018858,0.864976
0.233617,0.159616,0.856983
0.233867,0.297186,0.848778
0.234117,0.42882,0.840364
0.234367,0.55189,0.831742
0.234617,0.663937,0.822915
0.234867,0.762723,0.813885
0.235118,0.846276,0.804653
0.235368,0.912926,0.795223
0.235618,0.961343,0.785597
0.235868,0.99056,0.775776
0.236118,0.999992,0.765764
0.236368,0.989452,0.755562
0.236618,0.95915,0.745174
0.236868,0.909691,0.734602
0.237119,0.842064,0.723849
0.237369,0.757618,0.712917
0.237619,0.65804,0.701809
0.237869,0.54532,0.690527
0.238119,0.421708,0.679075
0.238369,0.289674,0.667455
0.238619,0.151854,0.65567
0.238869,0.011001,0.643723
0.23912,-0.130072,0.631618
0.23937,-0.268546,0.619356
0.23962,-0.401658,0.606942
0.23987,-0.526747,0.594377
0.24012,-0.641315,0.581666
0.24037,-0.743075,0.568811
0.24062,-0.829993,0.555815
0.24087,-0.900335,0.542682
0.241121,-0.952694,0.529416
0.241371,-0.986026,0.516018
0.241621,-0.999664,0.502493
0.241871,-0.993336,0.488844
0.242121,-0.967169,0.475074
0.242371,-0.921684,0.461187
0.242621,-0.857792,0.447186
0.242871,-0.776767,0.433074
0.243122,-0.680228,0.418856
0.243372,-0.570103,0.404534
0.243622,-0.448591,0.390112
0.243872,-0.31812,0.375594
0.244122,-0.181295,0.360983
0.244372,-0.04085,0.346283
0.244622,0.100412,0.331497
0.244872,0.239668,0.31663
0.245123,0.374137,0.301684
0.245373,0.501134,0.286664
0.245623,0.618122,0.271573
0.245873,0.722764,0.256415
0.246123,0.812971,0.241193
0.246373,0.88694,0.225912
0.246623,0.943195,0.210575
0.246873,0.980612,0.195187
0.247124,0.998444,0.17975
0.247374,0.996334,0.164268
0.247624,0.974325,0.148746
0.247874,0.932856,0.133188
0.248124,0.872755,0.117596
0.248374,0.795223,0.101975
0.248624,0.701809,0.086329
0.248874,0.594377,0.070662
0.249125,0.475074,0.054978
0.249375,0.346283,0.039279
0.249625,0.210575,0.023572
0.249875,0.070662,0.007858
0.250125,-0.070662,-0.007858
0.250375,-0.210575,-0.023572
0.250625,-0.346283,-0.039279
0.250875,-0.475074,-0.054978
0.251126,-0.594377,-0.070662
0.251376,-0.701809,-0.086329
0.251626,-0.795223,-0.101975
0.251876,-0.872755,-0.117596
0.252126,-0.932856,-0.133188
0.252376,-0.974325,-0.148746
0.252626,-0.996334,-0.164268
0.252876,-0.998444,-0.17975
0.253127,-0.980612,-0.195187
0.253377,-0.943195,-0.210575
0.253627,-0.88694,-0.225912
0.253877,-0.812971,-0.241193
0.254127,-0.722764,-0.256415
0.254377,-0.618122,-0.271573
0.254627,-0.501134,-0.286664
0.254877,-0.374137,-0.301684
0.255128,-0.239668,-0.31663
0.255378,-0.100412,-0.331497
0.255628,0.04085,-0.346283
0.255878,0.181295,-0.360983
0.256128,0.31812,-0.375594
0.256378,0.448591,-0.390112
0.256628,0.570103,-0.404534
0.256878,0.680228,-0.418856
0.257129,0.776767,-0.433074
0.257379,0.857792,-0.447186
0.257629,0.921684,-0.461187
0.257879,0.967169,-0.475074
0.258129,0.993336,-0.488844
0.258379,0.999664,-0.502493
0.258629,0.986026,-0.516018
0.258879,0.952694,-0.529416
0.25913,0.900335,-0.542682
0.25938,0.829993,-0.555815
0.25963,0.743075,-0.568811
0.25988,0.641315,-0.581666
0.26013,0.526747,-0.594377
0.26038,0.401658,-0.606942
0.26063,0.268546,-0.619356
0.26088,0.130072,-0.631618
0.261131,-0.011001,-0.643723
0.261381,-0.151854,-0.65567
0.261631,-0.289674,-0.667455
0.261881,-0.421708,-0.679075
0.262131,-0.54532,-0.690527
0.262381,-0.65804,-0.701809
0.262631,-0.757618,-0.712917
0.262881,-0.842064,-0.723849
0.263132,-0.909691,-0.734602
0.263382,-0.95915,-0.745174
0.263632,-0.989452,-0.755562
0.263882,-0.999992,-0.765764
0.264132,-0.99056,-0.775776
0.264382,-0.961343,-0.785597
0.264632,-0.912926,-0.795223
0.264882,-0.846276,-0.804653
0.265133,-0.762723,-0.813885
0.265383,-0.663937,-0.822915
0.265633,-0.55189,-0.831742
0.265883,-0.42882,-0.840364
0.266133,-0.297186,-0.848778
0.266383,-0.159616,-0.856983
0.266633,-0.018858,-0.864976
0.266883,0.122277,-0.872755
0.267134,0.260969,-0.880319
0.267384,0.394449,-0.887665
0.267634,0.520051,-0.894792
0.267884,0.635266,-0.901698
0.268134,0.737793,-0.908382
0.268384,0.825585,-0.914841
0.268634,0.896887,-0.921074
0.268884,0.950276,-0.927079
0.269135,0.984686,-0.932856
0.269385,0.999429,-0.938402
0.269635,0.994211,-0.943716
0.269885,0.969136,-0.948798
0.270135,0.924704,-0.953645
0.270385,0.861804,-0.958256
0.270635,0.781691,-0.962631
0.270885,0.685966,-0.966768
0.271136,0.576541,-0.970666
0.271386,0.4556,-0.974325
0.271636,0.32556,-0.977743
0.271886,0.189017,-0.980919
0.272136,0.0487,-0.983853
0.272386,-0.092591,-0.986544
0.272636,-0.232032,-0.988992
0.272886,-0.366838,-0.991195
0.273137,-0.494318,-0.993154
0.273387,-0.611926,-0.994867
0.273637,-0.717311,-0.996334
0.273887,-0.80837,-0.997556
0.274137,-0.883283,-0.99853
0.274387,-0.940556,-0.999259
0.274637,-0.979042,-0.99974
0.274887,-0.997975,-0.999975
0.275138,-0.996976,-0.999963
0.275388,-0.976064,-0.999703
0.275638,-0.935658,-0.999197
0.275888,-0.876564,-0.998444
0.276138,-0.799963,-0.997444
0.276388,-0.707385,-0.996199
0.276638,-0.600678,-0.994706
0.276888,-0.481974,-0.992969
0.277139,-0.353644,-0.990986
0.277389,-0.218251,-0.988758
0.277639,-0.078498,-0.986286
0.277889,0.062822,-0.983571
0.278139,0.202887,-0.980612
0.278389,0.338901,-0.977412
0.278639,0.468145,-0.97397
0.278889,0.58804,-0.970287
0.27914,0.696189,-0.966365
0.27939,0.790434,-0.962204
0.27964,0.868892,-0.957806
0.27989,0.929996,-0.953171
0.28014,0.972526,-0.9483
0.28039,0.995631,-0.943195
0.28064,0.998851,-0.937858
0.28089,0.982122,-0.932288
0.281141,0.945777,-0.926489
0.281391,0.890542,-0.92046
0.281641,0.817521,-0.914205
0.281891,0.728172,-0.907723
0.282141,0.624279,-0.901018
0.282391,0.507918,-0.894089
0.282641,0.381413,-0.88694
0.282891,0.247289,-0.879572
0.283142,0.108227,-0.871987
0.283392,-0.032997,-0.864186
0.283642,-0.173562,-0.856172
0.283892,-0.310661,-0.847946
0.284142,-0.441554,-0.839511
0.284392,-0.563629,-0.830869
0.284642,-0.674447,-0.822021
0.284892,-0.771794,-0.812971
0.285143,-0.853726,-0.803719
0.285393,-0.918608,-0.794269
0.285643,-0.965142,-0.784623
0.285893,-0.9924,-0.774783
0.286143,-0.999837,-0.764752
0.286393,-0.987304,-0.754532
0.286643,-0.955053,-0.744126
0.286893,-0.903727,-0.733535
0.287144,-0.834351,-0.722764
0.287394,-0.74831,-0.711814
0.287644,-0.647324,-0.700688
0.287894,-0.53341,-0.689389
0.288144,-0.408841,-0.67792
0.288394,-0.276107,-0.666284
0.288644,-0.137859,-0.654483
0.288894,0.003143,-0.64252
0.289145,0.144082,-0.630399
0.289395,0.282144,-0.618122
0.289645,0.41457,-0.605692
0.289895,0.538716,-0.593112
0.290145,0.652103,-0.580387
0.290395,0.752466,-0.567517
0.290645,0.837799,-0.554508
0.290895,0.9064,-0.541362
0.291146,0.956898,-0.528082
0.291396,0.988283,-0.514671
0.291646,0.999931,-0.501134
0.291896,0.991606,-0.487472
0.292146,0.963477,-0.473691
0.292396,0.916105,-0.459792
0.292646,0.850436,-0.44578
0.292896,0.767781,-0.431657
0.293147,0.669792,-0.417428
0.293397,0.558425,-0.403096
0.293647,0.435905,-0.388665
0.293897,0.304679,-0.374137
0.294147,0.167368,-0.359517
0.294397,0.026714,-0.344808
0.294647,-0.114474,-0.330014
0.294897,-0.253375,-0.315139
0.295148,-0.387216,-0.300185
0.295398,-0.513323,-0.285158
0.295648,-0.629178,-0.27006
0.295898,-0.732466,-0.254895
0.296148,-0.821125,-0.239668
0.296398,-0.893384,-0.224381
0.296648,-0.9478,-0.209039
0.296898,-0.983286,-0.193645
0.297149,-0.999133,-0.178203
0.297399,-0.995025,-0.162718
0.297649,-0.971043,-0.147192
0.297899,-0.927667,-0.13163
0.298149,-0.865763,-0.116035
0.298399,-0.786568,-0.100412
0.298649,-0.691663,-0.084764
0.298899,-0.582943,-0.069095
0.29915,-0.462581,-0.053408
0.2994,-0.33298,-0.037709
0.29965,-0.196728,-0.022
0.2999,-0.056547,-0.006286
0.30015,0.084764,0.009429
0.3004,0.224381,0.025143
0.30065,0.359517,0.04085
0.3009,0.487472,0.056547
0.301151,0.605692,0.07223
0.301401,0.711814,0.087895
0.301651,0.803719,0.103539
0.301901,0.879572,0.119156
0.302151,0.937858,0.134745
0.302401,0.977412,0.1503
0.302651,0.997444,0.165818
0.302901,0.997556,0.181295
0.303152,0.977743,0.196728
0.303402,0.938402,0.212112
0.303652,0.880319,0.227443
0.303902,0.804653,0.242718
0.304152,0.712917,0.257933
0.304402,0.606942,0.273085
0.304652,0.488844,0.288169
0.304902,0.360983,0.303182
0.305153,0.225912,0.31812
0.305403,0.086329,0.33298
0.305653,-0.054978,0.347757
0.305903,-0.195187,0.362448
0.306153,-0.331497,0.37705
0.306403,-0.461187,0.391559
0.306653,-0.581666,0.405971
0.306903,-0.690527,0.420283
0.307154,-0.785597,0.43449
0.307404,-0.864976,0.448591
0.307654,-0.927079,0.462581
0.307904,-0.970666,0.476457
0.308154,-0.994867,0.490214
0.308404,-0.999197,0.503851
0.308654,-0.983571,0.517364
0.308904,-0.9483,0.530748
0.309155,-0.894089,0.544002
0.309405,-0.822021,0.557121
0.309655,-0.733535,0.570103
0.309905,-0.630399,0.582943
0.310155,-0.514671,0.59564
0.310405,-0.388665,0.60819
0.310655,-0.254895,0.620589
0.310905,-0.116035,0.632835
0.311156,0.025143,0.644925
0.311406,0.165818,0.656856
0.311656,0.303182,0.668624
0.311906,0.43449,0.680228
0.312156,0.557121,0.691663
0.312406,0.668624,0.702927
0.312656,0.766774,0.714018
0.312906,0.849608,0.724932
0.313157,0.915474,0.735668
0.313407,0.963055,0.746222
0.313657,0.991402,0.756591
0.313907,0.999948,0.766774
0.314157,0.988522,0.776767
0.314407,0.957353,0.786568
0.314657,0.907063,0.796175
0.314907,0.838656,0.805585
0.315158,0.7535,0.814797
0.315408,0.653294,0.823807
0.315658,0.54004,0.832614
0.315908,0.416,0.841215
0.316158,0.283651,0.849608
0.316408,0.145637,0.857792
0.316658,0.004715,0.865763
0.316908,-0.136302,0.873521
0.317159,-0.274596,0.881063
0.317409,-0.407407,0.888388
0.317659,-0.53208,0.895493
0.317909,-0.646126,0.902377
0.318159,-0.747267,0.909038
0.318409,-0.833483,0.915474
0.318659,-0.903053,0.921684
0.318909,-0.954586,0.927667
0.31916,-0.987053,0.933421
0.31941,-0.999807,0.938944
0.31966,-0.992592,0.944235
0.31991,-0.965552,0.949293
0.32016,-0.919227,0.954116
0.32041,-0.854544,0.958704
0.32066,-0.772792,0.963055
0.32091,-0.675606,0.967169
0.321161,-0.564927,0.971043
0.321411,-0.442964,0.974678
0.321661,-0.312154,0.978071
0.321911,-0.17511,0.981224
0.322161,-0.034568,0.984133
0.322411,0.106664,0.9868
0.322661,0.245766,0.989223
0.322911,0.379959,0.991402
0.323162,0.506564,0.993336
0.323412,0.623051,0.995025
0.323662,0.727094,0.996467
0.323912,0.816615,0.997664
0.324162,0.889826,0.998614
0.324412,0.945265,0.999318
0.324662,0.981825,0.999775
0.324912,0.998775,0.999985
0.325163,0.995777,0.999948
0.325413,0.97289,0.999664
0.325663,0.930573,0.999133
0.325913,0.869669,0.998355
0.326163,0.791396,0.997331
0.326413,0.697317,0.99606
0.326663,0.58931,0.994544
0.326913,0.469533,0.992782
0.327164,0.340379,0.990774
0.327414,0.204426,0.988522
0.327664,0.06439,0.986026
0.327914,-0.076931,0.983286
0.328164,-0.216717,0.980303
0.328414,-0.352173,0.977078
0.328664,-0.480596,0.973612
0.328914,-0.599421,0.969906
0.329165,-0.706273,0.96596
0.329415,-0.799019,0.961775
0.329665,-0.875807,0.957353
0.329915,-0.935102,0.952694
0.330165,-0.975721,0.9478
0.330415,-0.996852,0.942672
0.330665,-0.998074,0.937311
0.330915,-0.979361,0.931719
0.331166,-0.941088,0.925896
0.331416,-0.884019,0.919845
0.331666,-0.809294,0.913567
0.331916,-0.718405,0.907063
0.332166,-0.613168,0.900335
0.332416,-0.495684,0.893384
0.332666,-0.3683,0.886213
0.332916,-0.23356,0.878823
0.333167,-0.094155,0.871216
0.333417,0.04713,0.863394
0.333667,0.187474,0.855359
0.333917,0.324074,0.847112
0.334167,0.454201,0.838656
0.334417,0.575256,0.829993
0.334667,0.684822,0.821125
0.334917,0.78071,0.812054
0.335168,0.861006,0.802783
0.335418,0.924105,0.793313
0.335668,0.968747,0.783648
0.335918,0.994041,0.773789
0.336168,0.999481,0.763739
0.336418,0.984959,0.7535
0.336668,0.950765,0.743075
0.336918,0.897581,0.732466
0.337169,0.826471,0.721677
0.337419,0.738853,0.710709
0.337669,0.636479,0.699566
0.337919,0.521393,0.68825
0.338169,0.395893,0.676764
0.338419,0.262486,0.665111
0.338669,0.123836,0.653294
0.338919,-0.017287,0.641315
0.33917,-0.158064,0.629178
0.33942,-0.295685,0.616885
0.33967,-0.4274,0.604441
0.33992,-0.550578,0.591846
0.34017,-0.662761,0.579106
0.34042,-0.761706,0.566223
0.34067,-0.845438,0.5532
0.34092,-0.912284,0.54004
0.341171,-0.96091,0.526747
0.341421,-0.990343,0.513323
0.341671,-0.999997,0.499773
0.341921,-0.989679,0.4861
0.342171,-0.959594,0.472306
0.342421,-0.910343,0.458396
0.342671,-0.84291,0.444372
0.342921,-0.758643,0.430239
0.343172,-0.659223,0.416
0.343422,-0.546637,0.401658
0.343672,-0.423133,0.387216
0.343922,-0.291177,0.372679
0.344172,-0.153407,0.35805
0.344422,-0.012572,0.343333
0.344672,0.128513,0.32853
0.344922,0.267032,0.313647
0.345173,0.400218,0.298686
0.345423,0.52541,0.283651
0.345673,0.640108,0.268546
0.345923,0.742022,0.253375
0.346173,0.829116,0.238142
0.346423,0.89965,0.222849
0.346673,0.952215,0.207502
0.346923,0.985763,0.192103
0.347174,0.999622,0.176657
0.347424,0.993516,0.161167
0.347674,0.967567,0.145637
0.347924,0.922293,0.130072
0.348174,0.858598,0.114474
0.348424,0.777755,0.098848
0.348674,0.681379,0.083198
0.348924,0.571393,0.067527
0.349175,0.449995,0.051839
0.349425,0.31961,0.036139
0.349675,0.182841,0.020429
0.349925,0.04242,0.004715
0.350175,-0.098848,-0.011001
0.350425,-0.238142,-0.026714
0.350675,-0.372679,-0.04242
0.350925,-0.499773,-0.058116
0.351176,-0.616885,-0.073797
0.351426,-0.721677,-0.08946
0.351676,-0.812054,-0.105102
0.351926,-0.886213,-0.120717
0.352176,-0.942672,-0.136302
0.352426,-0.980303,-0.151854
0.352676,-0.998355,-0.167368
0.352926,-0.996467,-0.182841
0.353177,-0.974678,-0.198268
0.353427,-0.933421,-0.213647
0.353677,-0.873521,-0.228973
0.353927,-0.796175,-0.244242
0.354177,-0.702927,-0.259452
0.354427,-0.59564,-0.274596
0.354677,-0.476457,-0.289674
0.354927,-0.347757,-0.304679
0.355178,-0.212112,-0.31961
0.355428,-0.07223,-0.334461
0.355678,0.069095,-0.34923
0.355928,0.209039,-0.363912
0.356178,0.344808,-0.378505
0.356428,0.473691,-0.393004
0.356678,0.593112,-0.407407
0.356928,0.700688,-0.421708
0.357179,0.794269,-0.435905
0.357429,0.871987,-0.449995
0.357679,0.932288,-0.463974
0.357929,0.97397,-0.477838
0.358179,0.996199,-0.491584
0.358429,0.99853,-0.505208
0.358679,0.980919,-0.518708
0.358929,0.943716,-0.53208
0.35918,0.887665,-0.54532
0.35943,0.813885,-0.558425
0.35968,0.723849,-0.571393
0.35993,0.619356,-0.58422
0.36018,0.502493,-0.596902
0.36043,0.375594,-0.609437
0.36068,0.241193,-0.621821
0.36093,0.101975,-0.634052
0.361181,-0.039279,-0.646126
0.361431,-0.17975,-0.65804
0.361681,-0.31663,-0.669792
0.361931,-0.447186,-0.681379
0.362181,-0.568811,-0.692797
0.362431,-0.679075,-0.704044
0.362681,-0.775776,-0.715117
0.362931,-0.856983,-0.726014
0.363182,-0.921074,-0.736731
0.363432,-0.966768,-0.747267
0.363682,-0.993154,-0.757618
0.363932,-0.999703,-0.767781
0.364182,-0.986286,-0.777755
0.364432,-0.953171,-0.787537
0.364682,-0.901018,-0.797125
0.364932,-0.830869,-0.806516
0.365183,-0.744126,-0.815707
0.365433,-0.64252,-0.824697
0.365683,-0.528082,-0.833483
0.365933,-0.403096,-0.842064
0.366183,-0.27006,-0.850436
0.366433,-0.13163,-0.858598
0.366683,0.009429,-0.866549
0.366933,0.1503,-0.874285
0.367184,0.288169,-0.881805
0.367434,0.420283,-0.889108
0.367684,0.544002,-0.896191
0.367934,0.656856,-0.903053
0.368184,0.756591,-0.909691
0.368434,0.841215,-0.916105
0.368684,0.909038,-0.922293
0.368934,0.958704,-0.928253
0.369185,0.989223,-0.933983
0.369435,0.999985,-0.939483
0.369685,0.990774,-0.944751
0.369935,0.961775,-0.949786
0.370185,0.913567,-0.954586
0.370435,0.847112,-0.95915
0.370685,0.763739,-0.963477
0.370935,0.665111,-0.967567
0.371186,0.5532,-0.971417
0.371436,0.430239,-0.975028
0.371686,0.298686,-0.978397
0.371936,0.161167,-0.981525
0.372186,0.020429,-0.984411
0.372436,-0.120717,-0.987053
0.372686,-0.259452,-0.989452
0.372936,-0.393004,-0.991606
0.373187,-0.518708,-0.993516
0.373437,-0.634052,-0.99518
0.373687,-0.736731,-0.996598
0.373937,-0.824697,-0.99777
0.374187,-0.896191,-0.998696
0.374437,-0.949786,-0.999375
0.374687,-0.984411,-0.999807
0.374937,-0.999375,-0.999992
0.375188,-0.994379,-0.999931
0.375438,-0.969522,-0.999622
0.375688,-0.925301,-0.999066
0.375938,-0.8626,-0.998264
0.376188,-0.782671,-0.997215
0.376438,-0.687109,-0.99592
0.376688,-0.577824,-0.994379
0.376938,-0.456999,-0.992592
0.377189,-0.327045,-0.99056
0.377439,-0.19056,-0.988283
0.377689,-0.050269,-0.985763
0.377939,0.091026,-0.982999
0.378189,0.230503,-0.979992
0.378439,0.365376,-0.976743
0.378689,0.492952,-0.973253
0.378939,0.610682,-0.969522
0.37919,0.716215,-0.965552
0.37944,0.807444,-0.961343
0.37969,0.882546,-0.956898
0.37994,0.940021,-0.952215
0.38019,0.978721,-0.947298
0.38044,0.997874,-0.942146
0.38069,0.997097,-0.936762
0.38094,0.976405,-0.931147
0.381191,0.936211,-0.925301
0.381441,0.877319,-0.919227
0.381691,0.800905,-0.912926
0.381941,0.708495,-0.9064
0.382191,0.601934,-0.89965
0.382441,0.48335,-0.892677
0.382691,0.355113,-0.885484
0.382941,0.219784,-0.878072
0.383192,0.080065,-0.870444
0.383442,-0.061253,-0.8626
0.383692,-0.201348,-0.854544
0.383942,-0.337422,-0.846276
0.384192,-0.466756,-0.837799
0.384442,-0.586768,-0.829116
0.384692,-0.69506,-0.820227
0.384942,-0.789471,-0.811136
0.385193,-0.868113,-0.801845
0.385443,-0.929417,-0.792356
0.385693,-0.972159,-0.782671
0.385943,-0.995483,-0.772792
0.386193,-0.998925,-0.762723
0.386443,-0.982417,-0.752466
0.386693,-0.946286,-0.742022
0.386943,-0.891256,-0.731395
0.387194,-0.818425,-0.720588
0.387444,-0.729248,-0.709603
0.387694,-0.625506,-0.698442
0.387944,-0.509271,-0.687109
0.388194,-0.382865,-0.675606
0.388444,-0.248812,-0.663937
0.388694,-0.109789,-0.652103
0.388944,0.031426,-0.640108
0.389195,0.172014,-0.627956
0.389445,0.309166,-0.615648
0.389695,0.440144,-0.603188
0.389945,0.56233,-0.590579
0.390195,0.673286,-0.577824
0.390445,0.770794,-0.564927
0.390695,0.852907,-0.55189
0.390945,0.917985,-0.538716
0.391196,0.964729,-0.52541
0.391446,0.992205,-0.511974
0.391696,0.999864,-0.498411
0.391946,0.987553,-0.484726
0.392196,0.955518,-0.47092
0.392446,0.904398,-0.456999
0.392696,0.835216,-0.442964
0.392946,0.749352,-0.42882
0.393197,0.648521,-0.41457
0.393447,0.534738,-0.400218
0.393697,0.410275,-0.385767
0.393947,0.277617,-0.37122
0.394197,0.139415,-0.356582
0.394447,-0.001572,-0.341856
0.394697,-0.142527,-0.327045
0.394947,-0.280636,-0.312154
0.395198,-0.413139,-0.297186
0.395448,-0.537392,-0.282144
0.395698,-0.650911,-0.267032
0.395948,-0.751429,-0.251855
0.396198,-0.83694,-0.236615
0.396448,-0.905735,-0.221317
0.396698,-0.95644,-0.205964
0.396948,-0.988042,-0.19056
0.397199,-0.999911,-0.17511
0.397449,-0.991808,-0.159616
0.397699,-0.963897,-0.144082
0.397949,-0.916734,-0.128513
0.398199,-0.851262,-0.112913
0.398449,-0.768787,-0.097284
0.398699,-0.670958,-0.081631
0.398949,-0.559728,-0.065959
0.3992,-0.437319,-0.050269
0.39945,-0.306176,-0.034568
0.3997,-0.168917,-0.018858
0.39995,-0.028285,-0.003143
0.4002,0.112913,0.012572
0.40045,0.251855,0.028285
0.4007,0.385767,0.04399
0.40095,0.511974,0.059685
0.401201,0.627956,0.075364
0.401451,0.731395,0.091026
0.401701,0.820227,0.106664
0.401951,0.892677,0.122277
0.402201,0.947298,0.137859
0.402451,0.982999,0.153407
0.402701,0.999066,0.168917
0.402951,0.99518,0.184386
0.403202,0.971417,0.199809
0.403452,0.928253,0.215182
0.403702,0.866549,0.230503
0.403952,0.787537,0.245766
0.404202,0.692797,0.260969
0.404452,0.58422,0.276107
0.404702,0.463974,0.291177
0.404952,0.334461,0.306176
0.405203,0.198268,0.321098
0.405453,0.058116,0.335942
0.405703,-0.083198,0.350702
0.405953,-0.222849,0.365376
0.406203,-0.35805,0.379959
0.406453,-0.4861,0.394449
0.406703,-0.604441,0.408841
0.406953,-0.710709,0.423133
0.407204,-0.802783,0.437319
0.407454,-0.878823,0.451398
0.407704,-0.937311,0.465365
0.407954,-0.977078,0.479218
0.408204,-0.997331,0.492952
0.408454,-0.997664,0.506564
0.408704,-0.978071,0.520051
0.408954,-0.938944,0.53341
0.409205,-0.881063,0.546637
0.409455,-0.805585,0.559728
0.409705,-0.714018,0.572682
0.409955,-0.60819,0.585494
0.410205,-0.490214,0.598162
0.410455,-0.362448,0.610682
0.410705,-0.227443,0.623051
0.410955,-0.087895,0.635266
0.411206,0.053408,0.647324
0.411456,0.193645,0.659223
0.411706,0.330014,0.670958
0.411956,0.459792,0.682528
0.412206,0.580387,0.693929
0.412456,0.689389,0.705159
0.412706,0.784623,0.716215
0.412956,0.864186,0.727094
0.413207,0.926489,0.737793
0.413457,0.970287,0.74831
0.413707,0.994706,0.758643
0.413957,0.999259,0.768787
0.414207,0.983853,0.778742
0.414457,0.948798,0.788505
0.414707,0.894792,0.798073
0.414957,0.822915,0.807444
0.415208,0.734602,0.816615
0.415458,0.631618,0.825585
0.415708,0.516018,0.834351
0.415958,0.390112,0.84291
0.416208,0.256415,0.851262
0.416458,0.117596,0.859403
0.416708,-0.023572,0.867332
0.416958,-0.164268,0.875047
0.417209,-0.301684,0.882546
0.417459,-0.433074,0.889826
0.417709,-0.555815,0.896887
0.417959,-0.667455,0.903727
0.418209,-0.765764,0.910343
0.418459,-0.848778,0.916734
0.418709,-0.914841,0.922899
0.418959,-0.962631,0.928836
0.41921,-0.991195,0.934544
0.41946,-0.999963,0.940021
0.41971,-0.988758,0.945265
0.41996,-0.957806,0.950276
0.42021,-0.907723,0.955053
0.42046,-0.839511,0.959594
0.42071,-0.754532,0.963897
0.42096,-0.654483,0.967963
0.421211,-0.541362,0.971789
0.421461,-0.417428,0.975376
0.421711,-0.285158,0.978721
0.421961,-0.147192,0.981825
0.422211,-0.006286,0.984686
0.422461,0.134745,0.987304
0.422711,0.273085,0.989679
0.422961,0.405971,0.991808
0.423212,0.530748,0.993693
0.423462,0.644925,0.995333
0.423712,0.746222,0.996726
0.423962,0.832614,0.997874
0.424212,0.902377,0.998775
0.424462,0.954116,0.999429
0.424712,0.9868,0.999837
0.424962,0.999775,0.999997
0.425213,0.992782,0.999911
0.425463,0.96596,0.999577
0.425713,0.919845,0.998997
0.425963,0.855359,0.99817
0.426213,0.773789,0.997097
0.426463,0.676764,0.995777
0.426713,0.566223,0.994211
0.426963,0.444372,0.9924
0.427214,0.313647,0.990343
0.427464,0.176657,0.988042
0.427714,0.036139,0.985497
0.427964,-0.105102,0.982709
0.428214,-0.244242,0.979678
0.428464,-0.378505,0.976405
0.428714,-0.505208,0.97289
0.428964,-0.621821,0.969136
0.429215,-0.726014,0.965142
0.429465,-0.815707,0.96091
0.429715,-0.889108,0.95644
0.429965,-0.944751,0.951734
0.430215,-0.981525,0.946793
0.430465,-0.998696,0.941618
0.430715,-0.99592,0.936211
0.430965,-0.973253,0.930573
0.431216,-0.931147,0.924704
0.431466,-0.870444,0.918608
0.431716,-0.792356,0.912284
0.431966,-0.698442,0.905735
0.432216,-0.590579,0.898962
0.432466,-0.47092,0.891968
0.432716,-0.341856,0.884753
0.432966,-0.205964,0.877319
0.433217,-0.065959,0.869669
0.433467,0.075364,0.861804
0.433717,0.215182,0.853726
0.433967,0.350702,0.845438
0.434217,0.479218,0.83694
0.434467,0.598162,0.828236
0.434717,0.705159,0.819327
0.434967,0.798073,0.810216
0.435218,0.875047,0.800905
0.435468,0.934544,0.791396
0.435718,0.975376,0.781691
0.435968,0.996726,0.771794
0.436218,0.99817,0.761706
0.436468,0.979678,0.751429
0.436718,0.941618,0.740968
0.436968,0.884753,0.730323
