t_s,x_true_90.0Hz,x_apparent_10.0Hz
0.437219,0.810216,0.719497
0.437469,0.719497,0.708495
0.437719,0.614409,0.697317
0.437969,0.497048,0.685966
0.438219,0.369761,0.674447
0.438469,0.235088,0.662761
0.438719,0.09572,0.650911
0.438969,-0.04556,0.6389
0.43922,-0.18593,0.626732
0.43947,-0.322586,0.614409
0.43972,-0.4528,0.601934
0.43997,-0.57397,0.58931
0.44022,-0.683676,0.576541
0.44047,-0.779727,0.563629
0.44072,-0.860206,0.550578
0.44097,-0.923503,0.537392
0.441221,-0.968356,0.524072
0.441471,-0.993868,0.510623
0.441721,-0.99953,0.497048
0.441971,-0.985229,0.48335
0.442221,-0.951251,0.469533
0.442471,-0.898273,0.4556
0.442721,-0.827354,0.441554
0.442971,-0.739911,0.4274
0.443222,-0.63769,0.413139
0.443472,-0.522733,0.398777
0.443722,-0.397335,0.384316
0.443972,-0.264002,0.369761
0.444222,-0.125396,0.355113
0.444472,0.015715,0.340379
0.444722,0.156512,0.32556
0.444972,0.294183,0.310661
0.445223,0.425978,0.295685
0.445473,0.549266,0.280636
0.445723,0.661583,0.265517
0.445973,0.760687,0.250334
0.446223,0.844597,0.235088
0.446473,0.911639,0.219784
0.446723,0.960473,0.204426
0.446973,0.990124,0.189017
0.447224,1.0,0.173562
0.447474,0.989903,0.158064
0.447724,0.960035,0.142527
0.447974,0.910992,0.126955
0.448224,0.843755,0.111351
0.448474,0.759665,0.09572
0.448724,0.660404,0.080065
0.448974,0.547952,0.06439
0.449225,0.424556,0.0487
0.449475,0.292681,0.032997
0.449725,0.15496,0.017287
0.449975,0.014144,0.001572
0.450225,-0.126955,-0.014144
0.450475,-0.265517,-0.029856
0.450725,-0.398777,-0.04556
0.450975,-0.524072,-0.061253
0.451226,-0.6389,-0.076931
0.451476,-0.740968,-0.092591
0.451726,-0.828236,-0.108227
0.451976,-0.898962,-0.123836
0.452226,-0.951734,-0.139415
0.452476,-0.985497,-0.15496
0.452726,-0.999577,-0.170466
0.452976,-0.993693,-0.18593
0.453227,-0.967963,-0.201348
0.453477,-0.922899,-0.216717
0.453727,-0.859403,-0.232032
0.453977,-0.778742,-0.247289
0.454227,-0.682528,-0.262486
0.454477,-0.572682,-0.277617
0.454727,-0.451398,-0.292681
0.454977,-0.321098,-0.307671
0.455228,-0.184386,-0.322586
0.455478,-0.04399,-0.337422
0.455728,0.097284,-0.352173
0.455978,0.236615,-0.366838
0.456228,0.37122,-0.381413
0.456478,0.498411,-0.395893
0.456728,0.615648,-0.410275
0.456978,0.720588,-0.424556
0.457229,0.811136,-0.438732
0.457479,0.885484,-0.4528
0.457729,0.942146,-0.466756
0.457979,0.979992,-0.480596
0.458229,0.998264,-0.494318
0.458479,0.996598,-0.507918
0.458729,0.975028,-0.521393
0.458979,0.933983,-0.534738
0.45923,0.874285,-0.547952
0.45948,0.797125,-0.56103
0.45973,0.704044,-0.57397
0.45998,0.596902,-0.586768
0.46023,0.477838,-0.599421
0.46048,0.34923,-0.611926
0.46073,0.213647,-0.624279
0.46098,0.073797,-0.636479
0.461231,-0.067527,-0.648521
0.461481,-0.207502,-0.660404
0.461731,-0.343333,-0.672123
0.461981,-0.472306,-0.683676
0.462231,-0.591846,-0.69506
0.462481,-0.699566,-0.706273
0.462731,-0.793313,-0.717311
0.462981,-0.871216,-0.728172
0.463232,-0.931719,-0.738853
0.463482,-0.973612,-0.749352
0.463732,-0.99606,-0.759665
0.463982,-0.998614,-0.769791
0.464232,-0.981224,-0.779727
0.464482,-0.944235,-0.789471
0.464732,-0.888388,-0.799019
0.464982,-0.814797,-0.80837
0.465233,-0.724932,-0.817521
0.465483,-0.620589,-0.826471
0.465733,-0.503851,-0.835216
0.465983,-0.37705,-0.843755
0.466233,-0.242718,-0.852085
0.466483,-0.103539,-0.860206
0.466733,0.037709,-0.868113
0.466983,0.178203,-0.875807
0.467234,0.315139,-0.883283
0.467484,0.44578,-0.890542
0.467734,0.567517,-0.897581
0.467984,0.67792,-0.904398
0.468234,0.774783,-0.910992
0.468484,0.856172,-0.917361
0.468734,0.92046,-0.923503
0.468984,0.966365,-0.929417
0.469235,0.992969,-0.935102
0.469485,0.99974,-0.940556
0.469735,0.986544,-0.945777
0.469985,0.953645,-0.950765
0.470235,0.901698,-0.955518
0.470485,0.831742,-0.960035
0.470735,0.745174,-0.964314
0.470985,0.643723,-0.968356
0.471236,0.529416,-0.972159
0.471486,0.404534,-0.975721
0.471736,0.271573,-0.979042
0.471986,0.133188,-0.982122
0.472236,-0.007858,-0.984959
0.472486,-0.148746,-0.987553
0.472736,-0.286664,-0.989903
0.472986,-0.418856,-0.992008
0.473237,-0.542682,-0.993868
0.473487,-0.65567,-0.995483
0.473737,-0.755562,-0.996852
0.473987,-0.840364,-0.997975
0.474237,-0.908382,-0.998851
0.474487,-0.958256,-0.999481
0.474737,-0.988992,-0.999864
0.474987,-0.999975,-1.0
0.475238,-0.990986,-0.999889
0.475488,-0.962204,-0.99953
0.475738,-0.914205,-0.998925
0.475988,-0.847946,-0.998074
0.476238,-0.764752,-0.996976
0.476488,-0.666284,-0.995631
0.476738,-0.554508,-0.994041
0.476988,-0.431657,-0.992205
0.477239,-0.300185,-0.990124
0.477489,-0.162718,-0.987799
0.477739,-0.022,-0.985229
0.477989,0.119156,-0.982417
0.478239,0.257933,-0.979361
0.478489,0.391559,-0.976064
0.478739,0.517364,-0.972526
0.478989,0.632835,-0.968747
0.47924,0.735668,-0.964729
0.47949,0.823807,-0.960473
0.47974,0.895493,-0.95598
0.47999,0.949293,-0.951251
0.48024,0.984133,-0.946286
0.48049,0.999318,-0.941088
0.48074,0.994544,-0.935658
0.48099,0.969906,-0.929996
0.481241,0.925896,-0.924105
0.481491,0.863394,-0.917985
0.481741,0.783648,-0.911639
0.481991,0.68825,-0.905068
0.482241,0.579106,-0.898273
0.482491,0.458396,-0.891256
0.482741,0.32853,-0.884019
0.482991,0.192103,-0.876564
0.483242,0.051839,-0.868892
0.483492,-0.08946,-0.861006
0.483742,-0.228973,-0.852907
0.483992,-0.363912,-0.844597
0.484242,-0.491584,-0.836079
0.484492,-0.609437,-0.827354
0.484742,-0.715117,-0.818425
0.484992,-0.806516,-0.809294
0.485243,-0.881805,-0.799963
0.485493,-0.939483,-0.790434
0.485743,-0.978397,-0.78071
0.485993,-0.99777,-0.770794
0.486243,-0.997215,-0.760687
0.486493,-0.976743,-0.750392
0.486743,-0.936762,-0.739911
0.486993,-0.878072,-0.729248
0.487244,-0.801845,-0.718405
0.487494,-0.709603,-0.707385
0.487744,-0.603188,-0.696189
0.487994,-0.484726,-0.684822
0.488244,-0.356582,-0.673286
0.488494,-0.221317,-0.661583
0.488744,-0.081631,-0.649717
0.488994,0.059685,-0.63769
0.489245,0.199809,-0.625506
0.489495,0.335942,-0.613168
0.489745,0.465365,-0.600678
0.489995,0.585494,-0.58804
0.490245,0.693929,-0.575256
0.490495,0.788505,-0.56233
0.490745,0.867332,-0.549266
0.490995,0.928836,-0.536066
0.491246,0.971789,-0.522733
0.491496,0.995333,-0.509271
0.491746,0.998997,-0.495684
0.491996,0.982709,-0.481974
0.492246,0.946793,-0.468145
0.492496,0.891968,-0.454201
0.492746,0.819327,-0.440144
0.492996,0.730323,-0.425978
0.493247,0.626732,-0.411708
0.493497,0.510623,-0.397335
0.493747,0.384316,-0.382865
0.493997,0.250334,-0.3683
0.494247,0.111351,-0.353644
0.494497,-0.029856,-0.338901
0.494747,-0.170466,-0.324074
0.494997,-0.307671,-0.309166
0.495248,-0.438732,-0.294183
0.495498,-0.56103,-0.279127
0.495748,-0.672123,-0.264002
0.495998,-0.769791,-0.248812
0.496248,-0.852085,-0.23356
0.496498,-0.917361,-0.218251
0.496748,-0.964314,-0.202887
0.496998,-0.992008,-0.187474
0.497249,-0.999889,-0.172014
0.497499,-0.987799,-0.156512
0.497749,-0.95598,-0.140971
0.497999,-0.905068,-0.125396
0.498249,-0.836079,-0.109789
0.498499,-0.750392,-0.094155
0.498749,-0.649717,-0.078498
0.498999,-0.536066,-0.062822
0.49925,-0.411708,-0.04713
0.4995,-0.279127,-0.031426
0.49975,-0.140971,-0.015715
0.5,-0.0,-0.0
